speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,116,178,420,0.16292134831460675,46,50,20,0,0,50,SAZY.tsv
4,89,172,362,0.12936046511627908,28,23,35,3,50,100,SAZY.tsv
4,79,165,382,0.11969696969696969,32,17,30,0,100,150,SAZY.tsv
4,131,180,439,0.18194444444444444,47,35,49,0,150,200,SAZY.tsv
4,89,123,319,0.18089430894308944,33,32,24,0,200,250,SAZY.tsv
4,122,165,433,0.18484848484848485,42,39,41,0,250,300,SAZY.tsv
4,89,148,302,0.15033783783783783,23,38,28,0,300,350,SAZY.tsv
4,65,144,307,0.11284722222222222,23,24,18,0,350,400,SAZY.tsv
4,113,169,424,0.16715976331360946,46,49,18,0,400,450,SAZY.tsv
4,133,165,513,0.2015151515151515,54,53,26,0,450,500,SAZY.tsv
4,94,194,475,0.1211340206185567,46,46,2,0,500,550,SAZY.tsv
4,2,20,22,0.025,0,1,1,0,550,556,SAZY.tsv
