speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,100,200,512,0.125,50,50,0,0,0,50,ST56.tsv
4,104,186,630,0.13978494623655913,52,52,0,0,50,100,ST56.tsv
4,114,183,577,0.1557377049180328,57,57,0,0,100,150,ST56.tsv
4,128,202,589,0.15841584158415842,64,64,0,0,150,200,ST56.tsv
4,110,189,455,0.1455026455026455,55,55,0,0,200,250,ST56.tsv
4,134,194,488,0.17268041237113402,67,67,0,0,250,300,ST56.tsv
4,124,170,487,0.18235294117647058,62,62,0,0,300,350,ST56.tsv
4,122,161,422,0.18944099378881987,45,53,24,0,350,400,ST56.tsv
4,130,164,399,0.19817073170731708,40,45,32,13,400,450,ST56.tsv
4,38,85,157,0.11176470588235295,19,19,0,0,450,470,ST56.tsv
