speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,180,185,575,0.24324324324324326,49,63,29,39,0,50,S7DT.tsv
4,170,177,617,0.2401129943502825,59,62,15,34,50,100,S7DT.tsv
4,151,177,420,0.2132768361581921,52,45,32,22,100,150,S7DT.tsv
4,142,122,369,0.29098360655737704,40,31,39,32,150,200,S7DT.tsv
4,177,185,618,0.2391891891891892,65,64,36,12,200,250,S7DT.tsv
4,148,152,426,0.24342105263157895,37,50,42,19,250,300,S7DT.tsv
4,189,181,552,0.2610497237569061,64,54,36,35,300,350,S7DT.tsv
4,176,210,601,0.20952380952380953,57,55,35,29,350,400,S7DT.tsv
4,145,153,422,0.2369281045751634,43,47,41,14,400,436,S7DT.tsv
