speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,125,219,579,0.14269406392694065,51,36,38,0,0,50,SZBD.tsv
4,110,198,485,0.1388888888888889,47,25,38,0,50,100,SZBD.tsv
4,166,283,846,0.14664310954063603,81,4,81,0,100,150,SZBD.tsv
4,161,195,482,0.2064102564102564,52,30,51,28,150,200,SZBD.tsv
4,183,283,926,0.16166077738515902,72,32,79,0,200,250,SZBD.tsv
4,230,307,1063,0.18729641693811075,71,68,91,0,250,300,SZBD.tsv
4,153,236,801,0.1620762711864407,75,2,76,0,300,350,SZBD.tsv
4,174,216,576,0.2013888888888889,45,59,70,0,350,400,SZBD.tsv
4,116,147,379,0.19727891156462585,45,36,35,0,400,450,SZBD.tsv
4,153,208,635,0.18389423076923078,35,52,66,0,450,500,SZBD.tsv
4,148,237,778,0.15611814345991562,19,64,65,0,500,550,SZBD.tsv
4,34,93,168,0.0913978494623656,3,16,15,0,550,570,SZBD.tsv
