speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,141,170,396,0.2073529411764706,44,51,46,0,0,50,SWSL.tsv
4,238,260,794,0.22884615384615384,78,82,68,10,0,100,SWSL.tsv
4,306,344,1200,0.22238372093023256,98,107,87,14,0,150,SWSL.tsv
4,401,408,1551,0.24571078431372548,124,129,111,37,0,200,SWSL.tsv
4,478,497,1940,0.24044265593561368,152,155,122,49,0,250,SWSL.tsv
4,542,544,2287,0.24908088235294118,176,187,130,49,0,300,SWSL.tsv
4,597,594,2623,0.25126262626262624,195,205,144,53,0,350,SWSL.tsv
4,668,638,2939,0.2617554858934169,216,227,156,69,0,400,SWSL.tsv
4,721,679,3266,0.2654639175257732,231,241,164,85,0,450,SWSL.tsv
4,770,711,3576,0.2707454289732771,238,252,175,105,0,500,SWSL.tsv
4,815,747,3894,0.27275769745649264,245,264,191,115,0,550,SWSL.tsv
4,881,790,4286,0.27879746835443037,259,282,217,123,0,600,SWSL.tsv
4,935,828,4670,0.28230676328502413,278,304,230,123,0,650,SWSL.tsv
4,992,853,5021,0.29073856975381007,291,321,251,129,0,700,SWSL.tsv
4,1031,892,5404,0.288957399103139,301,337,263,130,0,750,SWSL.tsv
4,1066,925,5714,0.2881081081081081,308,348,277,133,0,800,SWSL.tsv
4,1114,962,6031,0.2895010395010395,319,363,289,143,0,846,SWSL.tsv
