speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,133,155,333,0.21451612903225806,41,43,29,20,0,50,SL9V.tsv
4,273,245,729,0.2785714285714286,78,79,67,49,0,100,SL9V.tsv
4,360,335,1111,0.26865671641791045,95,107,88,70,0,150,SL9V.tsv
4,446,399,1496,0.2794486215538847,114,126,110,96,0,200,SL9V.tsv
4,548,459,1928,0.2984749455337691,133,149,148,118,0,250,SL9V.tsv
4,621,515,2250,0.30145631067961165,149,166,171,135,0,300,SL9V.tsv
4,736,573,2873,0.32111692844677137,163,177,215,181,0,350,SL9V.tsv
4,828,636,3426,0.32547169811320753,181,192,252,203,0,400,SL9V.tsv
4,891,687,3862,0.324235807860262,205,207,273,206,0,450,SL9V.tsv
4,971,745,4371,0.32583892617449667,218,238,293,222,0,500,SL9V.tsv
4,1061,792,4887,0.3349116161616162,237,268,307,249,0,550,SL9V.tsv
4,1132,867,5437,0.3264129181084198,258,283,331,260,0,600,SL9V.tsv
4,1192,896,5841,0.3325892857142857,272,301,340,279,0,650,SL9V.tsv
4,1240,924,6213,0.3354978354978355,286,310,348,296,0,700,SL9V.tsv
4,1287,948,6596,0.33939873417721517,292,323,360,312,0,750,SL9V.tsv
4,1347,994,7116,0.33878269617706236,312,343,374,318,0,800,SL9V.tsv
4,1382,1026,7523,0.33674463937621835,319,356,386,321,0,850,SL9V.tsv
4,1458,1077,8107,0.3384401114206128,346,364,401,347,0,900,SL9V.tsv
4,1514,1121,8826,0.3376449598572703,359,373,425,357,0,950,SL9V.tsv
4,1596,1161,9496,0.34366925064599485,376,397,446,377,0,1000,SL9V.tsv
4,1638,1200,9983,0.34125,388,406,463,381,0,1050,SL9V.tsv
4,1664,1231,10341,0.3379366368805849,393,411,467,393,0,1100,SL9V.tsv
4,1701,1250,10627,0.3402,407,421,475,398,0,1150,SL9V.tsv
4,1778,1348,11837,0.3297477744807122,419,434,507,418,0,1200,SL9V.tsv
4,1844,1419,12642,0.324876673713883,434,442,529,439,0,1250,SL9V.tsv
4,1890,1446,13127,0.32676348547717843,449,466,534,441,0,1300,SL9V.tsv
4,1950,1486,13681,0.32806191117092864,482,474,551,443,0,1350,SL9V.tsv
4,1979,1518,13972,0.32592226613965747,490,486,558,445,0,1400,SL9V.tsv
4,2037,1539,14404,0.3308966861598441,508,500,571,458,0,1450,SL9V.tsv
4,2087,1576,15002,0.3310596446700508,530,508,588,461,0,1500,SL9V.tsv
4,2137,1624,15552,0.3289716748768473,536,534,601,466,0,1550,SL9V.tsv
4,2199,1660,16068,0.33117469879518074,545,559,616,479,0,1600,SL9V.tsv
4,2240,1688,16414,0.33175355450236965,553,568,627,492,0,1650,SL9V.tsv
4,2286,1711,16785,0.33401519579193456,562,579,641,504,0,1700,SL9V.tsv
4,2319,1749,17263,0.33147512864493994,572,587,653,507,0,1750,SL9V.tsv
4,2378,1790,17862,0.33212290502793296,589,597,675,517,0,1800,SL9V.tsv
4,2410,1809,18297,0.33305693753454946,605,604,682,519,0,1850,SL9V.tsv
4,2462,1858,18883,0.331270182992465,627,618,695,522,0,1900,SL9V.tsv
4,2494,1886,19381,0.330593849416755,629,631,704,530,0,1950,SL9V.tsv
4,2522,1905,19791,0.33097112860892386,637,638,714,533,0,2000,SL9V.tsv
4,2567,1928,20202,0.33285788381742737,652,642,727,546,0,2050,SL9V.tsv
4,2607,1951,20578,0.3340594566888775,661,654,734,558,0,2100,SL9V.tsv
4,2638,1969,20954,0.334941594718131,669,658,740,571,0,2150,SL9V.tsv
4,2721,2016,21722,0.33742559523809523,678,674,758,611,0,2200,SL9V.tsv
4,2759,2054,22357,0.3358081791626095,685,683,771,620,0,2250,SL9V.tsv
4,2795,2081,22951,0.3357760691975012,694,693,781,627,0,2300,SL9V.tsv
4,2850,2122,23770,0.33576814326107446,716,699,808,627,0,2350,SL9V.tsv
4,2885,2154,24342,0.3348421541318477,723,714,813,635,0,2400,SL9V.tsv
4,2919,2167,24773,0.33675588371019843,730,724,817,648,0,2450,SL9V.tsv
4,2948,2198,25198,0.33530482256596905,733,733,825,657,0,2500,SL9V.tsv
4,2990,2215,25712,0.33747178329571104,743,741,836,670,0,2550,SL9V.tsv
4,3031,2245,26214,0.33752783964365257,755,752,850,674,0,2600,SL9V.tsv
4,3069,2277,26794,0.33695652173913043,765,764,855,685,0,2650,SL9V.tsv
4,3098,2300,27296,0.3367391304347826,771,767,867,693,0,2700,SL9V.tsv
4,3136,2328,27981,0.33676975945017185,787,771,879,699,0,2750,SL9V.tsv
4,3180,2346,28439,0.3388746803069054,795,774,895,716,0,2800,SL9V.tsv
4,3213,2370,28802,0.33892405063291137,804,782,903,724,0,2850,SL9V.tsv
4,3245,2388,29187,0.33971943048576214,810,789,915,731,0,2900,SL9V.tsv
4,3275,2407,29722,0.3401537183215621,819,798,924,734,0,2950,SL9V.tsv
4,3324,2452,30782,0.3389070146818923,821,803,945,755,0,3000,SL9V.tsv
4,3385,2497,31680,0.33890668802563073,837,813,962,773,0,3050,SL9V.tsv
4,3451,2554,32936,0.33780344557556774,843,827,985,796,0,3100,SL9V.tsv
4,3494,2580,33568,0.3385658914728682,854,834,997,809,0,3150,SL9V.tsv
4,3539,2592,34078,0.34133873456790126,865,845,1009,820,0,3200,SL9V.tsv
4,3576,2611,34629,0.3423975488318652,873,852,1021,830,0,3250,SL9V.tsv
4,3593,2621,34907,0.3427127050743991,873,856,1026,838,0,3274,SL9V.tsv
