speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,67,77,221,0.21753246753246752,27,12,25,3,0,50,S43M.tsv
4,139,140,430,0.24821428571428572,43,35,42,19,0,100,S43M.tsv
4,218,215,721,0.2534883720930233,63,58,64,33,0,150,S43M.tsv
4,287,267,1020,0.2687265917602996,73,85,95,34,0,200,S43M.tsv
4,363,336,1368,0.2700892857142857,95,103,122,43,0,250,S43M.tsv
4,436,406,1876,0.2684729064039409,122,131,134,49,0,300,S43M.tsv
4,499,472,2375,0.2643008474576271,145,153,151,50,0,350,S43M.tsv
4,561,518,2815,0.27075289575289574,163,171,172,55,0,400,S43M.tsv
4,641,579,3310,0.27677029360967187,189,175,197,80,0,450,S43M.tsv
4,713,624,3715,0.28565705128205127,205,189,218,101,0,500,S43M.tsv
4,762,655,4002,0.29083969465648857,209,210,232,111,0,550,S43M.tsv
4,788,675,4310,0.29185185185185186,214,219,238,117,0,600,S43M.tsv
4,820,706,4613,0.29036827195467424,223,231,244,122,0,650,S43M.tsv
4,870,728,4971,0.29876373626373626,232,247,259,132,0,700,S43M.tsv
4,916,764,5297,0.299738219895288,241,266,274,135,0,750,S43M.tsv
4,964,794,5731,0.3035264483627204,252,285,291,136,0,800,S43M.tsv
4,1003,821,6034,0.3054202192448234,260,303,303,137,0,850,S43M.tsv
4,1039,848,6403,0.30630896226415094,269,319,314,137,0,900,S43M.tsv
4,1061,871,6746,0.3045350172215844,271,327,325,138,0,950,S43M.tsv
4,1090,898,7053,0.3034521158129176,275,336,336,143,0,1000,S43M.tsv
4,1122,919,7337,0.30522306855277476,279,347,345,151,0,1050,S43M.tsv
4,1162,951,7715,0.30546792849631965,284,360,354,164,0,1100,S43M.tsv
4,1201,993,8151,0.3023665659617321,293,374,369,165,0,1150,S43M.tsv
4,1240,1044,8615,0.29693486590038315,295,394,385,166,0,1200,S43M.tsv
4,1291,1086,9055,0.2971915285451197,310,407,407,167,0,1250,S43M.tsv
4,1319,1105,9389,0.2984162895927602,311,417,421,170,0,1300,S43M.tsv
4,1324,1121,9545,0.2952720785013381,311,420,423,170,0,1319,S43M.tsv
