speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,105,174,460,0.15086206896551724,39,43,23,0,0,50,SN3D.tsv
4,231,261,905,0.22126436781609196,97,95,39,0,0,100,SN3D.tsv
4,310,355,1446,0.21830985915492956,132,126,52,0,0,150,SN3D.tsv
4,364,430,1952,0.2116279069767442,155,150,59,0,0,200,SN3D.tsv
4,430,489,2465,0.2198364008179959,176,170,66,18,0,250,SN3D.tsv
4,492,538,2892,0.22862453531598512,193,188,66,45,0,300,SN3D.tsv
4,550,591,3265,0.2326565143824027,212,200,91,47,0,350,SN3D.tsv
4,619,614,3539,0.2520358306188925,222,220,109,68,0,400,SN3D.tsv
4,669,643,3920,0.26010886469673405,241,244,116,68,0,450,SN3D.tsv
4,711,685,4442,0.2594890510948905,259,265,119,68,0,500,SN3D.tsv
4,768,746,5120,0.257372654155496,288,290,122,68,0,550,SN3D.tsv
4,816,792,5695,0.25757575757575757,310,314,124,68,0,600,SN3D.tsv
4,871,847,6313,0.25708382526564344,336,340,125,70,0,650,SN3D.tsv
4,899,894,6832,0.25139821029082776,350,354,125,70,0,700,SN3D.tsv
4,942,948,7279,0.24841772151898733,371,376,125,70,0,750,SN3D.tsv
4,988,1007,7712,0.24528301886792453,391,399,125,73,0,800,SN3D.tsv
4,1032,1035,8063,0.2492753623188406,413,421,125,73,0,850,SN3D.tsv
4,1073,1072,8551,0.2502332089552239,433,442,125,73,0,900,SN3D.tsv
4,1113,1101,9087,0.25272479564032696,451,462,127,73,0,950,SN3D.tsv
4,1142,1117,9462,0.25559534467323186,466,476,127,73,0,1000,SN3D.tsv
4,1171,1148,9955,0.2550087108013937,481,490,127,73,0,1050,SN3D.tsv
4,1193,1165,10400,0.2560085836909871,492,501,127,73,0,1100,SN3D.tsv
4,1216,1191,10914,0.25524769101595296,503,513,127,73,0,1150,SN3D.tsv
4,1235,1217,11390,0.25369761709120786,511,523,128,73,0,1200,SN3D.tsv
4,1267,1248,11944,0.25380608974358976,528,538,128,73,0,1250,SN3D.tsv
4,1309,1284,12627,0.2548676012461059,549,559,128,73,0,1300,SN3D.tsv
4,1346,1304,13123,0.2580521472392638,560,569,144,73,0,1350,SN3D.tsv
4,1388,1317,13614,0.26347760060744113,565,576,174,73,0,1400,SN3D.tsv
4,1439,1336,14035,0.2692739520958084,574,589,203,73,0,1450,SN3D.tsv
4,1505,1352,14530,0.2782914201183432,587,594,242,82,0,1500,SN3D.tsv
4,1577,1370,14843,0.2877737226277372,600,602,260,115,0,1550,SN3D.tsv
4,1622,1381,15185,0.2936278059377263,607,608,263,144,0,1600,SN3D.tsv
4,1684,1412,15660,0.2981586402266289,615,622,264,183,0,1650,SN3D.tsv
4,1709,1437,16063,0.2973208072372999,621,628,264,196,0,1700,SN3D.tsv
4,1754,1460,16545,0.30034246575342466,637,639,264,214,0,1750,SN3D.tsv
4,1786,1476,16970,0.3025067750677507,648,649,264,225,0,1800,SN3D.tsv
4,1812,1506,17636,0.300796812749004,652,659,266,235,0,1850,SN3D.tsv
4,1852,1521,17962,0.304404996712689,658,668,266,260,0,1900,SN3D.tsv
4,1884,1536,18406,0.306640625,668,676,266,274,0,1950,SN3D.tsv
4,1934,1548,18758,0.31233850129198965,678,686,268,302,0,2000,SN3D.tsv
4,1937,1555,18878,0.31141479099678454,681,686,268,302,0,2014,SN3D.tsv
