speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,186,198,696,0.23484848484848486,62,67,57,0,0,50,SZ95.tsv
4,272,288,1300,0.2361111111111111,96,104,72,0,0,100,SZ95.tsv
4,347,367,1863,0.23637602179836512,130,132,85,0,0,150,SZ95.tsv
4,406,396,2220,0.2563131313131313,155,147,104,0,0,200,SZ95.tsv
4,446,439,2559,0.2539863325740319,169,156,121,0,0,250,SZ95.tsv
4,515,474,3067,0.27162447257383965,195,178,142,0,0,300,SZ95.tsv
4,565,512,3536,0.27587890625,215,199,151,0,0,350,SZ95.tsv
4,600,560,3957,0.26785714285714285,228,211,161,0,0,400,SZ95.tsv
4,639,599,4510,0.26669449081803004,244,225,170,0,0,450,SZ95.tsv
4,693,636,4990,0.27240566037735847,267,247,179,0,0,500,SZ95.tsv
4,748,677,5398,0.276218611521418,290,266,192,0,0,550,SZ95.tsv
4,805,714,5945,0.2818627450980392,307,283,215,0,0,600,SZ95.tsv
4,852,760,6460,0.2802631578947368,329,298,225,0,0,650,SZ95.tsv
4,874,794,6813,0.2751889168765743,338,307,229,0,0,700,SZ95.tsv
4,935,818,7071,0.28575794621026895,346,315,240,34,0,750,SZ95.tsv
4,990,845,7368,0.29289940828402367,359,322,243,66,0,800,SZ95.tsv
4,1053,875,7790,0.3008571428571429,372,332,247,102,0,850,SZ95.tsv
4,1096,893,8097,0.3068309070548712,382,342,252,120,0,900,SZ95.tsv
4,1144,921,8436,0.31053203040173727,394,348,255,147,0,950,SZ95.tsv
4,1187,941,8739,0.315356004250797,407,360,269,151,0,1000,SZ95.tsv
4,1233,962,9084,0.32042619542619544,414,367,275,177,0,1050,SZ95.tsv
4,1267,1007,9654,0.31454816285998016,427,374,280,186,0,1100,SZ95.tsv
4,1326,1035,10063,0.32028985507246377,442,385,282,217,0,1150,SZ95.tsv
4,1342,1041,10163,0.3222862632084534,447,386,285,224,0,1167,SZ95.tsv
