speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,185,177,459,0.2612994350282486,54,47,47,37,0,50,S5LP.tsv
4,294,266,872,0.27631578947368424,82,63,79,70,0,100,S5LP.tsv
4,415,340,1276,0.30514705882352944,112,84,103,116,0,150,S5LP.tsv
4,497,408,1692,0.30453431372549017,134,94,129,140,0,200,S5LP.tsv
4,568,464,2166,0.30603448275862066,150,101,159,158,0,250,S5LP.tsv
4,643,512,2562,0.31396484375,168,106,186,183,0,300,S5LP.tsv
4,702,543,2919,0.32320441988950277,186,120,202,194,0,350,S5LP.tsv
4,763,587,3279,0.3249574105621806,206,130,215,212,0,400,S5LP.tsv
4,799,610,3537,0.3274590163934426,218,134,223,224,0,450,S5LP.tsv
4,862,646,3919,0.33359133126934987,235,145,235,247,0,500,S5LP.tsv
4,901,679,4239,0.3317378497790869,248,149,248,256,0,550,S5LP.tsv
4,951,709,4524,0.3353314527503526,261,161,263,266,0,600,S5LP.tsv
4,1003,741,4850,0.3383940620782726,272,171,279,281,0,650,S5LP.tsv
4,1039,762,5175,0.3408792650918635,278,182,285,294,0,700,S5LP.tsv
4,1079,782,5522,0.34494884910485935,295,191,297,296,0,750,S5LP.tsv
4,1129,831,6076,0.33965102286401927,320,202,306,301,0,800,S5LP.tsv
4,1171,863,6454,0.3392236384704519,334,208,316,313,0,850,S5LP.tsv
4,1220,896,6905,0.3404017857142857,348,216,331,325,0,900,S5LP.tsv
4,1278,916,7324,0.3487991266375546,365,240,337,336,0,950,S5LP.tsv
4,1327,951,7694,0.3488433228180862,377,251,348,351,0,1000,S5LP.tsv
4,1393,997,8167,0.34929789368104314,397,264,359,373,0,1050,S5LP.tsv
4,1478,1032,8938,0.35804263565891475,430,271,382,395,0,1100,S5LP.tsv
4,1523,1078,9511,0.3532003710575139,446,281,391,405,0,1150,S5LP.tsv
4,1570,1109,9936,0.3539224526600541,457,287,412,414,0,1200,S5LP.tsv
4,1603,1132,10258,0.3540194346289753,467,292,418,426,0,1250,S5LP.tsv
4,1641,1153,10570,0.35581092801387687,478,307,425,431,0,1300,S5LP.tsv
4,1665,1166,10851,0.35698970840480276,481,316,432,436,0,1350,S5LP.tsv
4,1687,1178,11167,0.3580220713073005,486,321,438,442,0,1400,S5LP.tsv
4,1721,1206,11569,0.35675787728026537,489,341,445,446,0,1450,S5LP.tsv
4,1738,1219,11856,0.3564397046759639,497,343,452,446,0,1473,S5LP.tsv
