speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,156,200,531,0.195,18,37,55,46,0,50,S8CV.tsv
4,262,290,925,0.22586206896551725,50,48,83,81,0,100,S8CV.tsv
4,350,369,1309,0.23712737127371275,63,71,111,105,0,150,S8CV.tsv
4,466,447,1838,0.2606263982102908,79,100,148,139,0,200,S8CV.tsv
4,567,523,2385,0.2710325047801147,118,124,170,155,0,250,S8CV.tsv
4,708,624,3150,0.28365384615384615,143,152,206,207,0,300,S8CV.tsv
4,789,684,3731,0.2883771929824561,150,182,228,229,0,350,S8CV.tsv
4,858,744,4205,0.28830645161290325,154,205,249,250,0,400,S8CV.tsv
4,906,809,4709,0.2799752781211372,161,219,262,264,0,450,S8CV.tsv
4,959,852,5052,0.2813967136150235,168,235,279,277,0,500,S8CV.tsv
4,1006,889,5432,0.2829021372328459,179,243,291,293,0,550,S8CV.tsv
4,1061,926,5834,0.2864470842332613,183,256,305,317,0,600,S8CV.tsv
4,1124,979,6248,0.2870275791624106,189,276,325,334,0,650,S8CV.tsv
4,1158,1003,6551,0.28863409770687937,191,286,337,344,0,700,S8CV.tsv
4,1195,1028,6864,0.2906128404669261,196,296,353,350,0,750,S8CV.tsv
4,1229,1044,7076,0.2943007662835249,208,305,358,358,0,784,S8CV.tsv
