Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
we have a,3,289,"[195, 289]",SBPW.tsv
long,1,351,"[68, 195, 261, 283, 351]",SBPW.tsv
start,1,197,"[39, 197]",SBPW.tsv
we get,2,197,"[64, 197, 255, 289]",SBPW.tsv
it have,2,197,"[127, 197]",SBPW.tsv
and then,2,197,"[132, 197, 233, 299, 330]",SBPW.tsv
have be,2,197,"[142, 197]",SBPW.tsv
late,1,197,"[149, 197]",SBPW.tsv
late frost,2,197,"[196, 197]",SBPW.tsv
i'm,1,201,"[55, 132, 142, 201, 203, 221, 233, 299, 327, 330, 351]",SBPW.tsv
open,1,318,"[201, 318, 321, 325]",SBPW.tsv
a fiver,2,203,"[127, 203, 205]",SBPW.tsv
i say,2,203,"[149, 203]",SBPW.tsv
what's,1,203,"[185, 203, 273, 312]",SBPW.tsv
what's the,2,273,"[203, 273]",SBPW.tsv
oh oh,2,351,"[203, 351]",SBPW.tsv
garden,1,82,"[79, 82, 210, 256, 257, 260]",SBPW.tsv
won't be able to,4,212,"[60, 62, 212]",SBPW.tsv
next week,2,212,"[149, 212]",SBPW.tsv
a hosepipe ban,3,216,"[212, 216]",SBPW.tsv
and go,2,215,"[73, 215, 319]",SBPW.tsv
enough,1,215,"[114, 215, 279, 280]",SBPW.tsv
off and,2,215,"[142, 215]",SBPW.tsv
run,1,349,"[215, 349]",SBPW.tsv
lot of,2,217,"[42, 152, 217]",SBPW.tsv
he's,1,222,"[51, 222, 225]",SBPW.tsv
stand,1,222,"[51, 222]",SBPW.tsv
actually,1,231,"[132, 231, 232]",SBPW.tsv
break,1,231,"[227, 230, 231]",SBPW.tsv
close at,2,244,"[240, 244, 245, 247, 300]",SBPW.tsv
close,1,244,"[238, 240, 244, 245, 247, 300, 301]",SBPW.tsv
the shop,2,244,"[238, 243, 244, 249, 316, 318]",SBPW.tsv
close at twelve,3,300,"[244, 247, 300, 301]",SBPW.tsv
shop,1,249,"[243, 244, 249, 304, 316, 318]",SBPW.tsv
lovely,1,257,"[5, 6, 78, 169, 257]",SBPW.tsv
different,1,259,"[142, 258, 259]",SBPW.tsv
four,1,266,"[24, 266, 268]",SBPW.tsv
three,1,271,"[105, 108, 116, 271, 286]",SBPW.tsv
away,1,271,"[261, 271, 281, 285, 288]",SBPW.tsv
miles away,2,285,"[271, 285, 288]",SBPW.tsv
to be,2,276,"[116, 276]",SBPW.tsv
closest pub,2,276,"[275, 276]",SBPW.tsv
second closest pub,3,278,"[275, 278]",SBPW.tsv
miles,1,271,"[264, 271, 285, 286, 288]",SBPW.tsv
right,1,288,"[26, 51, 105, 118, 128, 131, 190, 288, 296, 299, 330, 351]",SBPW.tsv
to have,2,290,"[23, 24, 216, 290]",SBPW.tsv
i'd like to,3,298,"[95, 298]",SBPW.tsv
i'd,1,298,"[127, 298]",SBPW.tsv
bicycle,1,298,"[289, 293, 298]",SBPW.tsv
telephone,1,314,"[313, 314, 315, 323]",SBPW.tsv
the telephone,2,323,"[314, 323]",SBPW.tsv
she'll,1,320,"[319, 320]",SBPW.tsv
tabernacle,1,321,"[320, 321]",SBPW.tsv
hello,1,325,"[324, 325]",SBPW.tsv
anonymous,1,329,"[327, 329]",SBPW.tsv
would,1,337,"[11, 337, 338]",SBPW.tsv
at the,2,341,"[81, 341]",SBPW.tsv
there's,1,343,"[116, 291, 343]",SBPW.tsv
i'll,1,345,"[12, 233, 301, 345]",SBPW.tsv
to do,2,221,"[62, 64, 86, 221, 226, 295, 345]",SBPW.tsv
get to do,3,345,"[64, 345]",SBPW.tsv
don't you,2,89,"[0, 89, 247]",SBPW.tsv
know what,2,226,"[0, 226]",SBPW.tsv
you can,2,318,"[13, 203, 205, 318, 334]",SBPW.tsv
be just,2,221,"[15, 221]",SBPW.tsv
for a,2,304,"[25, 203, 205, 304, 334]",SBPW.tsv
ever,1,94,"[32, 94, 248]",SBPW.tsv
maybe,1,233,"[47, 233]",SBPW.tsv
down the,2,238,"[61, 238, 282]",SBPW.tsv
we want,2,238,"[61, 238]",SBPW.tsv
we've,1,300,"[61, 300]",SBPW.tsv
could,1,233,"[63, 233]",SBPW.tsv
we've get,2,152,"[65, 152, 300]",SBPW.tsv
it all,2,333,"[65, 333]",SBPW.tsv
in the,2,74,"[19, 74, 79, 184, 199, 237, 292]",SBPW.tsv
let,1,233,"[82, 233, 290]",SBPW.tsv
how many,2,264,"[88, 264]",SBPW.tsv
one paper,2,93,"[92, 93]",SBPW.tsv
observer,1,99,"[98, 99]",SBPW.tsv
make,1,333,"[121, 130, 333, 337]",SBPW.tsv
you don't,2,318,"[126, 318]",SBPW.tsv
try,1,130,"[58, 130, 201, 203, 343]",SBPW.tsv
yeah that,2,184,"[94, 184]",SBPW.tsv
and then we,3,233,"[197, 233]",SBPW.tsv
ten,1,199,"[89, 94, 199, 204, 205, 297]",SBPW.tsv
one you,2,206,"[89, 206, 290]",SBPW.tsv
you just,2,308,"[210, 308]",SBPW.tsv
because they're,2,350,"[212, 350]",SBPW.tsv
that's what,2,224,"[53, 224]",SBPW.tsv
an hour,2,300,"[231, 300]",SBPW.tsv
it's about,2,271,"[96, 103, 104, 271]",SBPW.tsv
in it,2,274,"[89, 101, 274]",SBPW.tsv
victoria store,2,318,"[307, 318]",SBPW.tsv
what time,2,325,"[238, 325]",SBPW.tsv
what time the,3,325,"[318, 325]",SBPW.tsv
all smoky,2,337,"[333, 337]",SBPW.tsv
well it's,2,341,"[2, 341]",SBPW.tsv
i don't think,3,343,"[94, 135, 248, 263, 343]",SBPW.tsv
out of,2,207,"[15, 203, 205, 207]",SBPW.tsv
keep,1,90,"[27, 90]",SBPW.tsv
didn't he,2,31,"[30, 31]",SBPW.tsv
wait,1,68,"[52, 68]",SBPW.tsv
that be,2,179,"[54, 178, 179, 182, 183, 284]",SBPW.tsv
well we've,2,152,"[61, 152]",SBPW.tsv
you'll have to wait,4,69,"[68, 69]",SBPW.tsv
have to wait,3,69,"[68, 69]",SBPW.tsv
otherwise,1,72,"[71, 72]",SBPW.tsv
nice,1,82,"[6, 82, 256, 260, 261]",SBPW.tsv
you go to,3,88,"[21, 88, 349]",SBPW.tsv
never,1,248,"[115, 248]",SBPW.tsv
plan today,2,153,"[152, 153]",SBPW.tsv
prune,1,158,"[154, 158]",SBPW.tsv
roses,1,158,"[154, 158]",SBPW.tsv
chainsaw,1,159,"[158, 159, 160, 166]",SBPW.tsv
way,1,163,"[158, 163, 261, 283]",SBPW.tsv
he use to get,4,160,"[159, 160]",SBPW.tsv
he just go,3,166,"[165, 166]",SBPW.tsv
well they,2,170,"[148, 170, 259]",SBPW.tsv
that be a,3,183,"[182, 183]",SBPW.tsv
be a,2,283,"[182, 183, 283, 328]",SBPW.tsv
with the,2,186,"[101, 186]",SBPW.tsv
that's a,2,189,"[46, 189, 270]",SBPW.tsv
a long,2,194,"[68, 194, 195, 261, 283]",SBPW.tsv
ten pound,2,204,"[199, 204]",SBPW.tsv
spray,1,211,"[199, 203, 210, 211]",SBPW.tsv
be ten pound,3,205,"[204, 205]",SBPW.tsv
it's a,2,210,"[133, 210, 261, 284]",SBPW.tsv
pull,1,210,"[179, 210]",SBPW.tsv
week,1,149,"[90, 149, 212]",SBPW.tsv
be good,2,222,"[11, 222]",SBPW.tsv
use to get,3,224,"[159, 224]",SBPW.tsv
on a sunday,3,249,"[248, 249, 251, 311]",SBPW.tsv
five,1,268,"[267, 268]",SBPW.tsv
walkable,1,271,"[270, 271]",SBPW.tsv
no idea,2,274,"[248, 274]",SBPW.tsv
never be,2,274,"[248, 274]",SBPW.tsv
that's far enough,3,280,"[279, 280]",SBPW.tsv
bike,1,298,"[294, 298]",SBPW.tsv
no i,2,332,"[135, 332]",SBPW.tsv
i think that,3,332,"[183, 332]",SBPW.tsv
it's very,2,339,"[261, 339]",SBPW.tsv
pretty,1,341,"[193, 341]",SBPW.tsv
and all,2,345,"[163, 345]",SBPW.tsv
get it,2,345,"[207, 345]",SBPW.tsv
mm mm,2,246,"[1, 246, 300, 346]",SBPW.tsv
it will,2,10,"[5, 10, 18, 72, 301]",SBPW.tsv
outside,1,83,"[5, 8, 83, 226, 330]",SBPW.tsv
i want to go outside,5,226,"[5, 226]",SBPW.tsv
want to,2,238,"[5, 238, 252, 299]",SBPW.tsv
need to,2,226,"[16, 226]",SBPW.tsv
internet,1,304,"[16, 301, 304]",SBPW.tsv
don't need to,3,333,"[16, 333]",SBPW.tsv
overheat,1,18,"[10, 18, 19, 22, 35, 39, 42]",SBPW.tsv
mm but,2,227,"[18, 227, 300]",SBPW.tsv
we have to have a fan blow on it,9,24,"[23, 24]",SBPW.tsv
twenty,1,297,"[24, 297]",SBPW.tsv
on it,2,26,"[23, 26]",SBPW.tsv
blow,1,26,"[23, 26]",SBPW.tsv
that will,2,94,"[60, 90, 94]",SBPW.tsv
you do,2,233,"[60, 90, 233, 323, 338]",SBPW.tsv
do that,2,90,"[60, 62, 90, 234, 238, 287]",SBPW.tsv
well i,2,94,"[62, 94, 238]",SBPW.tsv
sit,1,79,"[73, 79]",SBPW.tsv
two pound,2,100,"[96, 100, 102, 104, 122, 123, 124]",SBPW.tsv
number,1,116,"[49, 116]",SBPW.tsv
two,1,116,"[96, 104, 116, 122, 124, 129]",SBPW.tsv
because i,2,226,"[127, 226]",SBPW.tsv
well well,2,132,"[92, 132]",SBPW.tsv
i just,2,318,"[132, 318]",SBPW.tsv
and say,2,318,"[132, 318]",SBPW.tsv
it's next weekend,3,135,"[134, 135, 137]",SBPW.tsv
all that,2,142,"[2, 142, 214]",SBPW.tsv
don't have,2,318,"[142, 318]",SBPW.tsv
yeah i,2,221,"[147, 221, 236, 342]",SBPW.tsv
mean,1,238,"[156, 238]",SBPW.tsv
i be,2,236,"[221, 236]",SBPW.tsv
i need to,3,236,"[226, 236]",SBPW.tsv
i want to go,4,252,"[226, 252]",SBPW.tsv
they get,2,304,"[256, 304]",SBPW.tsv
have they,2,304,"[260, 304]",SBPW.tsv
can't,1,308,"[198, 260, 308]",SBPW.tsv
if we,2,289,"[238, 289]",SBPW.tsv
what to,2,293,"[226, 293]",SBPW.tsv
phone her up,3,310,"[308, 310]",SBPW.tsv
phone,1,318,"[310, 318, 319]",SBPW.tsv
open today,2,321,"[318, 321]",SBPW.tsv
i'm go to,3,330,"[221, 330]",SBPW.tsv
wellies,1,348,"[347, 348]",SBPW.tsv
lovely out there,3,6,"[5, 6]",SBPW.tsv
will be,2,148,"[5, 18, 148]",SBPW.tsv
need,1,16,"[11, 16, 226, 236, 333]",SBPW.tsv
oh that's,2,46,"[16, 46]",SBPW.tsv
think it's,2,135,"[37, 120, 135]",SBPW.tsv
you do that will,4,90,"[60, 90]",SBPW.tsv
them up,2,72,"[64, 72]",SBPW.tsv
bake potatoes,2,68,"[67, 68]",SBPW.tsv
to get the,3,159,"[95, 159]",SBPW.tsv
no it's,2,133,"[110, 133]",SBPW.tsv
i get,2,207,"[116, 147, 207]",SBPW.tsv
they have,2,163,"[142, 163]",SBPW.tsv
of that,2,179,"[142, 179]",SBPW.tsv
on time,2,148,"[147, 148, 149]",SBPW.tsv
there on,2,248,"[149, 248]",SBPW.tsv
rise,1,163,"[156, 163]",SBPW.tsv
plant,1,193,"[156, 193]",SBPW.tsv
oh right,2,190,"[118, 128, 131, 190]",SBPW.tsv
a quick break,3,230,"[227, 230]",SBPW.tsv
we'll,1,234,"[177, 234, 299, 317]",SBPW.tsv
remember,1,236,"[198, 236]",SBPW.tsv
i can't remember,3,260,"[198, 260]",SBPW.tsv
i can't,2,260,"[198, 260]",SBPW.tsv
no but,2,273,"[207, 273]",SBPW.tsv
okay,1,299,"[140, 200, 207, 299, 330, 351]",SBPW.tsv
will be on,3,301,"[148, 301]",SBPW.tsv
be on,2,324,"[148, 324]",SBPW.tsv
it would,2,338,"[11, 338]",SBPW.tsv
oh okay,2,351,"[200, 207, 351]",SBPW.tsv
walk,1,263,"[58, 263, 334]",SBPW.tsv
think i've,2,154,"[94, 154]",SBPW.tsv
i don't think i've ever,5,248,"[94, 248]",SBPW.tsv
but i,2,226,"[207, 226]",SBPW.tsv
a bite,2,270,"[233, 270]",SBPW.tsv
burn,1,331,"[72, 331]",SBPW.tsv
