Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
one,1,1,"[0, 1, 20, 21, 65, 78, 117, 118, 174, 175, 185, 214, 220, 243, 257, 282, 322, 414, 455, 458, 462, 470, 475, 496, 497, 499, 523]",SZBD.tsv
one of,2,174,"[0, 20, 65, 78, 118, 174, 175, 185, 214, 523]",SZBD.tsv
really,1,17,"[2, 17, 20, 21, 35, 50, 63, 71, 90, 92, 122, 137, 143, 150, 169, 179, 185, 210, 216, 243, 248, 278, 282, 290, 317, 384, 408, 416, 423, 478, 497, 498, 507, 518, 531, 539, 544, 549, 553]",SZBD.tsv
look,1,43,"[2, 22, 43, 126, 137, 153, 170, 171, 179, 455, 478, 531]",SZBD.tsv
they're,1,43,"[2, 4, 43, 210, 318, 322, 367, 446, 507, 508, 509, 538]",SZBD.tsv
quite,1,74,"[2, 74, 95, 131, 141, 192, 208, 229, 248, 249, 254, 256, 278, 290, 300, 321, 332, 377, 395, 448, 452, 454, 497, 542, 548, 552]",SZBD.tsv
a bite,2,81,"[2, 63, 81, 236, 278, 356, 367]",SZBD.tsv
home,1,133,"[2, 112, 118, 133, 248, 249, 251, 279, 318, 322, 326, 335, 373, 396, 507]",SZBD.tsv
in the,2,133,"[2, 63, 133, 137, 139, 143, 169, 185, 207, 222, 244, 252, 278, 287, 293, 340, 367, 374, 456, 458, 499, 509, 566]",SZBD.tsv
and she,2,141,"[2, 20, 124, 141, 216, 255, 525]",SZBD.tsv
anything,1,86,"[2, 86, 120, 145, 179, 297, 332, 443]",SZBD.tsv
i'm,1,84,"[2, 26, 84, 86, 89, 174, 244, 256, 257, 278, 282, 290, 308, 326, 332, 361, 363, 367, 369, 409, 455, 462, 531]",SZBD.tsv
they be,2,125,"[2, 124, 125, 169, 558]",SZBD.tsv
she do,2,9,"[4, 9, 12]",SZBD.tsv
like,1,30,"[4, 30, 63, 92, 179, 208, 210, 212, 214, 233, 243, 248, 257, 262, 270, 278, 279, 315, 316, 321, 332, 361, 416, 436, 443, 478, 531, 538, 545, 549, 565]",SZBD.tsv
go to,2,99,"[4, 63, 99, 145, 174, 175, 181, 210, 214, 216, 251, 256, 326, 360, 412, 554]",SZBD.tsv
sort of,2,133,"[4, 20, 44, 67, 69, 126, 133, 166, 169, 181, 202, 229, 243, 244, 246, 256, 278, 290, 363, 367, 375, 441, 443, 549, 559]",SZBD.tsv
make,1,133,"[4, 118, 133, 139, 174, 204, 248, 296, 361, 369]",SZBD.tsv
to do,2,117,"[4, 20, 117, 121, 130, 131, 233, 243, 244, 252, 257, 300, 332, 333, 370, 401]",SZBD.tsv
things,1,174,"[4, 20, 34, 48, 63, 92, 174, 185, 243, 256, 257, 264, 278, 362, 398, 507, 545, 551, 556]",SZBD.tsv
cos,1,174,"[4, 71, 122, 174, 214, 222, 256, 268, 269, 282, 290, 318, 322, 326, 336, 364, 377, 403, 411, 422, 423, 424, 431, 454, 456, 478, 497, 499, 507, 535, 546, 548, 552, 556, 565]",SZBD.tsv
go,1,35,"[4, 6, 20, 35, 36, 55, 63, 94, 99, 104, 105, 124, 126, 133, 135, 139, 145, 154, 174, 175, 181, 183, 199, 208, 210, 212, 214, 216, 243, 248, 251, 256, 269, 289, 292, 295, 300, 309, 310, 312, 322, 326, 328, 332, 356, 360, 363, 367, 375, 376, 412, 416, 419, 421, 426, 427, 433, 439, 443, 461, 462, 469, 475, 490, 493, 494, 499, 507, 509, 549, 554]",SZBD.tsv
or some,2,332,"[4, 332, 429]",SZBD.tsv
it's all,2,367,"[4, 237, 262, 367, 443]",SZBD.tsv
but it's,2,323,"[4, 6, 322, 323, 482, 567]",SZBD.tsv
for about,2,493,"[4, 126, 493]",SZBD.tsv
with the,2,145,"[4, 145, 409, 550]",SZBD.tsv
it's not,2,497,"[4, 322, 326, 497, 567]",SZBD.tsv
right,1,13,"[6, 13, 15, 25, 28, 60, 167, 215, 243, 290, 304, 334, 452, 503, 509, 524, 530, 569]",SZBD.tsv
bite,1,135,"[2, 6, 63, 135, 137, 171, 173, 236, 244, 278, 300, 356, 367]",SZBD.tsv
on the,2,245,"[6, 173, 245, 268, 287, 296, 363]",SZBD.tsv
time and,2,251,"[6, 63, 251]",SZBD.tsv
i think,2,95,"[6, 95, 243, 244, 252, 256, 257, 322, 323, 334, 344, 348, 357, 374, 408, 437, 439, 478, 482, 483, 490, 492, 538]",SZBD.tsv
and all,2,258,"[6, 258, 549]",SZBD.tsv
twenty,1,306,"[6, 14, 268, 306, 307, 357]",SZBD.tsv
think,1,56,"[6, 56, 92, 95, 137, 139, 212, 216, 243, 244, 252, 256, 257, 270, 314, 322, 323, 333, 334, 344, 348, 357, 366, 374, 408, 421, 437, 439, 455, 478, 482, 483, 489, 490, 492, 499, 507, 520, 538]",SZBD.tsv
time,1,137,"[6, 22, 63, 137, 162, 174, 175, 229, 243, 244, 248, 251, 256, 322, 333, 348, 361, 426, 429, 469, 484, 527, 538, 540, 541]",SZBD.tsv
i think i,3,437,"[6, 437, 492]",SZBD.tsv
thirty,1,493,"[6, 493]",SZBD.tsv
take,1,256,"[6, 32, 130, 216, 256, 345, 499, 500, 531]",SZBD.tsv
at the,2,256,"[6, 92, 256, 305, 344, 361, 363, 450, 472, 474, 530, 541]",SZBD.tsv
yeah,1,8,"[7, 8, 21, 22, 36, 37, 38, 57, 66, 74, 75, 79, 82, 96, 119, 120, 122, 126, 128, 129, 150, 155, 164, 178, 186, 199, 201, 217, 219, 223, 238, 248, 249, 250, 263, 273, 282, 283, 288, 300, 306, 308, 310, 312, 316, 317, 321, 323, 325, 327, 330, 332, 340, 343, 350, 368, 380, 392, 402, 426, 438, 440, 443, 447, 452, 453, 457, 459, 463, 465, 480, 486, 491, 497, 511, 513, 517, 530, 542, 547, 549, 551, 559, 561, 562, 563]",SZBD.tsv
english,1,194,"[10, 194, 199, 200]",SZBD.tsv
and then,2,133,"[12, 63, 112, 133, 137, 139, 141, 214, 256, 264, 282, 370, 462, 475, 499, 518, 566]",SZBD.tsv
well,1,127,"[14, 20, 65, 74, 78, 82, 124, 126, 127, 141, 150, 169, 175, 179, 208, 216, 218, 234, 237, 243, 246, 265, 285, 309, 312, 318, 359, 363, 369, 372, 385, 425, 437, 457, 458, 469, 470, 490, 494, 496, 499, 511, 514, 531, 534, 544, 545, 566]",SZBD.tsv
