speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,13,152,398,0.08552631578947369,0,50,SVXT.tsv
2,55,201,490,0.2736318407960199,50,100,SVXT.tsv
2,62,216,661,0.28703703703703703,100,150,SVXT.tsv
2,41,185,443,0.22162162162162163,150,200,SVXT.tsv
2,50,172,438,0.29069767441860467,200,250,SVXT.tsv
2,49,152,367,0.3223684210526316,250,300,SVXT.tsv
2,45,166,427,0.2710843373493976,300,350,SVXT.tsv
2,42,151,401,0.2781456953642384,350,400,SVXT.tsv
2,62,157,517,0.39490445859872614,400,450,SVXT.tsv
2,30,200,561,0.15,450,500,SVXT.tsv
2,7,191,496,0.03664921465968586,500,550,SVXT.tsv
2,8,173,459,0.046242774566473986,550,600,SVXT.tsv
2,17,149,417,0.11409395973154363,600,650,SVXT.tsv
2,21,174,497,0.1206896551724138,650,700,SVXT.tsv
2,28,149,462,0.18791946308724833,700,750,SVXT.tsv
2,20,182,439,0.10989010989010989,750,800,SVXT.tsv
2,56,155,443,0.36129032258064514,800,850,SVXT.tsv
2,26,122,256,0.21311475409836064,850,900,SVXT.tsv
2,43,157,362,0.27388535031847133,900,950,SVXT.tsv
2,43,155,419,0.27741935483870966,950,1000,SVXT.tsv
2,45,159,364,0.2830188679245283,1000,1050,SVXT.tsv
2,41,142,327,0.2887323943661972,1050,1100,SVXT.tsv
2,42,156,352,0.2692307692307692,1100,1150,SVXT.tsv
2,32,133,270,0.24060150375939848,1150,1200,SVXT.tsv
2,55,170,410,0.3235294117647059,1200,1250,SVXT.tsv
2,13,71,130,0.18309859154929578,1250,1263,SVXT.tsv
