speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,56,161,422,0.34782608695652173,0,50,SP3Q.tsv
2,63,176,700,0.35795454545454547,50,100,SP3Q.tsv
2,64,241,826,0.26556016597510373,100,150,SP3Q.tsv
2,60,239,824,0.2510460251046025,150,200,SP3Q.tsv
2,56,191,584,0.2931937172774869,200,250,SP3Q.tsv
2,64,186,635,0.34408602150537637,250,300,SP3Q.tsv
2,48,181,545,0.26519337016574585,300,350,SP3Q.tsv
2,55,205,613,0.2682926829268293,350,400,SP3Q.tsv
2,46,143,496,0.32167832167832167,400,450,SP3Q.tsv
2,58,158,469,0.3670886075949367,450,500,SP3Q.tsv
2,55,155,487,0.3548387096774194,500,550,SP3Q.tsv
2,44,152,387,0.2894736842105263,550,600,SP3Q.tsv
2,61,219,740,0.2785388127853881,600,650,SP3Q.tsv
2,36,181,451,0.19889502762430938,650,700,SP3Q.tsv
2,43,186,452,0.23118279569892472,700,750,SP3Q.tsv
2,29,142,322,0.20422535211267606,750,800,SP3Q.tsv
2,55,175,545,0.3142857142857143,800,850,SP3Q.tsv
2,48,177,486,0.2711864406779661,850,900,SP3Q.tsv
2,50,186,437,0.26881720430107525,900,950,SP3Q.tsv
2,53,174,440,0.3045977011494253,950,1000,SP3Q.tsv
2,54,168,472,0.32142857142857145,1000,1050,SP3Q.tsv
2,11,56,88,0.19642857142857142,1050,1065,SP3Q.tsv
