speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,speaker4,speaker4_token_number,speaker4_expression_token_number,speaker4_expression_number,speaker4_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,begin,end,file
S0104,223,108,96,0.484304932735426,S0167,52,22,16,0.4230769230769231,S0176,101,14,13,0.13861386138613863,S0185,61,21,13,0.3442622950819672,437,165,0.37757437070938216,138,0,50,S7DR.tsv
S0104,101,70,59,0.693069306930693,S0167,63,37,34,0.5873015873015873,S0176,137,109,94,0.7956204379562044,S0185,113,74,69,0.6548672566371682,414,290,0.7004830917874396,256,50,100,S7DR.tsv
S0104,143,96,79,0.6713286713286714,S0167,61,39,32,0.639344262295082,S0176,116,85,70,0.7327586206896551,S0185,70,55,47,0.7857142857142857,390,275,0.7051282051282052,228,100,150,S7DR.tsv
S0104,102,78,62,0.7647058823529411,S0167,76,53,36,0.6973684210526315,S0176,63,44,34,0.6984126984126984,S0185,68,49,34,0.7205882352941176,309,224,0.7249190938511327,166,150,200,S7DR.tsv
S0104,262,182,148,0.6946564885496184,S0167,70,52,40,0.7428571428571429,S0176,50,40,32,0.8,S0185,54,40,29,0.7407407407407407,436,314,0.7201834862385321,249,200,250,S7DR.tsv
S0104,85,64,47,0.7529411764705882,S0167,9,6,6,0.6666666666666666,S0176,64,54,41,0.84375,S0185,109,87,66,0.7981651376146789,267,211,0.7902621722846442,160,250,300,S7DR.tsv
S0104,299,236,187,0.7892976588628763,S0167,41,34,29,0.8292682926829268,S0176,61,56,38,0.9180327868852459,S0185,43,36,27,0.8372093023255814,444,362,0.8153153153153153,281,300,350,S7DR.tsv
S0104,56,54,36,0.9642857142857143,S0167,8,7,6,0.875,S0176,187,161,110,0.8609625668449198,S0185,89,74,56,0.8314606741573034,340,296,0.8705882352941177,208,350,400,S7DR.tsv
S0104,65,58,43,0.8923076923076924,S0167,43,40,30,0.9302325581395349,S0176,128,117,91,0.9140625,S0185,58,47,36,0.8103448275862069,294,262,0.891156462585034,200,400,450,S7DR.tsv
S0104,167,136,100,0.8143712574850299,S0167,62,54,38,0.8709677419354839,S0176,59,49,34,0.8305084745762712,S0185,65,49,34,0.7538461538461538,353,288,0.8158640226628895,206,450,500,S7DR.tsv
S0104,47,40,32,0.851063829787234,S0167,41,33,25,0.8048780487804879,S0176,83,74,54,0.891566265060241,S0185,166,139,101,0.8373493975903614,337,286,0.8486646884272997,212,500,550,S7DR.tsv
S0104,103,85,65,0.8252427184466019,S0167,228,178,127,0.7807017543859649,S0176,20,20,14,1.0,S0185,54,47,35,0.8703703703703703,405,330,0.8148148148148148,241,550,600,S7DR.tsv
S0104,188,162,111,0.8617021276595744,S0167,23,20,16,0.8695652173913043,S0176,58,53,38,0.9137931034482759,S0185,65,53,34,0.8153846153846154,334,288,0.8622754491017964,199,600,650,S7DR.tsv
S0104,126,100,74,0.7936507936507936,S0167,4,2,2,0.5,S0176,32,24,19,0.75,S0185,132,111,75,0.8409090909090909,294,237,0.8061224489795918,170,650,700,S7DR.tsv
S0104,117,101,61,0.8632478632478633,S0167,7,7,6,1.0,S0176,76,65,44,0.8552631578947368,S0185,57,52,42,0.9122807017543859,257,225,0.8754863813229572,153,700,750,S7DR.tsv
S0104,319,273,198,0.8557993730407524,S0167,75,66,46,0.88,S0176,35,31,24,0.8857142857142857,S0185,31,25,18,0.8064516129032258,460,395,0.8586956521739131,286,750,800,S7DR.tsv
S0104,159,142,100,0.8930817610062893,S0167,151,127,90,0.8410596026490066,S0176,84,74,50,0.8809523809523809,S0185,64,56,43,0.875,458,399,0.87117903930131,283,800,850,S7DR.tsv
S0104,151,129,90,0.8543046357615894,S0167,140,121,89,0.8642857142857143,S0176,33,22,15,0.6666666666666666,S0185,92,79,54,0.8586956521739131,416,351,0.84375,248,850,900,S7DR.tsv
S0104,65,52,43,0.8,S0167,96,73,51,0.7604166666666666,S0176,95,91,60,0.9578947368421052,S0185,102,90,59,0.8823529411764706,358,306,0.8547486033519553,213,900,950,S7DR.tsv
S0104,111,90,61,0.8108108108108109,S0167,39,32,20,0.8205128205128205,S0176,122,112,70,0.9180327868852459,S0185,100,89,64,0.89,372,323,0.8682795698924731,215,950,1000,S7DR.tsv
S0104,392,319,224,0.8137755102040817,S0167,44,38,20,0.8636363636363636,S0176,39,37,25,0.9487179487179487,S0185,13,13,8,1.0,488,407,0.8340163934426229,277,1000,1043,S7DR.tsv
