speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,108,178,467,0.20224719101123595,54,54,0,0,50,SN2R.tsv
3,192,274,937,0.23357664233576642,96,96,0,0,100,SN2R.tsv
3,317,336,1339,0.314484126984127,135,116,66,0,150,SN2R.tsv
3,403,395,1771,0.340084388185654,167,140,96,0,200,SN2R.tsv
3,472,459,2158,0.3427741466957153,186,169,117,0,250,SN2R.tsv
3,567,543,2657,0.34806629834254144,214,200,153,0,300,SN2R.tsv
3,628,619,3193,0.33817985998922995,229,226,173,0,350,SN2R.tsv
3,702,728,3779,0.32142857142857145,237,256,209,0,400,SN2R.tsv
3,767,804,4366,0.3179933665008292,255,282,230,0,450,SN2R.tsv
3,771,812,4437,0.31650246305418717,256,282,233,0,460,SN2R.tsv
