speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,117,194,574,0.20103092783505155,46,28,43,0,50,SRX4.tsv
3,193,235,802,0.27375886524822696,69,62,62,0,100,SRX4.tsv
3,243,284,1058,0.2852112676056338,90,76,77,0,150,SRX4.tsv
3,286,349,1426,0.2731614135625597,107,86,93,0,200,SRX4.tsv
3,388,422,1918,0.30647709320695105,151,99,138,0,250,SRX4.tsv
3,427,455,2188,0.3128205128205128,167,109,151,0,300,SRX4.tsv
3,476,496,2532,0.31989247311827956,185,125,166,0,350,SRX4.tsv
3,529,541,2868,0.325939617991374,205,140,184,0,400,SRX4.tsv
3,590,611,3447,0.32187670485542824,230,151,209,0,450,SRX4.tsv
3,632,683,4035,0.3084431429965837,245,159,228,0,500,SRX4.tsv
3,693,727,4387,0.3177441540577717,266,174,253,0,550,SRX4.tsv
3,742,785,4832,0.31507430997876856,288,185,269,0,600,SRX4.tsv
3,774,837,5237,0.30824372759856633,304,186,284,0,650,SRX4.tsv
3,822,866,5623,0.3163972286374134,323,197,302,0,700,SRX4.tsv
3,870,899,5983,0.3225806451612903,337,213,320,0,750,SRX4.tsv
3,904,930,6369,0.3240143369175627,350,224,330,0,800,SRX4.tsv
3,904,932,6411,0.32331902718168815,350,224,330,0,809,SRX4.tsv
