speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,117,164,418,0.23780487804878048,43,36,38,0,50,SHHU.tsv
3,180,229,688,0.26200873362445415,63,54,63,0,100,SHHU.tsv
3,249,278,1006,0.29856115107913667,88,80,81,0,150,SHHU.tsv
3,324,347,1490,0.3112391930835735,114,99,111,0,200,SHHU.tsv
3,390,406,1861,0.32019704433497537,143,116,131,0,250,SHHU.tsv
3,432,446,2179,0.32286995515695066,160,128,144,0,300,SHHU.tsv
3,475,501,2480,0.31603459747172324,171,147,157,0,350,SHHU.tsv
3,512,545,2734,0.3131498470948012,186,154,172,0,400,SHHU.tsv
3,567,592,3116,0.31925675675675674,206,165,196,0,450,SHHU.tsv
3,598,626,3318,0.3184238551650692,222,168,208,0,484,SHHU.tsv
