speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,112,219,572,0.1704718417047184,56,56,0,0,50,SKCY.tsv
3,176,312,962,0.18803418803418803,88,88,0,0,100,SKCY.tsv
3,256,413,1476,0.2066182405165456,128,128,0,0,150,SKCY.tsv
3,288,485,1957,0.1979381443298969,144,144,0,0,200,SKCY.tsv
3,328,553,2513,0.19770946353224833,164,164,0,0,250,SKCY.tsv
3,390,624,3026,0.20833333333333334,195,195,0,0,300,SKCY.tsv
3,444,668,3477,0.2215568862275449,222,222,0,0,350,SKCY.tsv
3,488,707,3870,0.23008015087223008,244,244,0,0,400,SKCY.tsv
3,540,759,4426,0.23715415019762845,262,264,14,0,450,SKCY.tsv
3,575,802,4920,0.23898586866167915,275,277,23,0,500,SKCY.tsv
3,615,836,5393,0.2452153110047847,295,297,23,0,550,SKCY.tsv
3,647,880,5848,0.24507575757575759,307,310,30,0,600,SKCY.tsv
3,704,912,6430,0.2573099415204678,324,325,55,0,650,SKCY.tsv
3,734,954,6816,0.2564640111809923,329,330,75,0,700,SKCY.tsv
3,807,987,7252,0.2725430597771023,344,345,118,0,750,SKCY.tsv
3,850,1005,7596,0.28192371475953565,359,359,132,0,800,SKCY.tsv
3,883,1034,7927,0.2846550612508059,370,371,142,0,850,SKCY.tsv
3,918,1059,8236,0.28895184135977336,380,382,156,0,900,SKCY.tsv
3,975,1102,8695,0.29491833030852993,398,401,176,0,950,SKCY.tsv
3,1050,1160,9195,0.3017241379310345,415,415,220,0,1000,SKCY.tsv
3,1114,1215,9734,0.3056241426611797,428,434,252,0,1050,SKCY.tsv
3,1175,1249,10226,0.3135842006938884,443,444,288,0,1100,SKCY.tsv
3,1206,1285,10673,0.31284046692607004,457,456,293,0,1150,SKCY.tsv
3,1231,1309,11093,0.31347084288260757,468,468,295,0,1195,SKCY.tsv
