speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,104,163,389,0.21267893660531698,47,39,18,0,50,SQ2L.tsv
3,236,257,848,0.30609597924773024,97,71,68,0,100,SQ2L.tsv
3,315,311,1238,0.33762057877813506,118,98,99,0,150,SQ2L.tsv
3,370,360,1652,0.3425925925925926,131,119,120,0,200,SQ2L.tsv
3,445,427,2080,0.3473848555815769,154,150,141,0,250,SQ2L.tsv
3,490,472,2397,0.346045197740113,168,164,158,0,300,SQ2L.tsv
3,542,518,2827,0.3487773487773488,183,184,175,0,350,SQ2L.tsv
3,577,557,3253,0.3453022142429683,194,196,187,0,400,SQ2L.tsv
3,619,606,3683,0.3404840484048405,210,216,193,0,450,SQ2L.tsv
3,682,649,4297,0.3502824858757062,232,239,211,0,500,SQ2L.tsv
3,757,696,4860,0.3625478927203065,263,271,223,0,550,SQ2L.tsv
3,757,699,4880,0.3609918931807344,263,271,223,0,553,SQ2L.tsv
