speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,92,178,481,0.17228464419475656,21,38,33,0,50,SDXW.tsv
3,139,254,866,0.18241469816272965,30,57,52,0,100,SDXW.tsv
3,191,337,1316,0.18892185954500496,44,79,68,0,150,SDXW.tsv
3,216,388,1698,0.18556701030927836,50,89,77,0,200,SDXW.tsv
3,294,444,2162,0.22072072072072071,67,120,107,0,250,SDXW.tsv
3,328,466,2535,0.23462088698140202,76,132,120,0,300,SDXW.tsv
3,361,491,2850,0.24507807196198234,76,147,138,0,350,SDXW.tsv
3,383,523,3145,0.24410452517527087,82,154,147,0,400,SDXW.tsv
3,416,553,3490,0.25075346594333936,89,168,159,0,450,SDXW.tsv
3,464,575,3766,0.2689855072463768,108,183,173,0,500,SDXW.tsv
3,491,606,4092,0.2700770077007701,114,194,183,0,550,SDXW.tsv
3,528,629,4367,0.27980922098569155,117,210,201,0,600,SDXW.tsv
3,553,655,4577,0.28142493638676847,122,220,211,0,650,SDXW.tsv
3,574,691,4866,0.2768933912204534,124,231,219,0,700,SDXW.tsv
3,611,723,5202,0.28169663439372983,128,249,234,0,750,SDXW.tsv
3,633,758,5510,0.2783641160949868,134,257,242,0,800,SDXW.tsv
3,648,777,5805,0.277992277992278,136,263,249,0,850,SDXW.tsv
3,684,810,6231,0.2814814814814815,141,279,264,0,900,SDXW.tsv
3,701,835,6548,0.27984031936127746,149,285,267,0,950,SDXW.tsv
3,722,870,6928,0.27662835249042145,151,294,277,0,1000,SDXW.tsv
3,743,906,7315,0.2733627667402502,153,304,286,0,1050,SDXW.tsv
3,770,937,7552,0.27392387050871575,154,316,300,0,1100,SDXW.tsv
3,793,962,7858,0.2747747747747748,154,327,312,0,1150,SDXW.tsv
3,810,997,8345,0.2708124373119358,156,335,319,0,1200,SDXW.tsv
3,827,1027,8830,0.26841934436871145,157,343,327,0,1250,SDXW.tsv
3,859,1068,9370,0.2681023720349563,159,359,341,0,1300,SDXW.tsv
3,878,1092,9778,0.268009768009768,162,368,348,0,1350,SDXW.tsv
3,887,1121,10181,0.263752601843592,166,371,350,0,1400,SDXW.tsv
3,907,1160,10645,0.260632183908046,172,379,356,0,1450,SDXW.tsv
3,919,1178,10997,0.2600452744765139,177,384,358,0,1500,SDXW.tsv
3,928,1223,11609,0.252929953665849,181,388,359,0,1550,SDXW.tsv
3,943,1247,11990,0.252071638599305,187,394,362,0,1600,SDXW.tsv
3,966,1259,12309,0.255758538522637,196,403,367,0,1650,SDXW.tsv
3,978,1280,12765,0.2546875,198,408,372,0,1700,SDXW.tsv
3,992,1312,13283,0.25203252032520324,205,412,375,0,1750,SDXW.tsv
3,1004,1332,13690,0.25125125125125125,210,415,379,0,1800,SDXW.tsv
3,1021,1349,13945,0.2522856436866815,216,421,384,0,1850,SDXW.tsv
3,1055,1357,14261,0.25915008597396216,235,432,388,0,1900,SDXW.tsv
3,1084,1371,14579,0.2635545830294189,250,438,396,0,1950,SDXW.tsv
3,1120,1386,14876,0.26936026936026936,260,451,409,0,2000,SDXW.tsv
3,1140,1401,15163,0.27123483226266953,269,458,413,0,2050,SDXW.tsv
3,1153,1412,15424,0.27219074598678,270,463,420,0,2100,SDXW.tsv
3,1175,1434,15782,0.2731287773128777,270,473,432,0,2150,SDXW.tsv
3,1185,1437,15913,0.27487821851078637,273,477,435,0,2165,SDXW.tsv
