speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,speaker4,speaker4_token_number,speaker4_expression_token_number,speaker4_expression_number,speaker4_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,begin,end,file
S0416,14,3,3,0.21428571428571427,S0417,148,33,30,0.22297297297297297,S0415,74,13,12,0.17567567567567569,S0418,92,7,7,0.07608695652173914,328,56,0.17073170731707318,52,0,50,S6H4.tsv
S0416,23,16,12,0.6956521739130435,S0417,42,12,12,0.2857142857142857,S0415,53,22,19,0.41509433962264153,S0418,86,8,8,0.09302325581395349,204,58,0.28431372549019607,51,50,100,S6H4.tsv
S0416,43,19,17,0.4418604651162791,S0417,79,47,41,0.5949367088607594,S0415,58,34,27,0.5862068965517241,S0418,45,20,18,0.4444444444444444,225,120,0.5333333333333333,103,100,150,S6H4.tsv
S0416,48,37,33,0.7708333333333334,S0417,95,60,50,0.631578947368421,S0415,199,127,109,0.6381909547738693,S0418,35,10,10,0.2857142857142857,377,234,0.6206896551724138,202,150,197,S6H4.tsv
