Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
go,1,8,"[0, 2, 8, 17, 159, 190, 191, 192, 296, 319, 320, 341, 356, 359, 390, 434, 447, 449, 480, 516, 556, 569]",SA9P.tsv
no,1,14,"[0, 14, 36, 40, 62, 91, 116, 126, 133, 134, 137, 144, 155, 159, 187, 195, 226, 262, 264, 275, 278, 310, 316, 317, 327, 340, 363, 388, 438, 444, 462, 484, 525, 526, 536, 565, 568]",SA9P.tsv
oh,1,11,"[0, 11, 29, 51, 88, 105, 115, 116, 121, 158, 159, 161, 193, 197, 215, 218, 223, 234, 246, 256, 287, 305, 313, 316, 325, 338, 343, 354, 359, 363, 375, 388, 418, 420, 435, 438, 442, 456, 459, 495, 499, 504, 505, 531, 548, 553, 568]",SA9P.tsv
i'm,1,62,"[0, 62, 75, 105, 131, 160, 219, 238, 296, 439, 444, 473, 533, 535, 542]",SA9P.tsv
and,1,23,"[0, 2, 23, 172, 185, 199, 230, 258, 260, 274, 291, 325, 329, 336, 342, 344, 348, 349, 350, 378, 401, 405, 407, 413, 422, 424, 428, 435, 451, 469, 489, 507, 508, 510, 513, 515, 516, 549, 569]",SA9P.tsv
i've,1,15,"[0, 15, 47, 148, 227, 283, 367, 374, 484, 503, 556, 565]",SA9P.tsv
at,1,296,"[0, 221, 296, 333, 334, 384, 407, 528, 569]",SA9P.tsv
do,1,6,"[2, 6, 25, 53, 101, 117, 119, 123, 145, 148, 154, 161, 176, 200, 201, 230, 237, 239, 242, 269, 270, 271, 276, 283, 308, 318, 321, 322, 329, 339, 395, 398, 405, 406, 408, 409, 410, 413, 415, 418, 422, 426, 428, 430, 437, 438, 444, 461, 472, 473, 527, 528, 559, 566, 568, 569]",SA9P.tsv
gonna,1,4,"[3, 4, 56, 131, 143, 157, 160, 219, 238, 372, 441, 454, 542, 550, 554]",SA9P.tsv
this,1,7,"[3, 6, 7, 47, 154, 155, 228, 291, 314, 339, 341, 342, 344, 403, 424, 454, 472, 508, 544, 568]",SA9P.tsv
be,1,9,"[3, 8, 9, 11, 13, 17, 23, 26, 34, 35, 64, 67, 69, 75, 81, 83, 84, 85, 89, 101, 102, 105, 107, 109, 111, 119, 120, 124, 125, 147, 149, 154, 157, 160, 170, 171, 179, 183, 185, 187, 201, 228, 240, 248, 250, 259, 264, 276, 291, 307, 318, 327, 331, 336, 341, 347, 353, 354, 357, 359, 360, 372, 381, 403, 407, 413, 421, 422, 424, 425, 430, 434, 435, 436, 440, 441, 444, 452, 454, 457, 463, 467, 469, 477, 478, 480, 483, 484, 488, 497, 505, 507, 508, 512, 513, 519, 521, 523, 524, 535, 540, 547, 549, 552, 553, 567, 569, 572]",SA9P.tsv
have,1,9,"[6, 9, 15, 25, 87, 147, 194, 226, 238, 260, 291, 314, 316, 342, 346, 347, 356, 373, 378, 380, 407, 413, 444, 508, 526, 544, 568, 569]",SA9P.tsv
nice,1,51,"[9, 51, 52, 209, 342, 423]",SA9P.tsv
to,1,18,"[6, 17, 18, 23, 25, 28, 57, 64, 79, 147, 148, 152, 176, 218, 223, 228, 238, 271, 276, 283, 290, 296, 318, 342, 344, 345, 347, 353, 356, 368, 369, 370, 413, 424, 425, 426, 428, 444, 467, 469, 481, 491, 544, 556]",SA9P.tsv
the,1,23,"[18, 23, 27, 30, 35, 42, 47, 49, 69, 79, 101, 111, 147, 157, 170, 172, 174, 175, 179, 185, 221, 228, 257, 273, 275, 311, 312, 318, 321, 322, 325, 329, 331, 336, 347, 348, 353, 363, 385, 386, 407, 417, 424, 430, 434, 436, 473, 477, 484, 485, 497, 500, 501, 510, 512, 513, 518, 561, 573]",SA9P.tsv
on,1,67,"[18, 28, 67, 148, 175, 228, 250, 257, 282, 319, 320, 341, 366, 386, 419, 434, 459, 480, 493, 566, 573]",SA9P.tsv
or,1,124,"[18, 124, 129, 237, 257, 298, 307, 374, 408, 428, 430, 449, 521, 571]",SA9P.tsv
yeah,1,20,"[1, 20, 52, 54, 65, 66, 77, 79, 85, 88, 97, 110, 153, 176, 178, 181, 204, 215, 217, 229, 236, 246, 271, 276, 278, 287, 289, 301, 305, 325, 330, 332, 334, 351, 352, 355, 360, 367, 373, 387, 391, 393, 399, 401, 413, 414, 416, 433, 438, 439, 448, 452, 453, 455, 457, 465, 468, 471, 479, 487, 490, 492, 506, 508, 514, 516, 517, 520, 533, 536, 542, 547, 563, 572]",SA9P.tsv
it's,1,20,"[10, 20, 28, 39, 47, 49, 52, 63, 69, 78, 114, 137, 143, 187, 192, 216, 217, 218, 243, 247, 290, 312, 361, 364, 386, 404, 425, 454, 485, 486, 489, 495, 504, 552, 553, 572]",SA9P.tsv
but,1,28,"[20, 28, 58, 59, 62, 175, 217, 271, 283, 295, 314, 346, 347, 370, 378, 413, 438, 449, 454, 484, 488, 491, 495, 533, 535]",SA9P.tsv
two,1,260,"[24, 257, 260, 269, 288, 401, 459]",SA9P.tsv
you,1,27,"[6, 12, 13, 25, 26, 27, 57, 62, 79, 87, 96, 97, 98, 101, 117, 122, 131, 142, 156, 159, 161, 174, 176, 182, 194, 201, 203, 205, 212, 218, 220, 223, 226, 230, 235, 243, 245, 250, 260, 269, 271, 276, 308, 314, 316, 318, 321, 323, 339, 342, 357, 366, 378, 380, 381, 398, 406, 408, 410, 412, 413, 418, 424, 428, 430, 434, 437, 444, 447, 449, 455, 461, 464, 469, 475, 478, 498, 510, 516, 524, 526, 528, 535, 544, 547, 566, 568]",SA9P.tsv
r,1,28,"[27, 28, 31, 45, 239, 249, 307, 378]",SA9P.tsv
you can,2,87,"[27, 87, 96, 97, 98, 203, 205, 230, 243, 314, 366, 444, 566]",SA9P.tsv
can,1,49,"[27, 49, 83, 87, 96, 97, 98, 101, 142, 194, 203, 205, 211, 230, 243, 275, 291, 308, 314, 316, 323, 355, 366, 438, 444, 453, 455, 536, 544, 566]",SA9P.tsv
come,1,175,"[27, 175, 200, 282, 353, 459, 472, 508, 566]",SA9P.tsv
a,1,33,"[13, 14, 33, 45, 53, 69, 78, 79, 83, 84, 97, 101, 109, 128, 148, 152, 182, 205, 228, 240, 248, 253, 259, 260, 264, 282, 285, 290, 296, 312, 314, 315, 318, 336, 344, 345, 358, 360, 373, 378, 385, 400, 401, 406, 407, 413, 422, 423, 424, 444, 456, 461, 465, 469, 481, 512, 521, 525, 535, 537, 544, 550, 558, 565, 566, 568, 571, 573]",SA9P.tsv
