speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,50,217,494,0.2304147465437788,0,50,S94U.tsv
2,87,378,1229,0.23015873015873015,0,100,S94U.tsv
2,112,445,1634,0.251685393258427,0,150,S94U.tsv
2,153,495,2049,0.3090909090909091,0,200,S94U.tsv
2,172,574,2545,0.29965156794425085,0,250,S94U.tsv
2,186,670,3104,0.27761194029850744,0,300,S94U.tsv
2,217,722,3572,0.30055401662049863,0,350,S94U.tsv
2,238,768,4051,0.3098958333333333,0,400,S94U.tsv
2,258,823,4553,0.3134872417982989,0,450,S94U.tsv
2,284,889,5193,0.3194600674915636,0,500,S94U.tsv
2,309,955,5890,0.32356020942408376,0,550,S94U.tsv
2,341,1019,6588,0.33464180569185475,0,600,S94U.tsv
2,358,1071,7085,0.33426704014939307,0,650,S94U.tsv
2,360,1077,7141,0.3342618384401114,0,657,S94U.tsv
