speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,57,187,561,0.3048128342245989,0,50,SRD5.tsv
2,109,355,1532,0.30704225352112674,0,100,SRD5.tsv
2,143,476,2229,0.3004201680672269,0,150,SRD5.tsv
2,190,579,3072,0.3281519861830743,0,200,SRD5.tsv
2,220,680,3833,0.3235294117647059,0,250,SRD5.tsv
2,248,761,4462,0.32588699080157685,0,300,SRD5.tsv
2,277,831,5112,0.3333333333333333,0,350,SRD5.tsv
2,306,923,6056,0.3315276273022752,0,400,SRD5.tsv
2,339,1005,6796,0.3373134328358209,0,450,SRD5.tsv
2,362,1070,7511,0.3383177570093458,0,500,SRD5.tsv
2,390,1142,8605,0.3415061295971979,0,550,SRD5.tsv
2,413,1190,9219,0.34705882352941175,0,600,SRD5.tsv
2,442,1227,9768,0.3602281988590057,0,650,SRD5.tsv
2,456,1275,10444,0.35764705882352943,0,700,SRD5.tsv
2,475,1316,11166,0.3609422492401216,0,750,SRD5.tsv
2,493,1361,11998,0.36223365172667155,0,800,SRD5.tsv
2,494,1367,12091,0.36137527432333577,0,812,SRD5.tsv
