speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,42,171,470,0.24561403508771928,0,50,SAHB.tsv
2,71,251,821,0.28286852589641437,0,100,SAHB.tsv
2,93,309,1104,0.30097087378640774,0,150,SAHB.tsv
2,127,376,1548,0.3377659574468085,0,200,SAHB.tsv
2,155,445,2039,0.34831460674157305,0,250,SAHB.tsv
2,173,511,2470,0.3385518590998043,0,300,SAHB.tsv
2,186,552,2901,0.33695652173913043,0,350,SAHB.tsv
2,203,603,3324,0.33665008291873966,0,400,SAHB.tsv
2,228,639,3715,0.3568075117370892,0,450,SAHB.tsv
2,252,698,4293,0.36103151862464183,0,500,SAHB.tsv
2,268,744,4767,0.3602150537634409,0,550,SAHB.tsv
2,283,769,5161,0.3680104031209363,0,600,SAHB.tsv
2,301,813,5597,0.37023370233702335,0,650,SAHB.tsv
2,324,878,6209,0.3690205011389522,0,700,SAHB.tsv
2,333,923,6704,0.3607800650054171,0,750,SAHB.tsv
2,339,939,6901,0.3610223642172524,0,768,SAHB.tsv
