speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,36,155,443,0.23225806451612904,0,50,SUNM.tsv
2,86,243,886,0.35390946502057613,0,100,SUNM.tsv
2,110,302,1282,0.36423841059602646,0,150,SUNM.tsv
2,145,376,1828,0.38563829787234044,0,200,SUNM.tsv
2,164,422,2240,0.3886255924170616,0,250,SUNM.tsv
2,186,479,2675,0.3883089770354906,0,300,SUNM.tsv
2,213,529,3137,0.40264650283553877,0,350,SUNM.tsv
2,230,589,3714,0.3904923599320883,0,400,SUNM.tsv
2,244,628,4169,0.3885350318471338,0,450,SUNM.tsv
2,257,654,4534,0.3929663608562691,0,500,SUNM.tsv
2,275,694,5087,0.3962536023054755,0,550,SUNM.tsv
2,290,743,5648,0.39030955585464333,0,600,SUNM.tsv
2,307,763,6000,0.40235910878112713,0,650,SUNM.tsv
2,323,793,6382,0.4073139974779319,0,700,SUNM.tsv
2,334,816,6700,0.40931372549019607,0,750,SUNM.tsv
2,365,917,7734,0.3980370774263904,0,800,SUNM.tsv
2,385,988,8740,0.3896761133603239,0,850,SUNM.tsv
2,396,1022,9204,0.38747553816046965,0,900,SUNM.tsv
2,406,1046,9618,0.3881453154875717,0,950,SUNM.tsv
2,418,1072,10089,0.38992537313432835,0,1000,SUNM.tsv
2,433,1112,10628,0.3893884892086331,0,1050,SUNM.tsv
2,449,1132,11112,0.39664310954063603,0,1100,SUNM.tsv
2,459,1164,11548,0.3943298969072165,0,1150,SUNM.tsv
2,465,1187,11935,0.3917438921651222,0,1200,SUNM.tsv
2,474,1205,12304,0.3933609958506224,0,1250,SUNM.tsv
2,486,1233,12732,0.39416058394160586,0,1300,SUNM.tsv
2,505,1257,13327,0.4017501988862371,0,1350,SUNM.tsv
2,517,1272,13926,0.40644654088050314,0,1400,SUNM.tsv
2,530,1285,14347,0.41245136186770426,0,1450,SUNM.tsv
2,542,1328,15363,0.40813253012048195,0,1500,SUNM.tsv
2,555,1345,15812,0.41263940520446096,0,1550,SUNM.tsv
2,562,1369,16372,0.41051862673484296,0,1600,SUNM.tsv
2,574,1404,17101,0.40883190883190884,0,1650,SUNM.tsv
2,582,1419,17618,0.41014799154334036,0,1700,SUNM.tsv
2,596,1434,18038,0.41562064156206413,0,1750,SUNM.tsv
2,604,1449,18388,0.4168391994478951,0,1800,SUNM.tsv
2,609,1462,18761,0.4165526675786594,0,1850,SUNM.tsv
2,617,1491,19256,0.4138162307176392,0,1900,SUNM.tsv
2,628,1521,19991,0.4128862590401052,0,1950,SUNM.tsv
2,640,1542,20629,0.4150453955901427,0,2000,SUNM.tsv
2,648,1561,21086,0.4151185137732223,0,2050,SUNM.tsv
2,657,1576,21555,0.4168781725888325,0,2100,SUNM.tsv
2,660,1586,21920,0.416141235813367,0,2150,SUNM.tsv
2,668,1606,22586,0.41594022415940224,0,2200,SUNM.tsv
2,674,1622,23164,0.4155363748458693,0,2250,SUNM.tsv
2,680,1631,23553,0.4169221336603311,0,2300,SUNM.tsv
2,694,1649,24087,0.4208611279563372,0,2350,SUNM.tsv
2,701,1659,24431,0.42254370102471367,0,2400,SUNM.tsv
2,705,1670,24781,0.4221556886227545,0,2450,SUNM.tsv
2,709,1691,25270,0.41927853341218213,0,2500,SUNM.tsv
2,715,1706,25782,0.4191090269636577,0,2550,SUNM.tsv
2,721,1722,26249,0.4186991869918699,0,2600,SUNM.tsv
2,730,1736,26608,0.4205069124423963,0,2650,SUNM.tsv
2,740,1761,27021,0.4202157864849517,0,2700,SUNM.tsv
2,747,1780,27647,0.4196629213483146,0,2750,SUNM.tsv
2,751,1794,28072,0.41861761426978816,0,2800,SUNM.tsv
2,762,1817,28591,0.4193725921849202,0,2850,SUNM.tsv
2,768,1827,29011,0.42036124794745483,0,2900,SUNM.tsv
2,777,1833,29475,0.4238952536824877,0,2950,SUNM.tsv
2,784,1846,29966,0.4247020585048754,0,3000,SUNM.tsv
2,795,1853,30420,0.4290339989206692,0,3050,SUNM.tsv
2,802,1857,30716,0.43187937533656434,0,3080,SUNM.tsv
