speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,28,203,653,0.13793103448275862,0,50,S9ER.tsv
2,90,299,1297,0.3010033444816054,0,100,S9ER.tsv
2,117,379,1787,0.3087071240105541,0,150,S9ER.tsv
2,150,431,2274,0.3480278422273782,0,200,S9ER.tsv
2,175,507,2789,0.34516765285996054,0,250,S9ER.tsv
2,198,577,3381,0.3431542461005199,0,300,S9ER.tsv
2,216,627,3967,0.3444976076555024,0,350,S9ER.tsv
2,242,653,4552,0.37059724349157736,0,400,S9ER.tsv
2,255,681,5023,0.3744493392070485,0,450,S9ER.tsv
2,269,741,5623,0.3630229419703104,0,500,S9ER.tsv
2,283,787,6359,0.3595933926302414,0,550,S9ER.tsv
2,317,835,7163,0.37964071856287424,0,600,S9ER.tsv
2,335,873,7790,0.3837342497136312,0,650,S9ER.tsv
2,356,911,8514,0.3907793633369923,0,700,S9ER.tsv
2,376,944,9167,0.3983050847457627,0,750,S9ER.tsv
2,393,980,9794,0.4010204081632653,0,800,S9ER.tsv
2,411,1012,10287,0.4061264822134387,0,850,S9ER.tsv
2,426,1057,10952,0.4030274361400189,0,900,S9ER.tsv
2,447,1105,11657,0.40452488687782806,0,950,S9ER.tsv
2,476,1157,12413,0.41140881590319794,0,1000,S9ER.tsv
2,482,1187,12873,0.4060657118786858,0,1050,S9ER.tsv
2,490,1200,13491,0.4083333333333333,0,1100,S9ER.tsv
2,504,1215,14029,0.4148148148148148,0,1150,S9ER.tsv
2,516,1242,14622,0.41545893719806765,0,1200,S9ER.tsv
2,528,1281,15526,0.41217798594847777,0,1250,S9ER.tsv
2,548,1319,16714,0.41546626231993933,0,1300,S9ER.tsv
2,556,1342,17255,0.4143070044709389,0,1343,S9ER.tsv
