speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,50,274,899,0.18248175182481752,0,50,SLDD.tsv
2,77,364,1395,0.21153846153846154,0,100,SLDD.tsv
2,117,433,1911,0.2702078521939954,0,150,SLDD.tsv
2,154,500,2454,0.308,0,200,SLDD.tsv
2,184,555,2872,0.33153153153153153,0,250,SLDD.tsv
2,215,606,3311,0.3547854785478548,0,300,SLDD.tsv
2,225,645,3631,0.3488372093023256,0,350,SLDD.tsv
2,239,676,4055,0.35355029585798814,0,400,SLDD.tsv
2,261,710,4439,0.3676056338028169,0,450,SLDD.tsv
2,268,767,4938,0.3494132985658409,0,500,SLDD.tsv
2,291,809,5377,0.35970333745364647,0,550,SLDD.tsv
2,323,874,5889,0.3695652173913043,0,600,SLDD.tsv
2,337,905,6238,0.3723756906077348,0,650,SLDD.tsv
2,368,948,6697,0.3881856540084388,0,700,SLDD.tsv
2,387,980,7106,0.3948979591836735,0,750,SLDD.tsv
2,400,1013,7481,0.39486673247778875,0,794,SLDD.tsv
