speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,106,143,350,0.24708624708624707,46,48,12,0,50,SH2P.tsv
3,167,237,708,0.2348804500703235,76,77,14,0,100,SH2P.tsv
3,232,297,1040,0.26038159371492703,109,108,15,0,150,SH2P.tsv
3,320,392,1686,0.272108843537415,152,149,19,0,200,SH2P.tsv
3,377,483,2286,0.26017943409247757,180,178,19,0,250,SH2P.tsv
3,436,554,2799,0.26233453670276774,209,208,19,0,300,SH2P.tsv
3,484,626,3301,0.2577209797657082,233,232,19,0,350,SH2P.tsv
3,543,709,3912,0.2552891396332863,262,261,20,0,400,SH2P.tsv
3,575,775,4487,0.24731182795698925,278,277,20,0,450,SH2P.tsv
3,599,802,4852,0.2489609310058188,290,289,20,0,500,SH2P.tsv
3,649,850,5312,0.25450980392156863,315,314,20,0,550,SH2P.tsv
3,673,885,5772,0.25348399246704334,327,326,20,0,600,SH2P.tsv
3,697,928,6208,0.25035919540229884,339,338,20,0,650,SH2P.tsv
3,723,976,6861,0.24692622950819673,352,351,20,0,700,SH2P.tsv
3,741,1003,7349,0.24626121635094717,361,360,20,0,750,SH2P.tsv
3,773,1044,7934,0.24680715197956576,377,376,20,0,800,SH2P.tsv
3,785,1086,8443,0.24094536525475752,383,382,20,0,850,SH2P.tsv
3,799,1117,8904,0.2384362876753208,390,389,20,0,900,SH2P.tsv
3,854,1162,9520,0.24497991967871485,409,409,36,0,950,SH2P.tsv
3,862,1168,9639,0.24600456621004566,410,410,42,0,962,SH2P.tsv
