speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,96,149,326,0.21476510067114093,33,37,26,0,50,S7GJ.tsv
3,200,243,694,0.27434842249657065,71,72,57,0,100,S7GJ.tsv
3,262,306,1032,0.28540305010893247,93,100,69,0,150,S7GJ.tsv
3,354,363,1454,0.325068870523416,118,131,105,0,200,S7GJ.tsv
3,404,424,1738,0.31761006289308175,129,149,126,0,250,S7GJ.tsv
3,466,481,2077,0.3229383229383229,143,171,152,0,300,S7GJ.tsv
3,493,530,2391,0.310062893081761,144,184,165,0,350,S7GJ.tsv
3,535,579,2714,0.3080023028209557,151,201,183,0,400,S7GJ.tsv
3,596,635,3091,0.31286089238845144,182,222,192,0,450,S7GJ.tsv
3,651,672,3404,0.3229166666666667,209,238,204,0,500,S7GJ.tsv
3,707,736,4169,0.32019927536231885,229,264,214,0,550,S7GJ.tsv
3,735,770,4639,0.3181818181818182,238,274,223,0,600,S7GJ.tsv
3,793,801,5113,0.33000416146483563,269,292,232,0,650,S7GJ.tsv
3,849,841,5691,0.33650416171224734,287,317,245,0,700,S7GJ.tsv
3,910,879,6072,0.3450891164201744,303,336,271,0,750,S7GJ.tsv
3,960,919,6533,0.3482045701849837,317,355,288,0,800,S7GJ.tsv
3,1005,957,6957,0.3500522466039707,322,368,315,0,850,S7GJ.tsv
3,1050,981,7241,0.3567787971457696,337,380,333,0,900,S7GJ.tsv
3,1092,1011,7587,0.3600395647873393,353,391,348,0,950,S7GJ.tsv
3,1114,1029,7854,0.3608681567865241,363,396,355,0,1000,S7GJ.tsv
3,1136,1052,8152,0.35994930291508237,372,402,362,0,1050,S7GJ.tsv
3,1152,1076,8409,0.35687732342007433,377,408,367,0,1100,S7GJ.tsv
3,1179,1099,8717,0.3575978161965423,386,418,375,0,1150,S7GJ.tsv
3,1202,1126,9027,0.3558318531675548,395,426,381,0,1200,S7GJ.tsv
3,1244,1153,9463,0.35964151488869617,412,440,392,0,1250,S7GJ.tsv
3,1296,1188,9828,0.36363636363636365,428,452,416,0,1300,S7GJ.tsv
3,1333,1212,10185,0.3666116611661166,437,464,432,0,1350,S7GJ.tsv
3,1362,1237,10464,0.3670169765561843,450,471,441,0,1400,S7GJ.tsv
3,1387,1263,10785,0.36605964634468197,456,480,451,0,1450,S7GJ.tsv
3,1425,1288,11148,0.3687888198757764,464,493,468,0,1500,S7GJ.tsv
3,1439,1307,11420,0.3669982147411375,467,499,473,0,1550,S7GJ.tsv
3,1481,1341,11767,0.368133233905046,488,510,483,0,1600,S7GJ.tsv
3,1513,1374,12159,0.3670548277535177,502,521,490,0,1650,S7GJ.tsv
3,1543,1414,12545,0.3637435172088637,516,528,499,0,1700,S7GJ.tsv
3,1577,1441,12945,0.36479296784640297,532,535,510,0,1750,S7GJ.tsv
3,1609,1479,13396,0.3626324092855533,541,548,520,0,1800,S7GJ.tsv
3,1632,1499,13740,0.3629086057371581,551,551,530,0,1850,S7GJ.tsv
3,1657,1521,14117,0.36313828621520927,564,559,534,0,1900,S7GJ.tsv
3,1678,1547,14511,0.36156000861883214,574,567,537,0,1950,S7GJ.tsv
3,1712,1576,14859,0.36209813874788493,587,582,543,0,2000,S7GJ.tsv
3,1729,1594,15108,0.3615641990798829,594,587,548,0,2050,S7GJ.tsv
3,1744,1627,15487,0.3573038311821348,602,592,550,0,2100,S7GJ.tsv
3,1760,1652,15885,0.35512510088781274,610,599,551,0,2150,S7GJ.tsv
3,1777,1673,16261,0.3540545925483164,617,607,553,0,2200,S7GJ.tsv
3,1800,1711,16562,0.3506721215663355,627,616,557,0,2250,S7GJ.tsv
3,1818,1725,16815,0.35130434782608694,637,622,559,0,2300,S7GJ.tsv
3,1847,1745,17179,0.35281757402101244,651,635,561,0,2350,S7GJ.tsv
3,1865,1760,17591,0.35321969696969696,657,644,564,0,2400,S7GJ.tsv
3,1890,1773,17864,0.3553299492385787,669,655,566,0,2450,S7GJ.tsv
3,1907,1789,18239,0.35531954536985283,678,663,566,0,2500,S7GJ.tsv
3,1923,1810,18546,0.3541436464088398,686,671,566,0,2550,S7GJ.tsv
3,1941,1826,18898,0.3543263964950712,694,680,567,0,2600,S7GJ.tsv
3,1957,1842,19205,0.35414404632645674,701,687,569,0,2650,S7GJ.tsv
3,1972,1854,19503,0.35454872348076233,707,695,570,0,2700,S7GJ.tsv
3,1985,1877,19899,0.3525128751553898,712,701,572,0,2750,S7GJ.tsv
3,2019,1908,20274,0.3527253668763103,727,717,575,0,2800,S7GJ.tsv
3,2046,1927,20642,0.353918007265179,739,730,577,0,2850,S7GJ.tsv
3,2071,1947,21087,0.35456257490155796,752,740,579,0,2900,S7GJ.tsv
3,2092,1974,21443,0.35325903411009796,763,750,579,0,2950,S7GJ.tsv
3,2125,2016,22399,0.3513558201058201,774,768,583,0,3000,S7GJ.tsv
3,2150,2046,23144,0.35027696318018897,784,782,584,0,3050,S7GJ.tsv
3,2188,2068,23846,0.35267569310122504,802,800,586,0,3100,S7GJ.tsv
3,2199,2087,24172,0.3512218495448011,807,806,586,0,3150,S7GJ.tsv
3,2218,2107,24453,0.3508938459104572,816,813,589,0,3200,S7GJ.tsv
3,2243,2129,24878,0.35118208861750433,824,826,593,0,3250,S7GJ.tsv
3,2253,2148,25314,0.34962756052141525,829,830,594,0,3300,S7GJ.tsv
3,2267,2166,25714,0.34887657740843336,835,837,595,0,3350,S7GJ.tsv
3,2285,2201,26125,0.3460548235650462,846,844,595,0,3400,S7GJ.tsv
3,2309,2223,26754,0.34622881991303045,859,853,597,0,3450,S7GJ.tsv
3,2326,2258,27211,0.34337171538234423,868,861,597,0,3500,S7GJ.tsv
3,2355,2283,27766,0.34384581690757776,882,874,599,0,3550,S7GJ.tsv
3,2380,2305,28226,0.34417932031814896,895,886,599,0,3600,S7GJ.tsv
3,2413,2334,28789,0.34461582405027136,911,902,600,0,3650,S7GJ.tsv
3,2423,2350,29092,0.34368794326241137,915,907,601,0,3700,S7GJ.tsv
3,2437,2377,29464,0.3417473005188613,919,914,604,0,3750,S7GJ.tsv
3,2457,2393,29809,0.3422482239866277,927,923,607,0,3800,S7GJ.tsv
3,2479,2412,30167,0.3425925925925926,937,934,608,0,3850,S7GJ.tsv
3,2494,2425,30486,0.34281786941580755,944,942,608,0,3900,S7GJ.tsv
3,2513,2441,30865,0.34316536938413217,954,949,610,0,3950,S7GJ.tsv
3,2524,2452,31218,0.343121261555193,960,954,610,0,4000,S7GJ.tsv
3,2536,2458,31526,0.34391103878491996,966,960,610,0,4050,S7GJ.tsv
3,2550,2475,31906,0.3434343434343434,973,966,611,0,4100,S7GJ.tsv
3,2569,2494,32408,0.3433573910719059,979,977,613,0,4150,S7GJ.tsv
3,2585,2510,32790,0.3432934926958831,987,984,614,0,4200,S7GJ.tsv
3,2595,2523,33250,0.3428458184700753,993,988,614,0,4250,S7GJ.tsv
3,2620,2546,33672,0.3430217334380728,1005,999,616,0,4300,S7GJ.tsv
3,2642,2564,33997,0.34347373894955796,1017,1006,619,0,4350,S7GJ.tsv
3,2667,2583,34367,0.34417344173441733,1026,1015,626,0,4400,S7GJ.tsv
3,2683,2610,34778,0.3426564495530013,1033,1024,626,0,4450,S7GJ.tsv
3,2687,2613,34839,0.34277331292256663,1034,1026,627,0,4461,S7GJ.tsv
