speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,83,162,427,0.17078189300411523,28,36,19,0,50,SXCB.tsv
3,263,349,1463,0.2511938872970392,53,107,103,0,100,SXCB.tsv
3,370,490,2400,0.25170068027210885,65,153,152,0,150,SXCB.tsv
3,444,564,2904,0.2624113475177305,90,177,177,0,200,SXCB.tsv
3,544,638,3500,0.28422152560083597,126,211,207,0,250,SXCB.tsv
3,629,727,4232,0.2883998165978909,157,234,238,0,300,SXCB.tsv
3,718,770,4911,0.31082251082251083,192,258,268,0,350,SXCB.tsv
3,784,820,5602,0.31869918699186994,218,274,292,0,400,SXCB.tsv
3,850,890,6201,0.31835205992509363,248,291,311,0,450,SXCB.tsv
3,906,936,6644,0.32264957264957267,277,303,326,0,500,SXCB.tsv
3,992,990,7478,0.33400673400673403,289,345,358,0,550,SXCB.tsv
3,1106,1095,8674,0.33668188736681887,339,386,381,0,600,SXCB.tsv
3,1193,1150,9540,0.34579710144927533,368,410,415,0,650,SXCB.tsv
3,1240,1180,9931,0.3502824858757062,381,428,431,0,700,SXCB.tsv
3,1276,1212,10443,0.3509350935093509,397,444,435,0,750,SXCB.tsv
3,1299,1232,10756,0.351461038961039,407,449,443,0,800,SXCB.tsv
3,1329,1252,11180,0.3538338658146965,417,458,454,0,850,SXCB.tsv
3,1368,1285,11666,0.354863813229572,424,476,468,0,900,SXCB.tsv
3,1421,1332,12283,0.3556056056056056,435,502,484,0,950,SXCB.tsv
3,1478,1388,13011,0.3549471661863593,454,520,504,0,1000,SXCB.tsv
3,1530,1426,13624,0.3576437587657784,473,532,525,0,1050,SXCB.tsv
3,1580,1451,14102,0.3629680679990811,493,550,537,0,1100,SXCB.tsv
3,1616,1490,14538,0.36152125279642056,509,559,548,0,1150,SXCB.tsv
3,1662,1520,14949,0.36447368421052634,524,576,562,0,1200,SXCB.tsv
3,1687,1558,15856,0.3609328198545143,526,589,572,0,1250,SXCB.tsv
3,1745,1593,16985,0.36513915044988493,536,611,598,0,1300,SXCB.tsv
3,1779,1638,17580,0.362026862026862,545,620,614,0,1350,SXCB.tsv
3,1851,1687,18276,0.3657379964433906,559,648,644,0,1400,SXCB.tsv
3,1889,1718,18899,0.36651144741948,568,656,665,0,1450,SXCB.tsv
3,1900,1729,18988,0.3663003663003663,571,660,669,0,1468,SXCB.tsv
