speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,105,222,620,0.15765765765765766,50,52,3,0,50,SHZP.tsv
3,168,288,962,0.19444444444444445,73,75,20,0,100,SHZP.tsv
3,243,332,1249,0.24397590361445784,87,98,58,0,150,SHZP.tsv
3,298,384,1602,0.2586805555555556,105,118,75,0,200,SHZP.tsv
3,345,416,1879,0.2764423076923077,121,137,87,0,250,SHZP.tsv
3,383,483,2310,0.26432022084196,134,156,93,0,300,SHZP.tsv
3,422,519,2685,0.271034039820167,150,170,102,0,350,SHZP.tsv
3,467,541,2973,0.28773875539125077,171,190,106,0,400,SHZP.tsv
3,497,564,3228,0.2937352245862884,181,204,112,0,450,SHZP.tsv
3,535,609,3639,0.2928297755883963,200,222,113,0,500,SHZP.tsv
3,569,663,3978,0.2860734037204625,220,234,115,0,550,SHZP.tsv
3,611,692,4266,0.2943159922928709,233,244,134,0,600,SHZP.tsv
3,630,721,4612,0.2912621359223301,241,252,137,0,650,SHZP.tsv
3,632,725,4686,0.2905747126436782,242,253,137,0,668,SHZP.tsv
