speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,begin,end,file
3,85,164,341,0.17276422764227642,30,28,27,0,50,ST7J.tsv
3,181,231,665,0.2611832611832612,54,63,64,0,100,ST7J.tsv
3,261,306,1052,0.28431372549019607,63,94,104,0,150,ST7J.tsv
3,315,372,1501,0.28225806451612906,69,120,126,0,200,ST7J.tsv
3,362,415,1850,0.29076305220883536,74,141,147,0,250,ST7J.tsv
3,409,467,2257,0.2919343326195575,77,162,170,0,300,ST7J.tsv
3,458,503,2631,0.3035122597746852,90,181,187,0,350,ST7J.tsv
3,510,531,2943,0.32015065913371,108,200,202,0,400,ST7J.tsv
3,586,588,3527,0.3321995464852608,149,219,218,0,450,ST7J.tsv
3,623,637,4070,0.326007326007326,162,233,228,0,500,ST7J.tsv
3,646,655,4317,0.3287531806615776,166,241,239,0,550,ST7J.tsv
3,714,703,4838,0.3385490753911807,175,271,268,0,600,ST7J.tsv
3,763,746,5316,0.3409294012511171,203,284,276,0,650,ST7J.tsv
3,811,781,5783,0.3461374306444729,227,299,285,0,700,ST7J.tsv
3,853,822,6319,0.34590429845904297,254,311,288,0,750,ST7J.tsv
3,891,863,6875,0.34414831981460026,273,321,297,0,800,ST7J.tsv
3,926,901,7234,0.342582315945246,288,331,307,0,850,ST7J.tsv
3,979,945,7861,0.345326278659612,307,351,321,0,900,ST7J.tsv
3,1006,979,8308,0.3425263874702077,309,362,335,0,943,ST7J.tsv
