speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,30,113,268,0.26548672566371684,0,50,S2TP.tsv
2,38,201,536,0.1890547263681592,0,100,S2TP.tsv
2,57,249,790,0.2289156626506024,0,150,S2TP.tsv
2,89,320,1137,0.278125,0,200,S2TP.tsv
2,109,373,1494,0.29222520107238603,0,250,S2TP.tsv
2,134,427,1902,0.31381733021077285,0,300,S2TP.tsv
2,145,472,2234,0.3072033898305085,0,350,S2TP.tsv
2,152,514,2544,0.29571984435797666,0,400,S2TP.tsv
2,164,536,2728,0.30597014925373134,0,433,S2TP.tsv
