speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,36,142,350,0.2535211267605634,0,50,SVCW.tsv
2,63,227,659,0.2775330396475771,0,100,SVCW.tsv
2,87,295,1061,0.29491525423728815,0,150,SVCW.tsv
2,103,339,1340,0.30383480825958703,0,200,SVCW.tsv
2,127,385,1733,0.32987012987012987,0,250,SVCW.tsv
2,155,439,2073,0.3530751708428246,0,300,SVCW.tsv
2,182,472,2430,0.3855932203389831,0,350,SVCW.tsv
2,196,507,2759,0.3865877712031558,0,400,SVCW.tsv
2,218,544,3120,0.4007352941176471,0,450,SVCW.tsv
2,231,579,3469,0.39896373056994816,0,500,SVCW.tsv
2,248,619,3849,0.40064620355411956,0,550,SVCW.tsv
2,260,647,4154,0.401854714064915,0,600,SVCW.tsv
2,277,687,4527,0.4032023289665211,0,650,SVCW.tsv
2,287,715,4800,0.4013986013986014,0,688,SVCW.tsv
