speaker_number,vo_overlap,vo_total,total_token_number,overlap,begin,end,file
2,36,153,385,0.23529411764705882,0,50,SB7R.tsv
2,69,237,753,0.2911392405063291,0,100,SB7R.tsv
2,91,310,1165,0.29354838709677417,0,150,SB7R.tsv
2,115,355,1494,0.323943661971831,0,200,SB7R.tsv
2,141,416,2059,0.3389423076923077,0,250,SB7R.tsv
2,174,482,2721,0.36099585062240663,0,300,SB7R.tsv
2,185,516,3110,0.35852713178294576,0,350,SB7R.tsv
2,201,557,3568,0.3608617594254937,0,400,SB7R.tsv
2,218,598,4027,0.36454849498327757,0,450,SB7R.tsv
2,232,641,4464,0.3619344773790952,0,500,SB7R.tsv
2,252,669,4908,0.37668161434977576,0,550,SB7R.tsv
2,277,718,5491,0.38579387186629527,0,600,SB7R.tsv
2,288,753,5980,0.38247011952191234,0,650,SB7R.tsv
2,314,786,6534,0.3994910941475827,0,700,SB7R.tsv
2,323,803,6929,0.40224159402241594,0,750,SB7R.tsv
2,335,836,7310,0.4007177033492823,0,800,SB7R.tsv
2,348,870,7774,0.4,0,850,SB7R.tsv
2,362,912,8389,0.3969298245614035,0,900,SB7R.tsv
2,378,941,8818,0.40170031880977686,0,950,SB7R.tsv
2,403,966,9182,0.41718426501035194,0,1000,SB7R.tsv
2,412,978,9575,0.4212678936605317,0,1050,SB7R.tsv
2,424,996,9982,0.42570281124497994,0,1100,SB7R.tsv
2,435,1016,10418,0.4281496062992126,0,1150,SB7R.tsv
2,442,1029,10736,0.4295432458697765,0,1200,SB7R.tsv
2,456,1074,11230,0.4245810055865922,0,1250,SB7R.tsv
2,468,1101,11627,0.4250681198910082,0,1300,SB7R.tsv
2,481,1140,12175,0.4219298245614035,0,1350,SB7R.tsv
2,489,1161,12726,0.42118863049095606,0,1400,SB7R.tsv
2,494,1183,13034,0.4175824175824176,0,1450,SB7R.tsv
2,500,1196,13294,0.4180602006688963,0,1489,SB7R.tsv
