Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
see,1,384,"[23, 139, 384, 390, 421, 525, 632, 952, 965, 1008, 1021, 1078, 1121, 1378, 1432, 1610]",SG56.tsv
know,1,25,"[1, 25, 116, 227, 263, 384, 389, 449, 499, 511, 730, 761, 762, 765, 806, 892, 934, 950, 967, 985, 1023, 1027, 1068, 1078, 1097, 1117, 1132, 1134, 1173, 1201, 1216, 1248, 1304, 1323, 1325, 1326, 1353, 1362, 1411, 1417, 1419, 1420, 1422, 1446, 1505, 1563, 1584, 1602, 1614, 1630, 1634, 1655, 1663, 1666, 1670, 1681, 1719, 1730]",SG56.tsv
i know,2,806,"[25, 806, 1173, 1730]",SG56.tsv
one,1,24,"[9, 24, 29, 30, 31, 90, 135, 136, 145, 226, 289, 435, 449, 462, 613, 614, 664, 668, 814, 816, 902, 986, 1061, 1186, 1206, 1207, 1247, 1254, 1312, 1482, 1491, 1638, 1656, 1673, 1679, 1691, 1730, 1734, 1736, 1737]",SG56.tsv
get,1,75,"[29, 30, 40, 42, 75, 90, 125, 136, 177, 235, 239, 241, 243, 249, 326, 335, 348, 378, 424, 430, 437, 451, 475, 476, 492, 494, 524, 535, 564, 596, 597, 612, 614, 632, 701, 707, 722, 730, 735, 753, 774, 790, 818, 838, 843, 847, 848, 887, 917, 945, 952, 965, 967, 985, 996, 998, 1008, 1018, 1023, 1068, 1072, 1074, 1085, 1105, 1123, 1136, 1145, 1147, 1148, 1167, 1211, 1245, 1262, 1295, 1300, 1363, 1364, 1372, 1380, 1394, 1431, 1440, 1457, 1459, 1460, 1469, 1491, 1493, 1514, 1521, 1528, 1557, 1562, 1590, 1596, 1601, 1606, 1610, 1624, 1632, 1653, 1684, 1685, 1689, 1722]",SG56.tsv
get one,2,614,"[29, 30, 614]",SG56.tsv
could,1,75,"[29, 40, 42, 75, 82, 86, 112, 114, 206, 412, 523, 766, 767, 804, 820, 852, 865, 1051, 1055, 1103, 1337, 1353, 1571, 1590, 1608, 1610, 1618, 1624, 1707]",SG56.tsv
a little,2,64,"[36, 64, 79, 174, 192, 314, 433, 564, 570, 602, 775, 818, 946, 1167, 1624, 1705]",SG56.tsv
little,1,589,"[36, 64, 79, 433, 564, 570, 589, 634, 701, 775, 818, 946, 1100, 1167, 1170, 1624, 1705]",SG56.tsv
go,1,50,"[38, 50, 58, 96, 112, 114, 165, 167, 170, 188, 195, 197, 204, 206, 247, 249, 264, 275, 333, 334, 397, 429, 439, 447, 459, 477, 484, 486, 489, 491, 496, 525, 562, 578, 594, 623, 687, 690, 703, 711, 782, 956, 958, 960, 1003, 1008, 1016, 1057, 1059, 1078, 1098, 1099, 1103, 1109, 1157, 1271, 1337, 1342, 1363, 1396, 1401, 1411, 1415, 1502, 1516, 1519, 1521, 1528, 1554, 1561, 1591, 1610, 1654, 1691, 1695, 1703, 1705, 1709, 1711, 1734]",SG56.tsv
coffee,1,42,"[41, 42, 43, 75, 96, 98, 100, 102, 104, 108, 110, 117, 167, 169, 170, 173, 174, 178, 185, 190, 192, 249, 289, 300, 361, 1287, 1387, 1650, 1655, 1663]",SG56.tsv
it be,2,48,"[20, 48, 181, 334, 368, 401, 427, 431, 433, 465, 618, 668, 1023, 1049, 1117, 1246, 1248, 1250, 1253, 1258, 1262, 1268, 1353, 1357, 1382, 1447, 1466, 1477, 1532, 1555, 1632, 1705, 1736]",SG56.tsv
isn't it,2,48,"[47, 48, 87, 401, 458, 460, 461, 471, 652, 747, 805, 810, 840, 895, 1487, 1617, 1631]",SG56.tsv
like,1,54,"[7, 54, 57, 73, 90, 207, 249, 253, 314, 320, 383, 400, 404, 415, 418, 429, 433, 437, 498, 509, 512, 575, 586, 615, 672, 679, 690, 699, 709, 713, 799, 840, 887, 905, 914, 932, 960, 978, 996, 1001, 1008, 1016, 1018, 1081, 1087, 1119, 1127, 1146, 1166, 1168, 1186, 1216, 1244, 1247, 1248, 1252, 1262, 1283, 1367, 1368, 1380, 1411, 1415, 1422, 1429, 1465, 1479, 1487, 1522, 1530, 1610, 1614, 1615, 1624, 1626, 1630, 1643, 1647, 1651, 1655, 1656, 1657, 1662, 1689, 1707, 1736]",SG56.tsv
feel like,2,57,"[54, 57, 914, 1081, 1186]",SG56.tsv
eat,1,121,"[54, 121, 176, 279, 859, 878]",SG56.tsv
i've,1,65,"[54, 65, 67, 90, 524, 529, 566, 612, 614, 878, 1151, 1152, 1384, 1598, 1601, 1662, 1724]",SG56.tsv
go for,2,167,"[50, 58, 165, 167, 170, 195, 197, 206, 1078, 1591, 1654]",SG56.tsv
yeah well,2,334,"[58, 334, 693, 1631, 1658]",SG56.tsv
that's why,2,881,"[58, 881, 1087]",SG56.tsv
well that's,2,395,"[58, 395, 536, 871, 1445]",SG56.tsv
quite,1,70,"[47, 70, 86, 235, 376, 378, 398, 429, 652, 765, 769, 796, 813, 850, 907, 932, 952, 1027, 1029, 1085, 1108, 1141, 1210, 1254, 1268, 1446, 1456, 1473, 1521, 1528, 1663, 1736]",SG56.tsv
might,1,79,"[50, 79, 165, 174, 266, 269, 386, 478, 599, 602, 739, 774, 1016, 1156, 1353, 1362, 1637]",SG56.tsv
come,1,249,"[79, 249, 273, 288, 295, 391, 441, 692, 706, 897, 952, 1051, 1111, 1121, 1128, 1378, 1405, 1412, 1413, 1439, 1495, 1610, 1624, 1630, 1667]",SG56.tsv
no yeah,2,1198,"[84, 1198]",SG56.tsv
good,1,86,"[47, 68, 86, 193, 235, 407, 408, 409, 411, 464, 556, 559, 561, 586, 632, 676, 701, 741, 742, 745, 746, 778, 799, 903, 907, 1001, 1013, 1053, 1108, 1117, 1169, 1174, 1180, 1242, 1299, 1428, 1521, 1524, 1528, 1549, 1585, 1630, 1631, 1632, 1679, 1713]",SG56.tsv
quite good,2,86,"[47, 86, 235, 907, 1108, 1521, 1528]",SG56.tsv
maybe,1,384,"[97, 384, 483, 699, 771, 1335, 1452, 1456, 1489]",SG56.tsv
i'm,1,105,"[50, 52, 65, 105, 121, 148, 167, 175, 227, 249, 431, 457, 761, 784, 785, 904, 930, 996, 1018, 1150, 1154, 1197, 1288, 1342, 1344, 1411, 1415, 1624, 1655, 1696]",SG56.tsv
it'll be,2,390,"[105, 194, 390, 499]",SG56.tsv
sure,1,105,"[65, 105, 148, 904, 1696]",SG56.tsv
think,1,111,"[50, 52, 66, 111, 143, 168, 177, 181, 275, 276, 280, 282, 287, 313, 314, 331, 333, 367, 372, 384, 506, 552, 593, 600, 618, 654, 690, 753, 760, 772, 796, 811, 827, 829, 872, 873, 876, 942, 960, 1018, 1043, 1076, 1078, 1081, 1083, 1128, 1150, 1151, 1187, 1197, 1206, 1253, 1319, 1382, 1398, 1422, 1428, 1475, 1476, 1601, 1617, 1665, 1691, 1700, 1713]",SG56.tsv
think it,2,181,"[111, 181, 275, 618, 1128, 1253]",SG56.tsv
make,1,833,"[111, 833, 837, 845, 854, 946, 969, 1029, 1043, 1081, 1172, 1197, 1201, 1323, 1324, 1381, 1487, 1536, 1618, 1624, 1689]",SG56.tsv
really,1,122,"[53, 59, 65, 75, 114, 121, 122, 249, 312, 324, 404, 429, 487, 494, 501, 630, 632, 753, 840, 914, 1001, 1076, 1253, 1281, 1285, 1337, 1343, 1466, 1487, 1601, 1603, 1610, 1624, 1626, 1630, 1665, 1673, 1713]",SG56.tsv
right,1,246,"[135, 246, 337, 433, 439, 440, 443, 452, 470, 478, 536, 544, 546, 633, 696, 860, 871, 931, 964, 966, 975, 984, 991, 997, 1007, 1013, 1055, 1134, 1171, 1185, 1232, 1262, 1292, 1303, 1317, 1329, 1333, 1336, 1353, 1357, 1381, 1382, 1393, 1411, 1464, 1485, 1535, 1646, 1650, 1677, 1678, 1688, 1733]",SG56.tsv
well then,2,142,"[141, 142]",SG56.tsv
yeah i,2,147,"[57, 147, 177, 207, 285, 422, 473, 538, 593, 756, 775, 792, 820, 1187, 1206, 1370, 1388, 1475, 1479]",SG56.tsv
do that,2,171,"[149, 171, 355, 552, 557, 1114, 1378, 1518, 1573, 1696, 1713]",SG56.tsv
do you,2,149,"[119, 128, 149, 159, 198, 221, 233, 237, 504, 550, 597, 613, 760, 847, 872, 936, 985, 1000, 1158, 1254, 1287, 1402, 1411, 1501, 1505, 1593, 1619]",SG56.tsv
of do,2,429,"[162, 429, 553, 554]",SG56.tsv
i might,2,174,"[50, 165, 174, 1016, 1156]",SG56.tsv
i'll,1,168,"[66, 146, 151, 168, 174, 192, 216, 525, 833, 854, 892, 1191, 1235, 1337, 1369, 1489, 1655]",SG56.tsv
i think,2,168,"[66, 168, 177, 181, 275, 276, 314, 331, 333, 372, 384, 506, 593, 600, 618, 654, 753, 796, 811, 827, 829, 873, 876, 960, 1018, 1043, 1081, 1083, 1150, 1151, 1187, 1206, 1382, 1398, 1475, 1476, 1665, 1691, 1713]",SG56.tsv
coffee and,2,170,"[75, 104, 167, 169, 170, 173, 249]",SG56.tsv
beer,1,170,"[151, 160, 166, 170, 173, 174, 188, 192, 214, 215, 216, 400, 402, 403, 404, 409, 413, 905, 909, 912, 914]",SG56.tsv
coffee with,2,190,"[96, 100, 102, 117, 190, 1650]",SG56.tsv
with the,2,291,"[190, 291, 412, 472, 820, 833, 1023, 1166, 1380, 1655]",SG56.tsv
be a,2,314,"[194, 314, 363, 386, 467, 469, 499, 654, 774, 821, 994, 1020, 1081, 1117, 1165, 1246, 1357, 1428, 1585, 1631, 1632, 1713]",SG56.tsv
say,1,198,"[101, 198, 200, 237, 238, 247, 258, 261, 262, 321, 370, 405, 493, 504, 506, 669, 879, 992, 1006, 1008, 1018, 1034, 1051, 1059, 1078, 1109, 1132, 1136, 1197, 1237, 1273, 1335, 1342, 1346, 1349, 1380, 1382, 1401, 1403, 1405, 1411, 1622, 1624, 1626, 1662]",SG56.tsv
say that,2,238,"[198, 238, 321, 405, 879, 1078, 1382]",SG56.tsv
how do you,3,985,"[198, 985, 1000]",SG56.tsv
how do,2,1003,"[198, 985, 1003, 1248]",SG56.tsv
food,1,685,"[204, 685, 745]",SG56.tsv
a few,2,711,"[207, 711, 850, 1308, 1624]",SG56.tsv
idea,1,821,"[207, 281, 283, 314, 475, 821, 994, 1128, 1631, 1632]",SG56.tsv
cos,1,209,"[59, 118, 209, 227, 237, 336, 340, 365, 421, 431, 512, 524, 562, 632, 747, 837, 952, 1027, 1117, 1154, 1209, 1283, 1323, 1331, 1342, 1362, 1363, 1401, 1405, 1417, 1522, 1524, 1539, 1555, 1557, 1574, 1614, 1675, 1679, 1730]",SG56.tsv
would,1,209,"[203, 209, 280, 282, 284, 285, 287, 415, 426, 441, 447, 572, 615, 692, 821, 965, 1008, 1023, 1029, 1074, 1078, 1128, 1206, 1216, 1323, 1342, 1346, 1426, 1433, 1625, 1662, 1711, 1713]",SG56.tsv
much,1,334,"[209, 334, 389, 659, 878, 1029, 1335, 1501, 1624]",SG56.tsv
would be,2,572,"[203, 209, 572, 821, 1008, 1128, 1206, 1625]",SG56.tsv
with it,2,209,"[151, 160, 188, 209, 1130, 1567]",SG56.tsv
it's not,2,209,"[121, 209, 1331, 1386, 1521, 1528]",SG56.tsv
you have,2,215,"[64, 215, 233, 258, 277, 321, 1157, 1402, 1438, 1703]",SG56.tsv
be you,2,247,"[215, 247, 472, 524, 1149, 1315, 1339, 1487]",SG56.tsv
so you,2,215,"[112, 215, 523, 679, 929, 1064, 1293, 1622, 1627, 1671, 1695, 1703, 1739]",SG56.tsv
oh do,2,221,"[171, 221, 1593]",SG56.tsv
great,1,674,"[232, 674, 1630]",SG56.tsv
wifi,1,235,"[233, 235, 237, 247, 264, 291, 314, 330, 335, 1262]",SG56.tsv
two,1,289,"[263, 289, 463, 848, 1036, 1109, 1207, 1320, 1330, 1357, 1523, 1569, 1620]",SG56.tsv
you know,2,384,"[263, 384, 389, 449, 499, 511, 950, 967, 1023, 1027, 1078, 1097, 1132, 1134, 1201, 1304, 1353, 1362, 1411, 1446, 1505, 1563, 1584, 1602, 1614, 1630, 1634, 1655, 1681]",SG56.tsv
there with,2,273,"[202, 273, 437]",SG56.tsv
people,1,281,"[251, 252, 264, 281, 290, 292, 364, 373, 695, 879, 956, 960, 992, 1086, 1089, 1091, 1119, 1132, 1175, 1521, 1528, 1573, 1610, 1622, 1662, 1663, 1664]",SG56.tsv
actually,1,318,"[47, 141, 201, 253, 284, 318, 330, 387, 390, 405, 524, 554, 725, 816, 1018, 1023, 1027, 1036, 1040, 1055, 1209, 1258, 1295, 1360, 1614, 1617, 1624, 1625, 1630, 1663]",SG56.tsv
so it's,2,1015,"[320, 1015, 1305, 1330, 1617]",SG56.tsv
for the,2,340,"[195, 197, 206, 340, 699, 1023, 1160, 1262, 1401, 1403, 1591, 1610]",SG56.tsv
gonna,1,343,"[128, 129, 177, 247, 300, 343, 351, 457, 472, 618, 669, 917, 1029, 1149, 1150, 1253, 1320, 1519, 1599]",SG56.tsv
want,1,116,"[10, 116, 119, 124, 159, 188, 221, 249, 343, 372, 613, 786, 802, 992, 994, 1061, 1103, 1158, 1287, 1337, 1383, 1630, 1675, 1702, 1730]",SG56.tsv
you just,2,347,"[256, 347, 357, 374, 487, 1132, 1555, 1695, 1705]",SG56.tsv
you can,2,349,"[64, 255, 256, 326, 330, 349, 351, 484, 486, 606, 735, 822, 932, 945, 1008, 1057, 1138, 1368, 1382, 1460, 1473, 1487, 1496, 1565, 1624, 1730, 1732, 1739]",SG56.tsv
to do,2,367,"[355, 367, 1129, 1145, 1378, 1501, 1611, 1612]",SG56.tsv
but you,2,389,"[357, 362, 389, 1223, 1428, 1519, 1565, 1614]",SG56.tsv
up on,2,359,"[202, 359]",SG56.tsv
you don't,2,362,"[141, 362, 610, 632, 709, 1223]",SG56.tsv
have a,2,362,"[35, 64, 146, 148, 151, 174, 175, 184, 192, 249, 321, 330, 362, 371, 397, 433, 447, 484, 486, 543, 902, 1078, 1184, 1360, 1372, 1380, 1405, 1650, 1703]",SG56.tsv
but you don't,3,1223,"[362, 1223]",SG56.tsv
just have,2,1156,"[371, 1156, 1650]",SG56.tsv
start,1,477,"[415, 477, 969, 1006, 1008, 1029, 1076, 1078, 1147, 1673, 1724, 1738]",SG56.tsv
we haven't,2,1208,"[415, 1208, 1392]",SG56.tsv
it on,2,822,"[419, 822, 823]",SG56.tsv
cos you,2,421,"[365, 421, 952, 1362]",SG56.tsv
you see,2,421,"[384, 421, 952, 1121, 1432]",SG56.tsv
land,1,421,"[414, 421, 424, 1431]",SG56.tsv
shoe,1,421,"[414, 421, 797, 802]",SG56.tsv
i be,2,433,"[129, 195, 197, 237, 424, 433, 525, 534, 541, 552, 669, 701, 796, 820, 1072, 1150, 1319, 1532, 1601]",SG56.tsv
but it be,3,433,"[427, 433, 465, 1250]",SG56.tsv
but it,2,433,"[427, 429, 433, 1250, 1260]",SG56.tsv
there be,2,435,"[285, 435, 521, 554, 644, 753, 1008, 1353, 1626]",SG56.tsv
on the,2,437,"[201, 264, 314, 437, 554, 562, 610, 785, 1018, 1310, 1313, 1314, 1330, 1380, 1382, 1536, 1626]",SG56.tsv
there's,1,439,"[94, 439, 512, 616, 1254, 1299, 1310, 1555, 1610, 1716]",SG56.tsv
and the,2,562,"[439, 447, 562, 715, 1207, 1209, 1457, 1555, 1569]",SG56.tsv
then the,2,441,"[363, 441]",SG56.tsv
and then,2,441,"[174, 192, 412, 441, 447, 496, 498, 596, 690, 839, 845, 846, 854, 965, 1005, 1012, 1018, 1032, 1057, 1059, 1078, 1134, 1258, 1300, 1411, 1439, 1490, 1491, 1514, 1516, 1610, 1624, 1689, 1703, 1705]",SG56.tsv
do it,2,447,"[101, 248, 334, 430, 447, 1003, 1087, 1095, 1111, 1434, 1501, 1509, 1608, 1611, 1612, 1624, 1630, 1713]",SG56.tsv
it go,2,1003,"[447, 1003, 1415, 1709]",SG56.tsv
even,1,679,"[449, 679, 683, 711, 1016, 1087, 1113, 1295, 1335, 1387, 1426, 1471]",SG56.tsv
get to,2,451,"[348, 451, 535, 632, 843, 985, 1023, 1085, 1145, 1147, 1148, 1295, 1372, 1380, 1689]",SG56.tsv
be very,2,453,"[431, 453, 676]",SG56.tsv
yeah mm,2,457,"[311, 457, 809, 824, 916]",SG56.tsv
i'm not,2,457,"[65, 121, 249, 457, 904, 1197, 1342]",SG56.tsv
interest,1,471,"[286, 390, 471, 818]",SG56.tsv
probably,1,473,"[63, 473, 475, 500, 595, 820, 859, 956, 1018, 1029, 1129, 1426, 1521, 1528, 1624]",SG56.tsv
better,1,821,"[475, 821, 837, 1045, 1081, 1098, 1294]",SG56.tsv
but i,2,475,"[372, 475, 765, 850, 901, 956, 1074, 1163, 1452, 1713, 1719]",SG56.tsv
what you,2,735,"[485, 735, 753, 805, 1023, 1138]",SG56.tsv
you do,2,1066,"[485, 1012, 1066, 1081, 1619, 1627, 1630, 1664]",SG56.tsv
and it's,2,687,"[489, 687, 1128, 1527, 1669]",SG56.tsv
then you,2,486,"[141, 486, 496, 839, 1012, 1057, 1059, 1157, 1300, 1516]",SG56.tsv
you go,2,496,"[96, 477, 496, 578, 703, 1059, 1099, 1271, 1516, 1519, 1705]",SG56.tsv
nice,1,431,"[184, 361, 398, 401, 431, 499, 780, 857, 908, 952, 972, 1036, 1268, 1385, 1642, 1736]",SG56.tsv
stuff,1,549,"[192, 549, 575, 590, 701, 717, 720, 730, 746, 874, 967, 1006, 1078, 1081, 1273, 1487, 1681]",SG56.tsv
and you,2,549,"[256, 478, 549, 552, 707, 1097, 1382, 1630, 1705]",SG56.tsv
breakfast,1,549,"[103, 108, 540, 549, 1627, 1629, 1630]",SG56.tsv
i do,2,555,"[129, 422, 555, 557, 567, 791, 803, 850, 1001, 1377, 1479]",SG56.tsv
plate,1,514,"[145, 427, 514, 575, 616, 652, 654, 818]",SG56.tsv
if you're,2,580,"[291, 580, 666, 1034, 1289, 1350, 1457, 1487, 1617]",SG56.tsv
in for,2,1160,"[584, 1160, 1273, 1610]",SG56.tsv
take,1,1068,"[586, 945, 1008, 1068, 1125, 1132, 1534, 1539, 1626, 1718]",SG56.tsv
what the,2,1134,"[640, 1134]",SG56.tsv
the prawn,2,1163,"[640, 1163, 1166]",SG56.tsv
prawn,1,1170,"[640, 1163, 1170]",SG56.tsv
wow,1,651,"[592, 618, 651, 982, 1275, 1309, 1311, 1627]",SG56.tsv
be the,2,658,"[89, 599, 658, 720, 804, 942, 1318, 1367, 1382]",SG56.tsv
half,1,785,"[668, 762, 785, 786]",SG56.tsv
hear,1,1208,"[689, 1208, 1225]",SG56.tsv
hear from,2,1212,"[689, 1212]",SG56.tsv
quality,1,720,"[715, 720, 729, 741, 742, 746]",SG56.tsv
of stuff,2,720,"[717, 720, 730, 1006]",SG56.tsv
i don't know,3,730,"[1, 227, 730, 761, 762, 765, 1719]",SG56.tsv
get a,2,730,"[241, 243, 492, 524, 564, 596, 707, 730, 774, 818, 847, 1167, 1440, 1601, 1610, 1624, 1632]",SG56.tsv
aldi,1,730,"[697, 705, 730]",SG56.tsv
you get,2,730,"[701, 707, 730, 753, 887, 917, 985, 1245, 1300, 1562, 1610]",SG56.tsv
lidl,1,730,"[705, 730]",SG56.tsv
you get a,3,730,"[707, 730]",SG56.tsv
and i,2,730,"[424, 711, 730, 1008, 1074, 1078, 1081, 1401, 1403, 1665, 1691, 1730]",SG56.tsv
size,1,883,"[730, 883, 1299]",SG56.tsv
don't know,2,116,"[1, 116, 227, 730, 761, 762, 765, 892, 1663, 1719]",SG56.tsv
i don't,2,743,"[1, 730, 743, 761, 762, 765, 772, 1018, 1343, 1643, 1647, 1651, 1700, 1719]",SG56.tsv
brand name,2,743,"[739, 740, 743]",SG56.tsv
they're,1,762,"[2, 177, 314, 330, 456, 637, 726, 762, 763, 769, 897, 901, 902, 942, 1168, 1178, 1334, 1367, 1509, 1523, 1601, 1603, 1685, 1700]",SG56.tsv
what be,2,768,"[176, 508, 524, 768, 770, 1022, 1249]",SG56.tsv
a good,2,799,"[409, 799, 1299, 1428, 1585, 1631, 1632]",SG56.tsv
wonder,1,820,"[365, 820, 891, 1273, 1370, 1480, 1601, 1664]",SG56.tsv
about that,2,820,"[126, 367, 820, 1370]",SG56.tsv
do with,2,820,"[367, 820, 1121, 1129]",SG56.tsv
something,1,367,"[266, 269, 367, 383, 459, 504, 506, 521, 525, 630, 747, 804, 865, 1001, 1034, 1059, 1105, 1129]",SG56.tsv
or something,2,865,"[459, 747, 804, 865, 1001]",SG56.tsv
could have,2,865,"[82, 523, 804, 852, 865, 1571, 1590, 1608]",SG56.tsv
tomorrow,1,865,"[472, 833, 854, 858, 861, 865, 893]",SG56.tsv
have that,2,865,"[64, 174, 865, 1156, 1157, 1178, 1482]",SG56.tsv
hang out with,3,879,"[878, 879]",SG56.tsv
mm i,2,1212,"[905, 1212]",SG56.tsv
but it's,2,907,"[312, 739, 742, 907, 1175]",SG56.tsv
lunchtime,1,910,"[909, 910, 1394, 1396, 1397]",SG56.tsv
and and,2,930,"[277, 697, 930, 1008, 1291, 1335, 1691]",SG56.tsv
so so,2,932,"[363, 932, 946, 985, 1293]",SG56.tsv
like with,2,1166,"[932, 1166]",SG56.tsv
english,1,934,"[106, 929, 934, 992, 1000, 1001, 1005, 1006, 1072, 1123]",SG56.tsv
that be,2,936,"[52, 290, 292, 588, 648, 701, 711, 936, 1081, 1106, 1123, 1281, 1282, 1631, 1673]",SG56.tsv
what do,2,346,"[128, 346, 493, 504, 760, 936, 1619]",SG56.tsv
what do you,3,936,"[128, 760, 936, 1619]",SG56.tsv
bite,1,363,"[64, 148, 192, 314, 363, 378, 386, 524, 564, 771, 945, 983, 1037, 1147, 1156, 1163, 1165, 1184, 1509, 1534, 1624]",SG56.tsv
a bite,2,945,"[148, 192, 386, 524, 771, 945, 983, 1037, 1147, 1163, 1165, 1184, 1509]",SG56.tsv
about it,2,1023,"[952, 1008, 1023, 1090, 1252, 1465, 1555, 1617]",SG56.tsv
she be,2,956,"[367, 384, 956, 960, 992]",SG56.tsv
go to,2,956,"[397, 459, 703, 711, 956, 958, 960, 1078, 1363, 1610, 1703]",SG56.tsv
no but,2,956,"[427, 956, 1411, 1664]",SG56.tsv
be go,2,960,"[195, 197, 525, 960, 1401, 1703]",SG56.tsv
online,1,987,"[960, 986, 987, 1008, 1487]",SG56.tsv
so she's,2,969,"[239, 382, 492, 969]",SG56.tsv
skype,1,1003,"[979, 1003]",SG56.tsv
put,1,992,"[245, 301, 554, 600, 822, 823, 992, 1008, 1254, 1598, 1622, 1703, 1705, 1711]",SG56.tsv
talk,1,992,"[237, 992, 1005, 1216]",SG56.tsv
to be,2,994,"[295, 467, 469, 654, 711, 994, 1085, 1134, 1136, 1401, 1525, 1599, 1626, 1703]",SG56.tsv
like i,2,996,"[699, 996, 1186]",SG56.tsv
