Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
think,1,83,"[4, 68, 83, 91, 100, 109, 144, 162, 176, 193, 205, 222, 227, 279, 285, 347, 382, 388, 393, 402, 424, 427, 436, 457, 503, 517, 519, 527, 530, 537, 539, 541, 544, 545, 548, 607, 627, 656, 680, 723, 743, 752, 762, 770, 793, 799, 806, 830, 833, 839, 962, 966, 981, 988, 1091, 1094, 1116]",SJNC.tsv
do you,2,94,"[83, 94, 114, 118, 130, 136, 169, 174, 185, 274, 390, 396, 398, 407, 492, 615, 617, 678, 695, 770, 797, 801, 843, 872]",SJNC.tsv
what do you,3,130,"[83, 130, 797, 843]",SJNC.tsv
what do,2,234,"[83, 234, 657, 797, 843]",SJNC.tsv
to do,2,90,"[22, 90, 151, 407, 427, 479, 580, 672, 730]",SJNC.tsv
what we,2,90,"[84, 90]",SJNC.tsv
that one,2,92,"[5, 92, 130, 151, 457, 760]",SJNC.tsv
cos we,2,92,"[15, 92, 138, 541, 660, 884]",SJNC.tsv
we don't,2,92,"[52, 92]",SJNC.tsv
cos,1,186,"[15, 92, 124, 138, 162, 186, 233, 246, 324, 411, 430, 446, 450, 457, 503, 517, 534, 541, 572, 587, 628, 653, 655, 660, 668, 684, 698, 729, 739, 743, 744, 748, 751, 753, 755, 757, 810, 852, 854, 856, 884, 885, 906, 925, 930, 933, 964, 971, 976, 978, 981, 988, 1013, 1019, 1041, 1076, 1110]",SJNC.tsv
with that,2,766,"[92, 116, 766]",SJNC.tsv
meal deal one,3,96,"[1, 96]",SJNC.tsv
the meal deal,3,96,"[22, 96]",SJNC.tsv
for the meal,3,224,"[96, 224]",SJNC.tsv
fifty,1,98,"[31, 79, 98, 110, 115, 122, 125, 146, 174, 706, 743, 1016]",SJNC.tsv
yeah yeah,2,106,"[5, 106, 108, 152, 208, 465, 608, 626, 636, 761, 1058]",SJNC.tsv
we put,2,111,"[69, 111]",SJNC.tsv
put,1,164,"[69, 111, 164, 292, 338, 341, 534, 584, 587, 629, 772, 857, 932]",SJNC.tsv
on the,2,279,"[111, 279, 463, 475, 764, 868, 881, 885, 925, 995, 1024]",SJNC.tsv
i've get,2,114,"[47, 48, 113, 114, 178, 179, 192, 194, 196, 208, 270, 324, 329, 588, 862, 995, 996]",SJNC.tsv
do you want,3,114,"[94, 114, 118, 130]",SJNC.tsv
i've,1,419,"[47, 48, 113, 114, 178, 179, 192, 193, 194, 196, 208, 270, 324, 329, 404, 419, 424, 440, 441, 458, 461, 464, 588, 632, 650, 711, 714, 716, 717, 719, 729, 816, 862, 874, 884, 932, 941, 988, 995, 996, 1036, 1084, 1128]",SJNC.tsv
though,1,122,"[27, 122, 163, 216, 224, 328, 361, 419, 472, 518, 530, 557, 560, 616, 680, 827, 969, 1028, 1043, 1054, 1060]",SJNC.tsv
or something,2,122,"[79, 122, 345, 347, 505, 605, 743, 755, 1013, 1045]",SJNC.tsv
i'm,1,122,"[84, 122, 144, 151, 164, 175, 179, 198, 209, 216, 248, 264, 293, 295, 359, 385, 400, 435, 458, 468, 527, 634, 687, 689, 690, 727, 757, 774, 835, 851, 852, 906, 962, 1094, 1119]",SJNC.tsv
barbeque twist,2,133,"[122, 133, 134, 174]",SJNC.tsv
barbeque,1,133,"[122, 133, 134, 541]",SJNC.tsv
i'm just,2,164,"[122, 144, 151, 164]",SJNC.tsv
something,1,79,"[64, 79, 121, 122, 223, 316, 322, 345, 347, 505, 605, 743, 755, 1013, 1045, 1091]",SJNC.tsv
say,1,247,"[122, 236, 247, 274, 316, 414, 503, 573, 605, 657, 706, 746, 758, 836]",SJNC.tsv
it six,2,194,"[124, 194]",SJNC.tsv
make,1,229,"[124, 229, 246, 272, 290, 426, 441, 465, 534, 595, 597, 598, 599, 603, 632, 634, 668, 672, 681, 850, 851, 853, 855, 910, 1038, 1041, 1051]",SJNC.tsv
make it,2,634,"[124, 634]",SJNC.tsv
if it's,2,475,"[124, 475, 764]",SJNC.tsv
i don't,2,86,"[84, 85, 86, 127, 131, 158, 211, 215, 222, 223, 268, 380, 393, 402, 419, 453, 519, 525, 530, 543, 548, 549, 585, 634, 680, 681, 684, 709, 723, 743, 806, 864, 870, 889, 935, 984, 990, 1002, 1022, 1034, 1036, 1040, 1044, 1047, 1051, 1052, 1053, 1062, 1075, 1085, 1092, 1093, 1111]",SJNC.tsv
know,1,127,"[84, 85, 86, 127, 131, 165, 168, 223, 233, 239, 246, 302, 339, 347, 374, 393, 396, 398, 417, 419, 424, 435, 453, 525, 543, 548, 549, 623, 634, 643, 688, 689, 743, 787, 801, 870, 887, 889, 935, 957, 1016, 1022, 1034, 1036, 1038, 1039, 1040, 1041, 1044, 1046, 1047, 1051, 1052, 1053, 1062, 1064, 1075, 1079, 1085, 1092, 1093, 1111, 1117, 1123]",SJNC.tsv
i don't know,3,131,"[85, 86, 127, 131, 223, 393, 453, 525, 548, 549, 634, 743, 870, 889, 935, 1022, 1034, 1036, 1040, 1044, 1047, 1051, 1052, 1053, 1062, 1075, 1085, 1092, 1093, 1111]",SJNC.tsv
with the,2,135,"[102, 135]",SJNC.tsv
we get two,3,139,"[15, 139, 141]",SJNC.tsv
two chip,2,140,"[139, 140, 143]",SJNC.tsv
think that,2,723,"[144, 162, 227, 723, 793]",SJNC.tsv
it be,2,146,"[4, 16, 146, 162, 173, 208, 234, 261, 285, 315, 347, 349, 379, 399, 437, 461, 465, 482, 500, 502, 508, 537, 549, 552, 572, 743, 752, 884, 966, 1020, 1043, 1088, 1101, 1104, 1114, 1127]",SJNC.tsv
time,1,393,"[138, 146, 393, 449, 575, 625, 632, 684, 686, 729, 743, 749, 753, 932]",SJNC.tsv
and it,2,983,"[146, 568, 672, 796, 983, 988]",SJNC.tsv
be just,2,349,"[151, 349, 427, 438, 537, 539, 653]",SJNC.tsv
to do that,3,479,"[151, 479]",SJNC.tsv
because i,2,167,"[160, 167, 397]",SJNC.tsv
it's not,2,162,"[93, 162, 202, 223, 260, 384, 572, 628, 749, 1118]",SJNC.tsv
be a,2,162,"[141, 162, 509, 510, 549, 709, 762, 1013]",SJNC.tsv
cos i,2,233,"[162, 233, 411, 430, 503, 587, 684, 755, 906, 976, 981]",SJNC.tsv
in the,2,255,"[162, 255, 281, 292, 325, 435, 629, 709, 816, 857, 878, 887, 919, 925, 930, 932, 933, 934]",SJNC.tsv
my head and then,4,302,"[162, 302]",SJNC.tsv
my head,2,302,"[162, 302, 1040]",SJNC.tsv
look,1,302,"[162, 302, 324, 416, 668, 672, 768, 769, 773, 775, 891, 899, 957, 959, 960, 961, 976, 983, 1113]",SJNC.tsv
and she,2,308,"[162, 308, 322, 517, 541, 647, 653]",SJNC.tsv
then she,2,319,"[162, 319, 362]",SJNC.tsv
big,1,500,"[162, 500, 504, 506, 519, 914]",SJNC.tsv
there be a,3,509,"[162, 509]",SJNC.tsv
there be,2,279,"[162, 279, 354, 476, 509, 784, 868, 1066]",SJNC.tsv
it's like,2,163,"[102, 163, 243, 302, 319, 426, 475, 509, 532, 672, 709, 772, 784, 871, 887, 964, 981, 1016, 1107]",SJNC.tsv
weird,1,446,"[163, 446, 495, 509, 553, 751, 976, 1073]",SJNC.tsv
you know,2,302,"[168, 246, 302, 339, 347, 396, 398, 801, 957, 1016, 1041, 1079]",SJNC.tsv
and a,2,174,"[15, 107, 174, 714]",SJNC.tsv
order,1,174,"[118, 174]",SJNC.tsv
a meal deal,3,174,"[141, 174]",SJNC.tsv
thank,1,205,"[174, 205, 714, 962]",SJNC.tsv
a bottle of,3,224,"[174, 224, 842]",SJNC.tsv
thank you,2,229,"[174, 229, 714, 962]",SJNC.tsv
yes,1,237,"[119, 174, 237, 653, 823, 838, 905, 1101, 1104]",SJNC.tsv
bottle,1,335,"[174, 249, 335]",SJNC.tsv
with a,2,345,"[174, 345, 923]",SJNC.tsv
it's erm,2,374,"[174, 374]",SJNC.tsv
it's a,2,197,"[174, 197, 457, 548, 857]",SJNC.tsv
a chicken,2,496,"[174, 496]",SJNC.tsv
everything,1,647,"[174, 424, 507, 647, 881]",SJNC.tsv
minutes,1,703,"[174, 703, 706, 709]",SJNC.tsv
go to,2,730,"[174, 541, 730, 813]",SJNC.tsv
yeah no,2,854,"[174, 854, 875, 1119]",SJNC.tsv
i'd,1,983,"[174, 824, 882, 983]",SJNC.tsv
i think,2,176,"[4, 68, 91, 100, 109, 176, 193, 205, 222, 227, 279, 285, 347, 382, 388, 393, 424, 436, 457, 503, 517, 519, 527, 537, 539, 541, 544, 548, 607, 627, 656, 743, 752, 762, 793, 799, 833, 839, 966, 981, 988, 1116]",SJNC.tsv
i do,2,231,"[176, 191, 231, 234, 324, 446, 544, 660, 988]",SJNC.tsv
right,1,179,"[1, 26, 179, 394, 419, 465, 728, 828, 1066]",SJNC.tsv
i'm not sure,3,216,"[179, 216, 359]",SJNC.tsv
cake,1,184,"[182, 183, 184, 185, 188, 189, 201, 288, 290, 379, 380, 382, 383, 384, 690, 695, 910]",SJNC.tsv
carrot cake,2,189,"[184, 189, 201, 290, 379, 380, 382]",SJNC.tsv
feel,1,470,"[189, 470, 632, 634, 642, 668, 796, 976, 1124]",SJNC.tsv
carrot,1,288,"[184, 189, 201, 288, 290, 292, 379, 382, 941, 954]",SJNC.tsv
i can't,2,167,"[70, 82, 167, 191, 235, 550, 653, 765, 988, 1114, 1125, 1127]",SJNC.tsv
oh my,2,326,"[191, 326, 368, 515, 690, 712, 795, 1010]",SJNC.tsv
the other,2,385,"[191, 296, 385, 387, 691, 834, 906, 988]",SJNC.tsv
can't,1,466,"[70, 82, 167, 191, 235, 466, 550, 620, 647, 649, 653, 682, 765, 988, 1114, 1120, 1125, 1127]",SJNC.tsv
i do that,3,660,"[191, 660]",SJNC.tsv
that the,2,1130,"[191, 1130]",SJNC.tsv
six pound,2,194,"[193, 194, 195]",SJNC.tsv
twenty,1,205,"[193, 205, 328, 703]",SJNC.tsv
but i,2,222,"[193, 222, 324, 428, 446, 544, 583, 585, 624, 681, 743, 746, 779, 796, 806, 976, 1044, 1053, 1125, 1127]",SJNC.tsv
people,1,536,"[193, 339, 370, 532, 536, 540, 1054]",SJNC.tsv
but i can,3,585,"[193, 585]",SJNC.tsv
sure,1,216,"[179, 198, 209, 216, 359, 400, 752, 1119]",SJNC.tsv
long,1,603,"[202, 603, 632, 686, 710, 978]",SJNC.tsv
buck's fizz,2,211,"[207, 208, 211, 225]",SJNC.tsv
don't like,2,214,"[158, 211, 214, 215, 380, 457, 530, 642, 684, 966, 990]",SJNC.tsv
i don't like,3,211,"[158, 211, 215, 380, 530, 634, 684, 990]",SJNC.tsv
it's get bits in it,5,217,"[216, 217]",SJNC.tsv
in it,2,220,"[216, 217, 220, 382, 383, 465, 584]",SJNC.tsv
bits,1,220,"[217, 219, 220]",SJNC.tsv
know it's,2,374,"[223, 374, 1046]",SJNC.tsv
ever,1,477,"[223, 236, 477, 541, 649]",SJNC.tsv
i don't know it's,4,548,"[223, 548]",SJNC.tsv
i get,2,502,"[227, 502, 696, 799, 983]",SJNC.tsv
i think that,3,793,"[227, 793]",SJNC.tsv
talk,1,235,"[84, 235, 662, 876]",SJNC.tsv
god i,2,235,"[205, 235]",SJNC.tsv
oh my god,3,277,"[235, 240, 277, 326, 368, 375, 515, 690, 712, 795, 1010]",SJNC.tsv
my god,2,601,"[235, 240, 277, 368, 375, 515, 601, 690, 712, 795, 1010]",SJNC.tsv
gonna,1,236,"[87, 155, 164, 175, 233, 236, 247, 292, 293, 300, 385, 435, 454, 503, 510, 573, 605, 743, 746, 752, 786, 830, 877, 879, 906, 969, 1008, 1009, 1026]",SJNC.tsv
get some,2,236,"[178, 236, 641, 674]",SJNC.tsv
i be gonna,3,236,"[233, 236, 247, 292, 454, 503, 573, 605, 746, 877, 879, 906]",SJNC.tsv
parma violets,2,245,"[236, 238, 240, 245]",SJNC.tsv
vodka,1,255,"[236, 246, 255]",SJNC.tsv
try,1,316,"[236, 316, 317, 739, 796, 816, 988]",SJNC.tsv
i be,2,367,"[233, 236, 247, 292, 367, 369, 438, 454, 503, 540, 573, 605, 610, 612, 681, 746, 752, 874, 877, 879, 882, 884, 906]",SJNC.tsv
really,1,418,"[236, 324, 418, 446, 463, 509, 517, 553, 572, 575, 653, 655, 677, 724, 726, 752, 796, 885, 887, 899, 932, 959, 983, 984, 1021]",SJNC.tsv
you ever,2,477,"[236, 477]",SJNC.tsv
i be gonna say,4,247,"[236, 247, 503, 573, 605, 746]",SJNC.tsv
to get,2,592,"[236, 331, 592, 621, 633, 674, 806, 811, 1063]",SJNC.tsv
erm i,2,684,"[236, 684, 992]",SJNC.tsv
i really,2,983,"[236, 885, 887, 983]",SJNC.tsv
be it,2,238,"[33, 123, 192, 194, 238, 315, 396, 639, 1026, 1045, 1103, 1118]",SJNC.tsv
there's a,2,241,"[238, 241, 243, 925]",SJNC.tsv
there's,1,446,"[238, 241, 243, 370, 446, 457, 822, 925, 940]",SJNC.tsv
everyone,1,496,"[246, 496]",SJNC.tsv
cos you know,3,1041,"[246, 1041]",SJNC.tsv
i'm not,2,248,"[179, 216, 248, 359, 851, 906]",SJNC.tsv
but we,2,249,"[52, 249, 710]",SJNC.tsv
we could,2,249,"[80, 95, 190, 224, 249, 286, 290, 826, 857, 910]",SJNC.tsv
a bottle,2,249,"[224, 249]",SJNC.tsv
buy,1,249,"[186, 224, 249, 465, 541, 849, 850, 855, 906, 914, 935, 939]",SJNC.tsv
like a,2,249,"[55, 243, 249, 347, 349, 475, 496, 546, 842, 937, 960, 988]",SJNC.tsv
could,1,286,"[80, 190, 249, 286, 552, 762, 766, 810, 826, 856, 857, 910, 993]",SJNC.tsv
like a bottle,3,842,"[249, 842]",SJNC.tsv
always,1,949,"[249, 949]",SJNC.tsv
oh no,2,533,"[262, 533, 611, 940]",SJNC.tsv
it it's,2,470,"[262, 470, 898]",SJNC.tsv
i have,2,265,"[182, 184, 242, 265, 292, 408, 430, 479, 490, 779, 792, 806, 809, 827, 887, 976, 992]",SJNC.tsv
make the,2,272,"[229, 272]",SJNC.tsv
never,1,647,"[274, 609, 647, 859, 941, 1036]",SJNC.tsv
christmas,1,286,"[224, 286, 830]",SJNC.tsv
in a,2,548,"[286, 288, 548, 845, 906, 1118]",SJNC.tsv
maybe,1,594,"[286, 525, 550, 594, 744, 747, 748, 793, 829, 930, 935, 1106, 1121]",SJNC.tsv
go and,2,293,"[286, 293, 385, 404, 624, 627, 680, 796, 813]",SJNC.tsv
we should,2,840,"[286, 732, 840]",SJNC.tsv
gonna put,2,292,"[164, 292]",SJNC.tsv
lot of,2,457,"[292, 457, 1063]",SJNC.tsv
a lot of,3,465,"[292, 465, 857, 864, 1063]",SJNC.tsv
definitely,1,773,"[294, 773, 775]",SJNC.tsv
mouldy,1,296,"[258, 261, 296, 379, 386, 420, 421, 691, 694, 695, 881]",SJNC.tsv
probably,1,383,"[296, 383, 606, 709, 753, 804, 884, 938, 1032, 1053]",SJNC.tsv
grease,1,302,"[299, 302, 305, 324]",SJNC.tsv
watch,1,325,"[299, 325, 466, 467]",SJNC.tsv
be this be,3,305,"[141, 305]",SJNC.tsv
be this,2,334,"[141, 305, 334, 500, 504, 506, 786, 1136]",SJNC.tsv
at all,2,574,"[305, 574]",SJNC.tsv
this be,2,165,"[141, 165, 305, 672, 783, 854, 903]",SJNC.tsv
bite,1,307,"[165, 197, 307, 395, 442, 668, 937, 965]",SJNC.tsv
get it,2,324,"[22, 324, 326, 502, 966, 993]",SJNC.tsv
be honest,2,324,"[84, 324, 1123]",SJNC.tsv
it on,2,324,"[164, 324]",SJNC.tsv
back,1,324,"[171, 188, 324, 326, 331, 390, 541, 881, 966, 993]",SJNC.tsv
i haven't,2,324,"[188, 220, 324]",SJNC.tsv
it back,2,326,"[188, 324, 326]",SJNC.tsv
find,1,361,"[324, 361, 458, 553, 796, 938]",SJNC.tsv
i didn't,2,461,"[324, 461, 536, 540, 560, 878]",SJNC.tsv
to be,2,465,"[324, 465, 598, 709, 1036, 1123]",SJNC.tsv
bring,1,496,"[188, 324, 496, 864]",SJNC.tsv
can get,2,328,"[61, 328, 520, 525]",SJNC.tsv
you can,2,328,"[155, 255, 328, 427, 449, 520, 525, 625, 824]",SJNC.tsv
get them,2,329,"[328, 329, 331, 520, 621, 696]",SJNC.tsv
them for,2,647,"[328, 647]",SJNC.tsv
to get them,3,621,"[331, 621]",SJNC.tsv
someone,1,346,"[322, 346, 350, 473, 476, 996]",SJNC.tsv
stab,1,346,"[334, 337, 346, 350, 356, 360, 367, 369]",SJNC.tsv
