Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
yeah,1,1,"[0, 1, 2, 4, 12, 27, 28, 37, 51, 54, 55, 62, 73, 84, 90, 93, 96, 102, 103, 105, 106, 108, 109, 119, 126, 138, 139, 153, 157, 158, 160, 161, 165, 169, 171, 175, 176]",SMNV.tsv
be,1,3,"[0, 3, 4, 9, 15, 17, 18, 24, 25, 34, 38, 41, 42, 51, 55, 56, 58, 61, 63, 64, 67, 75, 79, 83, 89, 94, 95, 110, 113, 114, 116, 118, 119, 121, 122, 139, 144, 147, 153, 156, 163, 170, 173]",SMNV.tsv
i,1,9,"[0, 9, 15, 17, 41, 43, 44, 50, 52, 53, 59, 67, 70, 72, 76, 77, 81, 87, 95, 97, 104, 123, 125, 136, 137, 150, 155, 156, 168, 173, 175, 176]",SMNV.tsv
that,1,9,"[0, 9, 13, 15, 21, 42, 45, 56, 58, 61, 75, 87, 89, 97, 113, 114, 122, 127, 131, 138, 139, 153, 156, 173, 175]",SMNV.tsv
brother,1,5,"[3, 4, 5, 6, 7, 54, 56, 57]",SMNV.tsv
her,1,15,"[5, 15, 24, 25, 49, 79, 83, 88, 97, 116, 118, 121, 122, 132, 151]",SMNV.tsv
his,1,20,"[6, 7, 20, 54, 97, 99, 116]",SMNV.tsv
his brother,2,7,"[6, 7, 54]",SMNV.tsv
marry,1,11,"[10, 11]",SMNV.tsv
mm,1,46,"[14, 46, 80]",SMNV.tsv
it's,1,18,"[1, 4, 9, 17, 18, 30, 42, 54, 117, 122, 171]",SMNV.tsv
i'd be like,3,18,"[9, 18]",SMNV.tsv
off,1,44,"[18, 44]",SMNV.tsv
still,1,54,"[18, 54]",SMNV.tsv
like,1,13,"[9, 13, 15, 18, 24, 30, 32, 36, 38, 45, 47, 51, 60, 61, 83, 89, 92, 94, 97, 104, 110, 116, 122, 129, 130, 149, 151, 153, 156, 173, 174, 175, 176]",SMNV.tsv
be like,2,24,"[9, 18, 24, 51, 94, 110, 122, 173]",SMNV.tsv
fuck,1,29,"[18, 29, 32, 42, 61, 101, 113, 127, 154, 159, 172]",SMNV.tsv
shit,1,33,"[19, 33, 94, 95]",SMNV.tsv
not,1,21,"[9, 21, 26, 30, 35, 53, 54, 63, 89, 97, 143, 144, 155, 156]",SMNV.tsv
he's,1,37,"[21, 35, 37, 38, 64, 71, 72, 95, 97, 122, 150, 151]",SMNV.tsv
me,1,40,"[9, 40, 122]",SMNV.tsv
and,1,40,"[20, 23, 36, 40, 42, 44, 62, 71, 95, 97, 113, 116, 122, 127, 129, 151]",SMNV.tsv
it,1,30,"[3, 9, 30, 42, 60, 61, 97, 110, 113, 118, 119, 142, 171, 176]",SMNV.tsv
