Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
i,1,1,"[0, 1, 3, 4, 9, 11, 13, 19, 24, 30, 31, 41, 45, 47, 49, 50, 51, 55, 58, 61, 62, 63, 79, 84, 88, 92, 102, 103, 104, 106, 108, 109, 117, 119, 121, 123, 132, 133, 134, 135, 138, 140, 143, 145, 151, 153, 154, 158, 162, 164, 173, 174, 178, 185, 186, 189, 190, 191, 195, 197, 198, 199, 203, 205, 207, 209, 211, 214, 216, 218, 220, 222, 223, 229, 232, 238, 243, 245, 265, 267, 268, 270, 272, 275, 302, 308, 316, 319, 321, 323, 329, 340, 348, 350, 357, 364, 369, 373, 375, 377, 378, 381, 387, 399, 400, 402, 404, 405, 418, 423, 426, 428, 444, 448, 449, 451, 457, 460, 463, 464, 465, 475, 488, 490, 492, 499, 516, 522, 537]",STKH.tsv
be,1,1,"[0, 1, 4, 12, 13, 15, 19, 21, 23, 24, 34, 41, 42, 45, 54, 56, 71, 72, 79, 85, 92, 102, 103, 111, 129, 132, 139, 144, 151, 158, 161, 185, 195, 197, 205, 206, 211, 212, 216, 217, 218, 220, 222, 225, 227, 230, 238, 242, 259, 285, 287, 289, 307, 309, 317, 320, 325, 327, 332, 357, 367, 374, 380, 387, 389, 400, 402, 403, 405, 410, 418, 419, 426, 428, 429, 433, 443, 448, 467, 470, 472, 484, 503, 515, 520, 527, 528, 530, 533]",STKH.tsv
there's,1,12,"[0, 12, 119, 183, 202, 252, 381, 406]",STKH.tsv
anyway,1,126,"[0, 91, 126, 209, 395]",STKH.tsv
gonna,1,126,"[0, 47, 126, 177, 216, 238, 329, 380, 395, 426]",STKH.tsv
always,1,236,"[0, 139, 185, 189, 236]",STKH.tsv
yeah,1,11,"[6, 11, 12, 13, 30, 31, 40, 43, 46, 47, 55, 65, 67, 85, 104, 117, 120, 122, 126, 148, 149, 151, 159, 180, 181, 183, 187, 191, 198, 199, 200, 209, 210, 215, 218, 223, 229, 230, 254, 277, 284, 299, 306, 331, 339, 346, 350, 366, 368, 384, 386, 394, 396, 406, 412, 416, 420, 429, 434, 437, 441, 477, 479, 502, 503, 504, 507, 527, 533]",STKH.tsv
one,1,12,"[11, 12, 20, 50, 92, 96, 114, 140, 185, 199, 201, 211, 232, 233, 235, 236, 270, 306, 339, 384, 386, 453, 476]",STKH.tsv
no,1,28,"[11, 13, 17, 28, 69, 71, 105, 114, 125, 137, 140, 147, 158, 189, 190, 195, 241, 264, 267, 274, 278, 286, 288, 302, 317, 328, 377, 383, 391, 399, 445, 450, 451, 453, 472, 476, 482, 500, 505]",STKH.tsv
after,1,94,"[11, 94, 193]",STKH.tsv
i print,2,270,"[11, 270]",STKH.tsv
print,1,274,"[11, 13, 274]",STKH.tsv
go,1,13,"[1, 9, 13, 47, 70, 79, 92, 121, 126, 132, 141, 158, 159, 162, 183, 186, 203, 209, 211, 220, 238, 242, 329, 338, 359, 381, 387, 407, 410, 428, 453, 459, 462, 470, 485, 487, 490, 499, 500, 501, 503, 505, 509, 519]",STKH.tsv
erm,1,13,"[5, 13, 24, 28, 38, 41, 45, 94, 137, 164, 166, 176, 185, 199, 203, 205, 211, 296, 308, 316, 333, 355, 402, 421, 425, 429, 431, 433, 439, 444, 536]",STKH.tsv
go to,2,13,"[9, 13, 92, 158, 162, 186, 211, 238, 242, 329, 387, 407, 410, 470, 485, 487, 490, 519]",STKH.tsv
some,1,13,"[9, 13, 37, 61, 81, 114, 128, 164, 197, 203, 240, 461]",STKH.tsv
to,1,13,"[9, 12, 13, 40, 42, 58, 85, 89, 92, 109, 110, 111, 121, 128, 132, 136, 137, 138, 140, 146, 147, 152, 153, 158, 159, 162, 164, 166, 185, 186, 189, 193, 195, 198, 209, 211, 216, 222, 231, 232, 238, 242, 270, 281, 306, 329, 338, 345, 348, 367, 375, 377, 378, 381, 382, 387, 390, 392, 393, 394, 398, 403, 405, 407, 408, 410, 428, 433, 440, 444, 448, 455, 457, 464, 465, 466, 470, 485, 487, 490, 492, 493, 499, 508, 519, 520]",STKH.tsv
to be,2,13,"[12, 13, 42, 111, 403, 410]",STKH.tsv
that,1,20,"[13, 20, 21, 46, 47, 85, 92, 93, 94, 109, 114, 117, 131, 134, 139, 140, 143, 144, 151, 152, 159, 169, 178, 181, 182, 183, 185, 190, 202, 216, 223, 225, 232, 238, 259, 277, 278, 295, 306, 314, 322, 338, 340, 345, 377, 382, 384, 400, 402, 405, 411, 414, 457, 461, 462, 466, 508, 525, 540]",STKH.tsv
i don't,2,24,"[13, 24, 47, 62, 79, 104, 108, 119, 185, 207, 209, 211, 243, 245, 308, 373, 377, 378, 444]",STKH.tsv
i'm,1,24,"[13, 24, 47, 110, 126, 140, 143, 158, 177, 238, 255, 273, 329, 400, 402, 405, 406, 428, 444, 463, 468, 470, 516, 534]",STKH.tsv
you,1,13,"[2, 13, 21, 27, 32, 40, 69, 85, 99, 108, 109, 110, 111, 113, 117, 123, 124, 125, 136, 139, 153, 157, 159, 161, 169, 170, 172, 185, 188, 189, 194, 206, 217, 229, 230, 233, 235, 240, 242, 250, 257, 265, 266, 268, 270, 273, 278, 279, 280, 281, 289, 292, 296, 298, 306, 309, 310, 322, 334, 342, 343, 345, 347, 357, 359, 360, 361, 362, 367, 374, 380, 382, 384, 386, 388, 390, 393, 395, 398, 402, 406, 411, 412, 422, 433, 437, 443, 444, 448, 452, 455, 456, 457, 461, 467, 471, 474, 477, 485, 493, 499, 500, 503, 505, 508, 509, 512, 513, 514, 515, 520, 525, 526, 528]",STKH.tsv
cos,1,42,"[13, 42, 45, 58, 85, 105, 134, 137, 174, 193, 195, 205, 208, 229, 230, 322, 344, 348, 357, 433, 529]",STKH.tsv
just,1,42,"[13, 42, 45, 58, 69, 88, 107, 108, 124, 128, 166, 172, 174, 209, 211, 212, 217, 220, 227, 258, 268, 270, 335, 339, 363, 375, 381, 388, 412, 422, 426, 500, 501, 505, 524, 529]",STKH.tsv
out,1,13,"[10, 13, 98, 121, 159, 185, 270, 367, 386, 471, 476, 524]",STKH.tsv
don't,1,27,"[13, 24, 27, 47, 62, 79, 104, 105, 108, 110, 111, 119, 136, 137, 185, 188, 207, 209, 211, 224, 243, 245, 289, 308, 314, 357, 373, 376, 377, 378, 384, 386, 398, 428, 444, 459, 522, 524]",STKH.tsv
probably,1,132,"[13, 132, 322]",STKH.tsv
much,1,134,"[13, 134, 455]",STKH.tsv
yeah you,2,159,"[13, 159]",STKH.tsv
no i,2,190,"[13, 190, 195, 267, 399]",STKH.tsv
i'm go to,3,238,"[13, 238, 470]",STKH.tsv
print out,2,270,"[13, 270]",STKH.tsv
for,1,30,"[15, 30, 42, 75, 84, 85, 94, 110, 128, 133, 159, 197, 203, 216, 254, 255, 264, 437, 462, 526, 540]",STKH.tsv
