Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
oh,1,1,"[0, 1, 3, 19, 24, 28, 52, 63, 64, 81, 87, 101, 123, 222, 224, 228, 232, 266, 269, 270, 293, 317, 335, 418, 422, 434, 453, 466, 495, 537, 577, 579, 581, 587, 627, 640, 658, 663, 677, 697, 700, 713, 716, 720, 733, 742, 765, 793, 798, 799, 854, 876, 888, 890, 920, 921, 923, 925, 936, 951, 952, 997, 1001, 1002, 1005, 1028, 1065, 1069, 1071, 1096, 1105, 1107, 1129, 1145, 1147, 1150, 1169, 1171, 1194, 1250]",SFMJ.tsv
it,1,6,"[0, 6, 17, 23, 27, 31, 32, 40, 47, 54, 57, 62, 63, 100, 116, 146, 150, 162, 164, 191, 197, 199, 206, 249, 257, 276, 294, 306, 308, 309, 311, 339, 341, 356, 364, 365, 391, 414, 418, 420, 425, 426, 428, 429, 448, 486, 500, 501, 503, 506, 516, 535, 541, 542, 548, 564, 585, 593, 604, 605, 625, 652, 657, 663, 666, 674, 678, 683, 696, 710, 712, 719, 726, 734, 743, 746, 748, 749, 757, 780, 781, 792, 798, 801, 829, 831, 838, 843, 845, 847, 873, 875, 880, 884, 885, 899, 904, 918, 928, 929, 931, 947, 958, 999, 1004, 1007, 1016, 1020, 1055, 1064, 1078, 1101, 1120, 1124, 1130, 1138, 1144, 1154, 1172, 1173, 1190, 1197, 1204, 1205, 1226, 1240, 1251, 1253, 1270, 1276, 1293, 1299, 1301, 1325, 1328]",SFMJ.tsv
oh just,2,24,"[0, 24]",SFMJ.tsv
just,1,2,"[0, 2, 24, 26, 32, 100, 116, 155, 158, 251, 271, 306, 334, 345, 355, 481, 532, 609, 632, 745, 748, 757, 761, 777, 779, 791, 801, 829, 859, 884, 901, 909, 924, 968, 982, 999, 1020, 1064, 1078, 1099, 1123, 1157, 1212, 1214, 1256]",SFMJ.tsv
can,1,178,"[0, 178, 233, 234, 243, 397, 446, 448, 450, 530, 671, 884, 916, 947, 951, 988, 1155, 1169]",SFMJ.tsv
water,1,215,"[0, 215, 1098]",SFMJ.tsv
sweet,1,1261,"[19, 21, 1261, 1265]",SFMJ.tsv
do,1,23,"[1, 23, 33, 42, 47, 93, 117, 127, 130, 141, 143, 152, 156, 171, 180, 192, 199, 202, 203, 204, 238, 241, 243, 249, 265, 274, 280, 308, 315, 374, 376, 378, 414, 426, 428, 429, 435, 446, 448, 450, 489, 500, 534, 554, 559, 602, 605, 640, 680, 732, 756, 757, 768, 778, 780, 781, 829, 843, 880, 885, 895, 911, 936, 960, 963, 997, 999, 1000, 1020, 1103, 1104, 1153, 1164, 1166, 1226, 1273, 1274, 1276, 1300]",SFMJ.tsv
take,1,32,"[23, 32, 47, 93, 164, 191, 225, 414, 446, 500, 670, 1053, 1055, 1219, 1256, 1269]",SFMJ.tsv
long,1,48,"[23, 48, 500, 508, 933]",SFMJ.tsv
how,1,59,"[23, 59, 141, 142, 335, 378, 517, 815, 829, 838, 1098, 1260]",SFMJ.tsv
only,1,476,"[23, 47, 476, 609, 678, 755, 1299, 1311]",SFMJ.tsv
yeah,1,25,"[5, 9, 11, 13, 25, 30, 32, 34, 46, 49, 53, 56, 58, 60, 65, 68, 75, 77, 80, 81, 83, 93, 97, 103, 107, 109, 114, 115, 121, 123, 126, 129, 131, 140, 145, 146, 157, 160, 167, 168, 170, 179, 180, 183, 196, 198, 200, 209, 217, 218, 228, 234, 238, 243, 246, 247, 248, 256, 261, 263, 272, 275, 276, 277, 281, 282, 287, 291, 297, 301, 305, 307, 312, 313, 340, 344, 349, 351, 357, 359, 363, 366, 371, 372, 373, 377, 379, 381, 390, 399, 403, 409, 411, 422, 427, 435, 436, 444, 447, 455, 459, 461, 463, 476, 478, 482, 485, 486, 493, 496, 504, 505, 509, 518, 520, 522, 529, 550, 552, 554, 556, 571, 589, 590, 591, 592, 602, 608, 610, 612, 613, 616, 620, 621, 624, 626, 632, 634, 637, 645, 648, 650, 651, 653, 654, 661, 663, 665, 670, 671, 673, 685, 687, 689, 692, 694, 702, 703, 705, 707, 711, 713, 714, 715, 718, 722, 727, 729, 735, 742, 744, 747, 748, 752, 754, 760, 762, 770, 786, 794, 797, 799, 809, 814, 817, 818, 823, 824, 826, 828, 830, 835, 840, 844, 846, 848, 851, 852, 854, 856, 858, 859, 860, 865, 867, 869, 874, 885, 889, 894, 897, 899, 901, 906, 914, 929, 932, 935, 937, 940, 955, 957, 960, 961, 977, 979, 997, 1004, 1010, 1013, 1025, 1028, 1043, 1044, 1045, 1048, 1056, 1057, 1068, 1070, 1074, 1077, 1079, 1088, 1101, 1102, 1110, 1126, 1128, 1130, 1142, 1149, 1156, 1158, 1160, 1161, 1162, 1177, 1183, 1184, 1190, 1193, 1199, 1200, 1204, 1210, 1232, 1235, 1236, 1240, 1242, 1244, 1246, 1263, 1266, 1267, 1269, 1278, 1283, 1287, 1289, 1297, 1299, 1301, 1302, 1306, 1307, 1311, 1313, 1320, 1322, 1326]",SFMJ.tsv
uhu,1,95,"[37, 95, 135, 149, 884, 1037, 1168]",SFMJ.tsv
to,1,38,"[17, 18, 20, 32, 33, 38, 40, 51, 61, 94, 100, 126, 128, 130, 132, 141, 152, 159, 191, 195, 204, 208, 210, 212, 215, 227, 233, 239, 242, 244, 249, 251, 255, 257, 262, 320, 323, 334, 362, 372, 374, 375, 376, 393, 414, 426, 448, 465, 468, 470, 473, 474, 475, 479, 481, 491, 495, 498, 506, 508, 512, 519, 523, 533, 551, 557, 566, 588, 609, 639, 657, 666, 669, 695, 696, 706, 717, 721, 732, 745, 768, 773, 798, 801, 821, 827, 841, 967, 970, 971, 982, 991, 1004, 1007, 1016, 1053, 1055, 1082, 1083, 1090, 1112, 1141, 1148, 1153, 1172, 1180, 1224, 1236, 1265, 1269, 1280, 1297, 1321, 1322, 1325]",SFMJ.tsv
to get,2,38,"[32, 33, 38, 152, 227, 414, 448, 773, 798, 1083, 1321, 1325]",SFMJ.tsv
early,1,42,"[38, 42]",SFMJ.tsv
