Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
how would you know,4,3,"[0, 3]",SUGV.tsv
you,1,5,"[0, 2, 3, 5, 7, 8, 10, 14, 17, 18, 19, 23, 24, 26, 27, 32, 42, 48, 50, 54, 58, 78, 80, 84, 92, 96, 98, 104, 107, 112, 152, 157, 158, 167, 171, 173, 174, 175, 176, 178, 180, 183, 185, 186, 188, 195, 197, 201, 214, 215, 217, 218, 220, 224, 226, 230, 232, 238, 241, 272, 273, 276, 285, 304, 320, 330, 331, 352, 356, 362, 366]",SUGV.tsv
you know,2,17,"[0, 2, 17, 78, 224, 241]",SUGV.tsv
how,1,17,"[0, 2, 17, 36, 92, 107, 227, 276]",SUGV.tsv
would,1,107,"[0, 2, 3, 14, 107, 167, 174, 179, 180, 188, 197, 205, 214, 215, 217, 218, 220, 221, 230, 231, 232, 241, 253, 273, 279, 285, 286, 293, 304, 315, 319, 330, 334, 349, 352, 366]",SUGV.tsv
know,1,103,"[0, 2, 3, 17, 78, 103, 107, 109, 214, 218, 224, 241, 242, 332]",SUGV.tsv
would you,2,171,"[0, 2, 3, 171, 180, 285, 366]",SUGV.tsv
how would you know if,5,3,"[2, 3]",SUGV.tsv
happy,1,3,"[2, 3, 17, 18, 22, 23, 24, 26, 72, 124, 167, 173, 174, 177, 178, 187, 220, 228]",SUGV.tsv
be,1,5,"[2, 5, 17, 26, 36, 37, 39, 42, 43, 50, 53, 61, 63, 66, 67, 75, 77, 81, 86, 87, 95, 103, 104, 107, 108, 109, 119, 122, 127, 130, 132, 136, 137, 140, 141, 144, 145, 148, 152, 157, 158, 167, 171, 173, 181, 197, 201, 214, 218, 221, 224, 226, 228, 230, 251, 252, 276, 293, 304, 315, 317, 325, 326, 327, 330, 331, 338, 343, 349, 352, 362, 366, 368]",SUGV.tsv
if,1,22,"[2, 3, 22, 107, 109, 167, 171, 185, 200, 218, 220, 222, 230, 241, 304]",SUGV.tsv
you be,2,152,"[2, 152, 157, 158, 167, 230, 366]",SUGV.tsv
yeah,1,24,"[4, 6, 12, 20, 24, 29, 30, 33, 35, 49, 61, 100, 105, 106, 107, 111, 119, 155, 168, 173, 181, 184, 186, 194, 198, 202, 206, 223, 233, 239, 246, 255, 257, 266, 268, 281, 294, 295, 304, 317, 336, 345]",SUGV.tsv
well,1,8,"[7, 8, 47, 82, 95, 96, 107, 109, 114, 122, 153, 172, 195, 200, 215, 218, 219, 220, 234, 259, 273, 282, 298, 308, 352, 366, 368]",SUGV.tsv
can,1,8,"[7, 8, 19, 24, 80, 195, 258, 262, 286, 335, 353, 355, 356, 361]",SUGV.tsv
