Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
be,1,3,"[0, 2, 3, 16, 20, 21, 22, 26, 28, 40, 49, 54, 56, 58, 66, 67, 68, 87, 90, 101, 103, 115, 117, 118, 119, 120, 121, 133, 149, 160, 169, 181, 187, 197, 220, 231, 238, 245, 248, 256, 264, 265, 273, 275, 281, 283, 286, 293, 306, 310, 312, 324, 330, 332, 333, 336, 354, 355, 362, 365, 368, 370, 372, 374, 384, 393, 399, 409, 412, 430, 432, 434, 436, 437, 438, 440, 446]",S9D7.tsv
yes,1,5,"[0, 2, 4, 5, 20, 24, 25, 33, 34, 35, 36, 37, 43, 44, 46, 50, 66, 67, 70, 74, 76, 93, 104, 106, 108, 111, 114, 115, 116, 118, 121, 122, 124, 131, 132, 134, 136, 137, 147, 148, 153, 156, 169, 176, 189, 194, 196, 201, 203, 216, 229, 230, 234, 239, 241, 247, 249, 251, 259, 261, 262, 265, 276, 278, 282, 284, 285, 290, 296, 298, 299, 302, 303, 305, 306, 314, 318, 323, 328, 332, 339, 355, 358, 359, 361, 363, 365, 369, 381, 383, 385, 387, 389, 391, 393, 394, 408, 409, 410, 411, 415, 418, 424, 431, 432, 433, 435, 437, 440, 442, 448, 449, 451]",S9D7.tsv
it,1,60,"[0, 24, 58, 60, 63, 66, 67, 71, 73, 77, 78, 101, 103, 114, 129, 143, 144, 145, 167, 169, 172, 181, 187, 197, 203, 214, 219, 220, 222, 238, 243, 245, 264, 265, 268, 273, 275, 286, 289, 293, 295, 296, 304, 312, 313, 324, 332, 333, 349, 354, 355, 361, 365, 370, 372, 374, 381, 384, 388, 389, 408, 409, 411, 412, 426, 434]",S9D7.tsv
it be,2,103,"[0, 103, 187, 197, 238, 265, 286, 312, 332, 333, 354, 355, 365, 370, 372, 374, 384, 409]",S9D7.tsv
yes it,2,389,"[0, 24, 67, 265, 355, 389, 408, 409]",S9D7.tsv
it's,1,9,"[2, 9, 10, 15, 16, 56, 65, 81, 84, 100, 160, 164, 173, 188, 191, 193, 196, 222, 243, 247, 266, 268, 289, 295, 322, 328, 329, 345, 376, 378, 383, 386, 387, 388, 391, 395, 396, 405, 410, 411, 413, 417, 422, 434, 448, 449, 450]",S9D7.tsv
nice,1,66,"[2, 40, 44, 66, 67, 115, 266, 280, 296, 352, 354, 355, 383, 384, 447, 449]",S9D7.tsv
be nice,2,384,"[2, 67, 115, 384]",S9D7.tsv
late,1,4,"[3, 4, 9, 52]",S9D7.tsv
for,1,49,"[4, 40, 49, 77, 89, 96, 136, 143, 145, 178, 181, 190, 197, 212, 245, 263, 271, 275, 302, 306, 310, 413, 414, 415, 434]",S9D7.tsv
for me,2,143,"[4, 143]",S9D7.tsv
to,1,7,"[1, 7, 8, 14, 16, 26, 45, 49, 52, 54, 56, 61, 65, 96, 107, 111, 113, 114, 119, 138, 145, 154, 172, 200, 202, 207, 220, 245, 264, 306, 310, 316, 336, 353, 364, 388, 394, 430, 432, 434, 436, 438]",S9D7.tsv
erm,1,7,"[3, 7, 14, 30, 56, 96, 139, 155, 164, 167, 169, 179, 185, 197, 199, 210, 291, 310, 357, 370, 386, 400]",S9D7.tsv
seven,1,11,"[7, 8, 11]",S9D7.tsv
not,1,10,"[1, 3, 9, 10, 46, 50, 56, 65, 97, 107, 114, 149, 171, 220, 301, 387, 396]",S9D7.tsv
it's not,2,10,"[9, 10, 56, 387, 396]",S9D7.tsv
no,1,51,"[10, 24, 42, 51, 54, 64, 66, 90, 98, 125, 128, 145, 150, 151, 172, 221, 240, 267, 270, 301, 326, 327, 337, 365, 367, 398, 407, 435, 444, 446]",S9D7.tsv
yeah,1,55,"[12, 16, 22, 29, 31, 55, 62, 69, 73, 75, 84, 85, 86, 94, 95, 121, 139, 144, 146, 152, 180, 186, 188, 191, 192, 198, 202, 209, 211, 219, 220, 224, 227, 231, 242, 243, 244, 245, 246, 250, 253, 254, 260, 287, 291, 292, 294, 295, 305, 307, 309, 311, 317, 319, 327, 331, 332, 333, 341, 343, 346, 348, 350, 355, 370, 371, 373, 375, 401, 406, 408, 409, 421, 427, 429, 439, 441]",S9D7.tsv
in the,2,16,"[1, 3, 16, 18, 19, 21, 33, 65, 79, 181, 244, 313, 320, 322, 357, 413]",S9D7.tsv
of,1,16,"[3, 16, 100, 164, 169, 171, 181, 188, 197, 226, 273, 275, 279, 281, 283, 292, 293, 296, 299, 301, 310, 322, 327, 333, 335, 344, 357, 391, 397, 400, 413, 423]",S9D7.tsv
so,1,16,"[15, 16, 43, 56, 59, 69, 104, 151, 167, 175, 188, 191, 214, 215, 216, 244, 247, 253, 277, 326, 327, 330, 340, 423, 434, 443]",S9D7.tsv
be a,2,21,"[16, 21, 66, 133, 197, 273, 283, 430, 434]",S9D7.tsv
in,1,21,"[1, 3, 16, 18, 21, 33, 58, 65, 100, 158, 159, 181, 217, 244, 256, 313, 320, 322, 344, 353, 357, 360, 399, 411, 413, 420]",S9D7.tsv
the,1,21,"[1, 3, 16, 18, 20, 21, 23, 24, 33, 45, 54, 56, 58, 65, 73, 79, 81, 96, 114, 117, 129, 136, 169, 171, 181, 197, 199, 200, 207, 208, 214, 222, 231, 233, 244, 245, 247, 249, 253, 256, 275, 277, 284, 310, 313, 316, 320, 322, 344, 354, 357, 359, 372, 378, 391, 392, 413, 423, 425, 428, 434]",S9D7.tsv
to be,2,26,"[16, 26, 306, 430, 434]",S9D7.tsv
at,1,26,"[16, 20, 26, 58, 73, 85, 117, 247]",S9D7.tsv
go to,2,45,"[16, 45, 200, 207, 220, 316, 388, 436, 438]",S9D7.tsv
cos,1,66,"[16, 56, 66, 83, 119, 149, 173, 226, 248, 324, 354, 423, 445]",S9D7.tsv
a,1,57,"[16, 18, 21, 22, 56, 57, 61, 66, 68, 111, 133, 141, 164, 187, 188, 197, 208, 210, 218, 220, 225, 226, 273, 277, 279, 283, 289, 295, 296, 299, 306, 333, 338, 344, 345, 365, 377, 381, 382, 387, 390, 395, 423, 425, 430, 434, 435, 442, 447, 450]",S9D7.tsv
ten,1,171,"[16, 19, 65, 171]",S9D7.tsv
go,1,155,"[16, 45, 155, 173, 174, 199, 200, 207, 220, 253, 263, 316, 324, 342, 355, 388, 403, 436, 438]",S9D7.tsv
a bite,2,57,"[16, 57, 210, 218, 226, 289, 382]",S9D7.tsv
work,1,226,"[16, 58, 217, 226, 302, 304, 310]",S9D7.tsv
i'm,1,228,"[16, 50, 58, 114, 228]",S9D7.tsv
other,1,391,"[16, 168, 391]",S9D7.tsv
better,1,417,"[16, 320, 328, 410, 417]",S9D7.tsv
that,1,96,"[18, 33, 56, 58, 96, 100, 104, 113, 114, 115, 120, 125, 127, 130, 138, 160, 174, 177, 187, 189, 191, 203, 212, 214, 215, 217, 261, 284, 293, 296, 310, 335, 368, 381, 388, 394, 405, 411, 420, 428, 434, 437, 446, 447]",S9D7.tsv
quite,1,197,"[18, 22, 56, 188, 190, 197, 208, 306, 354, 382, 388, 390, 395]",S9D7.tsv
quite a,2,382,"[18, 22, 56, 188, 382, 390, 395]",S9D7.tsv
way,1,203,"[20, 70, 203, 231, 378, 390, 430]",S9D7.tsv
the other,2,391,"[20, 222, 284, 391]",S9D7.tsv
do,1,22,"[1, 13, 22, 33, 40, 57, 58, 77, 78, 96, 114, 136, 138, 143, 144, 145, 154, 169, 181, 183, 197, 214, 215, 220, 222, 243, 245, 257, 296, 310, 369, 382, 419, 423, 428, 432, 435]",S9D7.tsv
