Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
water,1,1,"[0, 1, 30, 32, 340, 371, 460, 497, 506, 519]",SEYD.tsv
oh,1,6,"[0, 6, 14, 61, 62, 96, 110, 113, 120, 133, 136, 141, 172, 173, 192, 222, 224, 226, 239, 246, 274, 289, 301, 304, 315, 367, 368, 372, 374, 395, 401, 443, 448, 452, 455, 460, 466, 478, 488, 525, 526, 544, 553, 570, 572, 578, 596, 612, 623, 628, 648, 691, 725, 745, 747, 756, 769, 772, 800, 812, 813, 821, 822, 826, 835, 838, 841, 873, 898, 913, 914, 938, 951]",SEYD.tsv
no,1,46,"[0, 3, 43, 46, 55, 84, 85, 90, 91, 94, 120, 121, 172, 223, 242, 245, 249, 298, 314, 315, 316, 317, 337, 358, 366, 389, 395, 423, 433, 439, 454, 458, 472, 481, 487, 491, 505, 580, 581, 591, 603, 626, 633, 644, 663, 689, 711, 748, 769, 777, 778, 836, 846, 851, 860, 864, 895, 935]",SEYD.tsv
you're,1,48,"[0, 48, 56, 121, 129, 219, 249, 320, 347, 350, 380, 587, 710]",SEYD.tsv
no you're,2,121,"[0, 121]",SEYD.tsv
fine,1,209,"[0, 209, 251, 316, 590, 603, 806]",SEYD.tsv
oh no,2,395,"[0, 315, 395, 769]",SEYD.tsv
you,1,5,"[2, 4, 5, 17, 18, 20, 27, 28, 33, 36, 40, 45, 50, 52, 54, 56, 60, 68, 83, 90, 92, 111, 119, 120, 140, 156, 159, 169, 172, 179, 180, 194, 197, 203, 228, 234, 244, 251, 270, 291, 292, 295, 297, 298, 300, 311, 318, 330, 335, 340, 351, 357, 367, 375, 377, 379, 382, 385, 386, 411, 420, 443, 445, 456, 460, 469, 480, 483, 484, 487, 493, 525, 527, 531, 544, 555, 559, 567, 569, 571, 573, 578, 580, 581, 583, 584, 586, 589, 590, 597, 600, 602, 603, 604, 610, 613, 614, 615, 624, 640, 641, 642, 645, 646, 657, 662, 667, 676, 683, 695, 702, 711, 715, 716, 734, 760, 763, 766, 783, 799, 802, 806, 819, 840, 843, 847, 848, 857, 874, 890, 897, 906, 934, 941]",SEYD.tsv
thank you,2,5,"[4, 5, 90, 140, 251, 298, 318, 544, 555, 590, 603]",SEYD.tsv
thank,1,7,"[5, 7, 32, 91, 140, 251, 298, 318, 544, 555, 590, 603]",SEYD.tsv
