Expression,Expression_length,Expression_established_position,Expression_uttered_position,file
so,1,69,"[0, 7, 43, 50, 69, 117, 123, 138, 148, 161, 171, 175, 190, 196, 211, 219, 230, 291, 297, 300, 325, 333, 345, 426, 431, 443, 447, 448, 449, 479, 489, 512, 517, 521, 544, 546, 553, 619, 675, 734, 763, 806, 810, 833, 837, 859, 865, 940, 944, 945]",SHC3.tsv
okay,1,25,"[0, 25, 44, 72, 113, 237, 258, 266, 374, 379, 407, 409, 479, 567, 603, 605, 664, 778, 787, 846, 943, 946]",SHC3.tsv
stories,1,5,"[2, 5, 6, 7]",SHC3.tsv
like,1,5,"[2, 5, 6, 7, 25, 50, 67, 169, 176, 186, 202, 231, 278, 282, 283, 319, 320, 359, 373, 419, 490, 514, 517, 519, 521, 522, 524, 528, 544, 575, 604, 618, 619, 631, 634, 636, 695, 734, 745, 747, 749, 754, 769, 771, 775, 812, 835, 836, 838, 859, 861, 866, 867, 883, 895]",SHC3.tsv
you,1,6,"[2, 6, 18, 65, 67, 72, 107, 109, 113, 123, 135, 146, 148, 152, 155, 158, 168, 169, 175, 177, 179, 184, 192, 193, 195, 196, 198, 213, 215, 217, 219, 233, 245, 254, 262, 265, 284, 285, 291, 295, 299, 300, 311, 315, 345, 350, 352, 358, 372, 377, 387, 389, 391, 393, 418, 428, 432, 434, 437, 439, 442, 444, 446, 451, 455, 466, 473, 479, 483, 485, 489, 490, 497, 505, 508, 510, 512, 525, 538, 546, 553, 557, 563, 567, 602, 616, 618, 619, 627, 633, 653, 669, 670, 675, 681, 687, 689, 693, 694, 695, 699, 701, 702, 706, 707, 708, 716, 729, 734, 736, 737, 740, 742, 745, 752, 760, 762, 768, 772, 773, 775, 776, 801, 804, 806, 807, 812, 821, 833, 852, 855, 859, 861, 863, 867, 874, 878, 879, 889, 891, 893, 894, 895, 896, 898, 906, 911, 918, 923, 926, 931, 946, 955]",SHC3.tsv
do,1,6,"[2, 6, 58, 59, 68, 84, 107, 113, 117, 123, 155, 158, 161, 168, 190, 196, 230, 263, 266, 290, 300, 311, 315, 358, 363, 365, 366, 367, 368, 377, 391, 417, 418, 432, 434, 442, 451, 466, 479, 485, 489, 490, 521, 551, 553, 567, 601, 616, 622, 631, 633, 660, 666, 669, 701, 708, 734, 736, 739, 740, 752, 769, 773, 776, 790, 795, 796, 797, 810, 811, 816, 821, 852, 855, 859, 861, 863, 867, 870, 882, 894, 896, 897, 911, 918, 927, 941]",SHC3.tsv
what,1,64,"[2, 64, 65, 67, 107, 117, 121, 158, 176, 193, 204, 208, 225, 227, 231, 236, 243, 264, 265, 268, 274, 348, 381, 399, 405, 428, 446, 503, 505, 523, 525, 567, 595, 604, 624, 658, 660, 708, 726, 734, 776, 790, 800, 825, 857, 859, 867, 874, 888, 894, 895, 896, 898, 902, 904, 915, 923, 939, 943, 944]",SHC3.tsv
of,1,87,"[2, 85, 87, 89, 113, 116, 117, 123, 138, 171, 199, 225, 246, 250, 291, 293, 295, 299, 314, 315, 330, 344, 360, 363, 405, 408, 442, 448, 475, 476, 479, 512, 514, 523, 526, 528, 549, 553, 574, 606, 618, 619, 641, 642, 672, 708, 731, 734, 756, 760, 767, 775, 798, 818, 834, 839, 843, 859, 874, 878, 894, 945]",SHC3.tsv
kind of,2,606,"[2, 526, 528, 606, 775, 839, 859, 945]",SHC3.tsv
do you,2,155,"[2, 155, 168, 311, 315, 377, 391, 466, 479, 485, 567, 633, 669, 701, 708, 736, 740, 752, 773, 894, 896, 918]",SHC3.tsv
really,1,7,"[3, 7, 33, 97, 100, 357, 367, 517, 526, 544, 574, 598, 619, 751, 752, 754, 804, 825, 833, 839, 849, 850, 855, 859, 863, 933, 941, 950]",SHC3.tsv
i like,2,7,"[5, 7, 176, 202, 634, 636, 771, 866, 883]",SHC3.tsv
funny stories,2,7,"[5, 6, 7]",SHC3.tsv
be,1,18,"[7, 11, 15, 18, 20, 23, 24, 26, 28, 30, 44, 49, 50, 52, 62, 65, 66, 67, 70, 74, 82, 87, 89, 90, 93, 95, 102, 103, 106, 107, 109, 113, 116, 117, 133, 150, 152, 158, 161, 163, 164, 166, 167, 170, 172, 176, 177, 180, 184, 193, 196, 198, 200, 201, 204, 208, 211, 212, 213, 215, 216, 217, 218, 219, 225, 227, 233, 234, 236, 239, 245, 247, 252, 253, 264, 265, 268, 272, 274, 279, 290, 291, 292, 295, 305, 314, 315, 316, 317, 319, 323, 328, 340, 342, 345, 346, 348, 350, 352, 361, 372, 379, 383, 386, 387, 395, 397, 398, 399, 400, 405, 428, 432, 442, 448, 459, 475, 478, 479, 483, 484, 485, 486, 489, 508, 511, 512, 515, 517, 519, 521, 525, 531, 538, 544, 555, 565, 567, 569, 574, 578, 580, 583, 584, 589, 592, 598, 600, 603, 616, 618, 622, 633, 637, 639, 640, 641, 642, 660, 672, 701, 706, 709, 711, 723, 734, 753, 754, 755, 756, 758, 759, 768, 769, 775, 777, 779, 780, 782, 784, 790, 797, 800, 804, 806, 810, 816, 823, 825, 828, 830, 833, 836, 838, 839, 841, 842, 846, 851, 853, 855, 859, 861, 863, 867, 872, 874, 882, 889, 891, 894, 895, 899, 902, 915, 918, 928, 931, 934, 939, 940, 943, 944, 946]",SHC3.tsv
and,1,51,"[7, 9, 13, 15, 17, 23, 24, 32, 50, 51, 67, 79, 80, 81, 95, 98, 99, 101, 103, 105, 106, 113, 119, 123, 126, 130, 144, 169, 170, 174, 199, 211, 214, 216, 223, 238, 247, 290, 341, 345, 355, 357, 359, 361, 410, 441, 442, 454, 455, 457, 472, 504, 512, 528, 544, 551, 560, 562, 563, 588, 592, 593, 595, 596, 618, 619, 645, 657, 658, 659, 677, 680, 698, 701, 721, 724, 754, 777, 783, 784, 802, 807, 810, 819, 833, 835, 839, 846, 855, 858, 859, 895, 929]",SHC3.tsv
i,1,20,"[5, 7, 11, 15, 20, 32, 43, 50, 59, 61, 62, 64, 66, 71, 88, 89, 107, 112, 117, 131, 136, 140, 144, 149, 154, 171, 176, 179, 182, 183, 192, 193, 200, 202, 207, 212, 214, 215, 233, 235, 236, 238, 261, 262, 263, 267, 288, 289, 292, 294, 295, 296, 306, 315, 321, 322, 329, 340, 343, 345, 352, 381, 382, 390, 394, 412, 414, 416, 417, 424, 425, 430, 432, 433, 452, 461, 465, 468, 469, 479, 485, 488, 490, 503, 508, 509, 511, 514, 517, 521, 524, 531, 544, 564, 565, 569, 574, 578, 593, 602, 609, 612, 619, 623, 626, 627, 628, 634, 636, 639, 641, 648, 652, 653, 662, 666, 673, 678, 684, 687, 688, 701, 708, 712, 723, 728, 731, 733, 734, 735, 737, 743, 744, 745, 752, 754, 755, 758, 759, 769, 771, 782, 785, 791, 793, 802, 803, 804, 807, 810, 812, 815, 816, 817, 818, 819, 821, 822, 823, 828, 834, 837, 838, 846, 847, 848, 851, 853, 857, 859, 866, 867, 870, 874, 883, 885, 888, 897, 898, 906, 911, 914, 917, 923, 927, 929, 930, 933, 934, 944, 951]",SHC3.tsv
happy,1,102,"[7, 65, 102, 512]",SHC3.tsv
cos,1,107,"[7, 15, 107, 112, 115, 140, 150, 177, 190, 211, 218, 314, 337, 339, 381, 487, 497, 512, 518, 521, 531, 568, 571, 750, 756, 760, 797, 807, 808, 818, 855, 859, 861, 863, 874, 894, 924]",SHC3.tsv
my,1,146,"[7, 52, 146, 216, 265, 315, 316, 479, 506, 532, 544, 597, 704, 705, 734, 769, 833, 882, 944]",SHC3.tsv
funny,1,87,"[5, 7, 87, 401, 402]",SHC3.tsv
the,1,20,"[9, 15, 20, 24, 27, 28, 29, 30, 35, 37, 42, 50, 52, 54, 105, 113, 117, 119, 128, 135, 136, 140, 142, 150, 160, 176, 185, 188, 190, 196, 198, 204, 205, 206, 207, 211, 212, 225, 239, 241, 245, 247, 250, 288, 289, 296, 297, 300, 303, 311, 315, 323, 325, 329, 347, 355, 377, 390, 392, 410, 426, 428, 430, 442, 453, 457, 461, 462, 470, 479, 486, 487, 488, 500, 501, 512, 514, 544, 548, 551, 567, 569, 584, 609, 612, 618, 619, 645, 668, 677, 680, 686, 687, 697, 698, 707, 711, 716, 719, 727, 729, 731, 734, 742, 750, 754, 758, 769, 777, 782, 783, 784, 785, 799, 807, 808, 819, 825, 828, 833, 836, 845, 848, 855, 859, 869, 878, 928, 946]",SHC3.tsv
book,1,83,"[9, 82, 83, 85, 87, 89, 567, 676, 677, 678, 754]",SHC3.tsv
also,1,247,"[9, 50, 144, 216, 247, 345, 639, 645, 655, 807, 819, 894]",SHC3.tsv
and the,2,544,"[9, 50, 105, 410, 544, 618, 677, 680, 698, 783]",SHC3.tsv
there's,1,150,"[9, 23, 126, 150, 245, 246, 512, 521, 551, 561, 607, 686, 752, 855]",SHC3.tsv
another,1,749,"[9, 511, 749]",SHC3.tsv
be quite,2,316,"[11, 316, 317, 521, 872]",SHC3.tsv
quite,1,320,"[11, 316, 320, 528, 529, 872]",SHC3.tsv
i think,2,200,"[11, 200, 262, 321, 412, 432, 465, 509, 511, 517, 524, 569, 609, 641, 652, 653, 687, 782, 791, 793, 834, 847, 848, 929, 951]",SHC3.tsv
think,1,66,"[11, 66, 200, 262, 321, 352, 377, 391, 412, 432, 465, 485, 509, 511, 517, 524, 531, 567, 569, 594, 609, 641, 652, 653, 687, 701, 745, 782, 791, 793, 834, 837, 847, 848, 918, 929, 951]",SHC3.tsv
which,1,519,"[11, 106, 478, 519, 675, 701, 719, 775, 859]",SHC3.tsv
it's,1,47,"[13, 23, 47, 82, 83, 87, 106, 108, 117, 138, 174, 181, 190, 251, 265, 275, 293, 295, 319, 339, 355, 357, 378, 379, 385, 408, 435, 487, 521, 524, 528, 529, 544, 582, 593, 594, 638, 639, 653, 700, 701, 737, 754, 760, 804, 808, 835, 855, 860, 894, 901, 947, 948, 949, 954]",SHC3.tsv
some,1,89,"[13, 89, 320, 561, 621, 710, 833, 859, 951]",SHC3.tsv
where,1,70,"[13, 15, 52, 70, 154, 158, 184, 207, 254, 267, 288, 292, 294, 296, 390, 391, 486, 660, 723, 836, 859, 939]",SHC3.tsv
erm,1,210,"[13, 15, 43, 207, 210, 249, 255, 349, 378, 386, 512, 524, 579, 718, 719, 743, 775]",SHC3.tsv
they're,1,297,"[13, 65, 297, 310, 327, 329, 330, 426, 468, 512, 661, 663, 779, 847, 935, 937]",SHC3.tsv
this,1,18,"[15, 18, 20, 23, 25, 44, 72, 95, 112, 113, 126, 133, 149, 151, 155, 163, 170, 180, 184, 187, 207, 219, 222, 223, 225, 230, 247, 249, 296, 301, 305, 323, 337, 346, 383, 399, 414, 423, 431, 459, 464, 485, 488, 512, 526, 565, 627, 628, 631, 633, 636, 642, 669, 695, 709, 722, 734, 744, 751, 808, 810, 833, 865, 866, 867, 915, 943]",SHC3.tsv
as,1,40,"[15, 40, 152, 215, 446, 508, 521, 574, 588, 590, 633, 734, 754, 769, 844, 910, 929]",SHC3.tsv
don't,1,15,"[6, 15, 43, 66, 67, 89, 112, 155, 240, 284, 292, 300, 329, 352, 393, 394, 430, 531, 574, 672, 699, 702, 728, 737, 754, 812, 818, 837, 855, 861, 878, 906, 914, 917, 923, 934, 952]",SHC3.tsv
know,1,67,"[15, 43, 67, 69, 154, 168, 175, 233, 235, 292, 311, 315, 322, 358, 359, 361, 362, 363, 393, 424, 430, 565, 593, 602, 623, 666, 684, 699, 708, 712, 752, 762, 803, 817, 821, 822, 851, 894, 895, 896, 910, 911, 923, 924]",SHC3.tsv
them,1,89,"[15, 88, 89, 426, 489, 564, 618, 641, 660, 662, 669, 748, 833, 834, 855]",SHC3.tsv
but,1,47,"[15, 47, 88, 143, 158, 225, 259, 263, 298, 343, 356, 359, 360, 401, 421, 442, 483, 485, 490, 497, 512, 519, 521, 538, 574, 579, 614, 623, 639, 640, 673, 737, 754, 769, 804, 819, 847, 855, 928, 929]",SHC3.tsv
if,1,62,"[15, 62, 123, 146, 149, 155, 158, 175, 215, 265, 299, 327, 389, 434, 522, 526, 602, 641, 675, 742, 743, 745, 772, 775, 802, 806, 861, 893, 923, 946]",SHC3.tsv
i know,2,154,"[15, 154, 322, 424, 565, 602, 623, 712, 803, 817, 822]",SHC3.tsv
go,1,123,"[15, 54, 105, 106, 123, 133, 144, 228, 229, 239, 240, 249, 254, 266, 289, 297, 301, 312, 314, 325, 329, 339, 349, 377, 378, 423, 426, 457, 460, 479, 485, 512, 521, 529, 549, 551, 592, 616, 687, 695, 720, 752, 754, 769, 821, 859, 882, 889, 895, 928, 939, 940]",SHC3.tsv
they,1,236,"[15, 17, 68, 236, 291, 297, 298, 314, 377, 426, 512, 513, 514, 515, 567, 568, 623, 624, 625, 626, 660, 756, 779, 780, 833, 839, 842, 843, 845, 846, 848, 855, 939, 940, 941, 952]",SHC3.tsv
i don't know,3,292,"[15, 43, 292, 430]",SHC3.tsv
