Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
it's a,2,41,"[24, 41, 153, 385]",S3CK.tsv
if it's a,3,153,"[24, 153]",S3CK.tsv
well if,2,161,"[24, 161]",S3CK.tsv
get a,2,380,"[24, 42, 380]",S3CK.tsv
then you,2,26,"[13, 26, 41, 99, 322]",S3CK.tsv
know,1,26,"[19, 26, 41, 43, 45, 72, 74, 78, 79, 97, 99, 102, 143, 152, 153, 243, 254, 261, 320, 388, 405]",S3CK.tsv
just text her,3,26,"[23, 26]",S3CK.tsv
performance,1,27,"[26, 27]",S3CK.tsv
you know,2,41,"[26, 41, 43, 45, 72, 74, 243, 261, 320]",S3CK.tsv
do it,2,41,"[26, 41, 81, 90, 92, 93, 95, 199, 203, 232, 233, 234]",S3CK.tsv
thing,1,41,"[26, 34, 41, 47, 93, 94, 138, 249, 318, 342, 345, 390]",S3CK.tsv
on a,2,49,"[26, 49, 260, 334]",S3CK.tsv
show,1,53,"[26, 53, 328, 331, 336, 342]",S3CK.tsv
can't,1,81,"[26, 80, 81, 134, 162, 254]",S3CK.tsv
i'll,1,153,"[26, 58, 60, 96, 153, 156, 161, 203, 213, 394]",S3CK.tsv
i'll just,2,203,"[26, 96, 203]",S3CK.tsv
it on,2,390,"[26, 390]",S3CK.tsv
i don't,2,28,"[19, 28, 42, 143, 152, 153, 254, 295, 303, 305, 368, 382, 388]",S3CK.tsv
think,1,161,"[28, 60, 72, 161, 192, 233, 254, 294, 305, 307, 341, 346, 365, 387, 394]",S3CK.tsv
i don't think,3,305,"[28, 305]",S3CK.tsv
like,1,41,"[30, 41, 47, 49, 53, 56, 64, 73, 81, 87, 89, 90, 93, 94, 110, 111, 115, 123, 127, 130, 149, 167, 169, 205, 220, 227, 230, 233, 236, 243, 245, 248, 251, 254, 283, 293, 294, 298, 307, 309, 311, 315, 317, 318, 322, 342, 349, 353, 363, 372, 374, 376, 378, 379, 382, 390, 394, 407]",S3CK.tsv
there's like,2,47,"[30, 47, 315, 322, 374]",S3CK.tsv
look,1,49,"[30, 49, 58, 96, 143, 150, 153, 162, 283, 293, 311, 322, 378, 384, 390, 394]",S3CK.tsv
there's,1,73,"[30, 68, 70, 73, 93, 94, 96, 99, 101, 105, 114, 161, 162, 170, 172, 198, 254, 309, 311, 315, 317, 318, 322, 324, 326, 338, 353, 374, 402, 403]",S3CK.tsv
different,1,81,"[30, 60, 81, 82, 309, 336, 383, 389]",S3CK.tsv
five,1,93,"[30, 93, 260, 342]",S3CK.tsv
have a look,3,153,"[30, 153]",S3CK.tsv
days,1,163,"[30, 82, 163, 228]",S3CK.tsv
have a,2,165,"[30, 165, 173, 249, 322, 383]",S3CK.tsv
three,1,169,"[30, 169, 232]",S3CK.tsv
two,1,73,"[32, 62, 73, 161, 163, 251, 300]",S3CK.tsv
give me,2,165,"[32, 165, 384, 386]",S3CK.tsv
they've,1,165,"[32, 165, 364]",S3CK.tsv
on the,2,322,"[32, 322]",S3CK.tsv
i'm not,2,97,"[34, 97, 246, 298, 394]",S3CK.tsv
today,1,36,"[15, 36, 176, 182]",S3CK.tsv
watch,1,38,"[37, 38, 54, 161, 178]",S3CK.tsv
naruto,1,41,"[40, 41, 58, 179, 180, 181, 203]",S3CK.tsv
what's,1,47,"[40, 47, 58, 99, 119, 122, 162, 322, 411]",S3CK.tsv
to get,2,42,"[11, 13, 42, 60, 93]",S3CK.tsv
i've just,2,42,"[37, 42]",S3CK.tsv
really,1,42,"[37, 42, 45, 57, 80, 83, 85, 123, 143, 152, 153, 161, 223, 230, 231, 236, 245, 253, 265, 303, 315, 317, 350, 352, 364]",S3CK.tsv
off a cliff,3,42,"[41, 42]",S3CK.tsv
run,1,42,"[41, 42, 47, 49, 70]",S3CK.tsv
a cliff,2,49,"[42, 49]",S3CK.tsv
i've,1,87,"[42, 87, 159, 165, 192, 328, 342, 358]",S3CK.tsv
just get,2,93,"[42, 93, 381]",S3CK.tsv
get to,2,114,"[42, 114, 254, 334]",S3CK.tsv
don't really,2,253,"[42, 253, 352]",S3CK.tsv
i don't really,3,303,"[42, 303]",S3CK.tsv
oh yeah,2,67,"[48, 67]",S3CK.tsv
oh i,2,303,"[50, 303, 368]",S3CK.tsv
to be,2,52,"[15, 52, 176, 248, 364, 381]",S3CK.tsv
bite,1,52,"[51, 52, 103, 182, 254, 265, 303, 349, 373, 389, 394]",S3CK.tsv
they're,1,79,"[52, 78, 79, 167, 169, 234, 235, 275, 283, 315, 385, 387, 408, 410]",S3CK.tsv
good,1,85,"[52, 85, 94, 101, 161, 173, 254, 305, 310, 325, 364, 394]",S3CK.tsv
be good,2,101,"[52, 101, 305, 310, 394]",S3CK.tsv
pretty,1,101,"[52, 101, 222, 331]",S3CK.tsv
a little bite,3,103,"[52, 103]",S3CK.tsv
some of,2,125,"[52, 60, 125, 152]",S3CK.tsv
i think,2,161,"[52, 161, 192, 254, 307, 341, 346, 365, 387, 394]",S3CK.tsv
that i,2,161,"[52, 161]",S3CK.tsv
ones that,2,167,"[52, 167]",S3CK.tsv
quite,1,167,"[52, 146, 167, 283, 287, 325, 345, 357, 385]",S3CK.tsv
yeah i,2,177,"[52, 76, 80, 177, 301]",S3CK.tsv
them but,2,230,"[52, 230]",S3CK.tsv
and a,2,234,"[52, 234, 251]",S3CK.tsv
be pretty,2,288,"[52, 288]",S3CK.tsv
little,1,309,"[52, 309]",S3CK.tsv
ones,1,167,"[54, 167]",S3CK.tsv
be they,2,276,"[54, 276, 278, 280]",S3CK.tsv
call,1,58,"[13, 58, 85, 376]",S3CK.tsv
say,1,58,"[19, 23, 53, 58, 61, 62, 68, 99, 110, 111, 114, 135, 161, 215, 217, 247, 281, 322]",S3CK.tsv
you say,2,99,"[58, 99, 111, 161, 217]",S3CK.tsv
it up,2,368,"[58, 96, 150, 368]",S3CK.tsv
party,1,60,"[13, 60, 402, 410]",S3CK.tsv
i mean,2,60,"[41, 60, 76, 84, 231]",S3CK.tsv
u t o,3,60,"[59, 60]",S3CK.tsv
cool,1,67,"[60, 67, 286, 313, 315, 317]",S3CK.tsv
would,1,73,"[60, 73, 78, 152, 163, 211, 212, 217, 309]",S3CK.tsv
have to,2,81,"[60, 81, 90, 92, 93, 143, 184, 205, 309, 407]",S3CK.tsv
erm i,2,123,"[60, 123, 143]",S3CK.tsv
birthday,1,151,"[60, 138, 151, 161, 163]",S3CK.tsv
i'll have,2,153,"[60, 153]",S3CK.tsv
mean,1,183,"[60, 76, 84, 183, 231, 350]",S3CK.tsv
do a,2,187,"[60, 187, 234]",S3CK.tsv
say sunday,2,62,"[61, 62]",S3CK.tsv
sunday,1,62,"[61, 62, 138]",S3CK.tsv
no yeah,2,361,"[62, 361]",S3CK.tsv
you're go to,3,64,"[15, 64]",S3CK.tsv
want to,2,64,"[21, 64, 140, 152, 161, 205, 368]",S3CK.tsv
to go,2,87,"[64, 87, 123, 140, 149, 263, 353]",S3CK.tsv
want,1,167,"[64, 82, 94, 140, 152, 167, 199, 205, 244, 247, 367, 368, 369]",S3CK.tsv
you want,2,199,"[64, 82, 140, 152, 199, 244, 367]",S3CK.tsv
and like,2,236,"[64, 236]",S3CK.tsv
like you're,2,322,"[64, 322]",S3CK.tsv
talk,1,66,"[13, 66, 157, 159, 160, 217, 251, 261]",S3CK.tsv
i be,2,85,"[66, 82, 85, 155, 157, 188, 207, 209, 261]",S3CK.tsv
about that,2,135,"[66, 135, 241]",S3CK.tsv
remember,1,295,"[68, 80, 295, 296, 301, 303]",S3CK.tsv
there's an,2,353,"[68, 353]",S3CK.tsv
and i,2,390,"[68, 390, 394]",S3CK.tsv
and then,2,70,"[13, 19, 41, 47, 49, 70, 93, 99, 105, 109, 213, 260, 309, 322, 334, 380, 390, 407]",S3CK.tsv
there's a,2,93,"[70, 93, 114, 198, 254, 309, 311, 315, 322, 326, 338]",S3CK.tsv
do you know,3,72,"[41, 72]",S3CK.tsv
be a,2,103,"[72, 103, 254, 298]",S3CK.tsv
what be,2,297,"[72, 84, 297, 399]",S3CK.tsv
think it be,3,305,"[72, 305, 394]",S3CK.tsv
do you know what,4,74,"[41, 74]",S3CK.tsv
make,1,74,"[45, 74, 79, 122, 125, 127, 167, 248, 315, 364]",S3CK.tsv
around,1,78,"[13, 78, 176, 220, 235, 293, 309, 322]",S3CK.tsv
it in,2,78,"[41, 78, 394]",S3CK.tsv
in the,2,78,"[49, 78, 237]",S3CK.tsv
know when,2,79,"[78, 79]",S3CK.tsv
see it,2,163,"[78, 163]",S3CK.tsv
it's go,2,311,"[78, 130, 311]",S3CK.tsv
or you,2,322,"[78, 322]",S3CK.tsv
of the,2,80,"[49, 80, 81, 234, 404]",S3CK.tsv
really remember,2,303,"[80, 303]",S3CK.tsv
you don't,2,82,"[21, 82, 110, 369]",S3CK.tsv
japanese,1,82,"[41, 81, 82, 83, 96, 103, 122, 123, 178, 260]",S3CK.tsv
everything,1,82,"[45, 53, 82, 256, 283]",S3CK.tsv
learn japanese,2,82,"[81, 82, 96, 122, 260]",S3CK.tsv
learn,1,83,"[82, 83, 84, 87, 96, 122, 254, 260, 309]",S3CK.tsv
if you,2,93,"[82, 93, 247, 367]",S3CK.tsv
you've get to,3,114,"[82, 114, 269, 334]",S3CK.tsv
could,1,133,"[82, 133, 135, 144, 145, 162, 283, 307, 390]",S3CK.tsv
you could,2,135,"[82, 135, 162, 307]",S3CK.tsv
i be just,3,157,"[82, 157]",S3CK.tsv
to you,2,157,"[82, 156, 157]",S3CK.tsv
forget,1,344,"[82, 344]",S3CK.tsv
the other,2,363,"[82, 363, 404]",S3CK.tsv
to learn,2,84,"[81, 84, 254]",S3CK.tsv
well i,2,85,"[84, 85, 165, 233, 247]",S3CK.tsv
use,1,85,"[84, 85, 156, 322, 364]",S3CK.tsv
be you,2,99,"[84, 99, 161, 176, 399]",S3CK.tsv
mm mm,2,86,"[69, 71, 86, 118, 197, 226, 240, 250, 255, 319, 362, 364]",S3CK.tsv
premium,1,88,"[87, 88]",S3CK.tsv
you have to,3,93,"[90, 92, 93, 309]",S3CK.tsv
do it for,3,93,"[90, 92, 93, 232]",S3CK.tsv
twelve months,2,93,"[90, 93]",S3CK.tsv
it for,2,93,"[90, 92, 93]",S3CK.tsv
to do it,3,199,"[90, 92, 199]",S3CK.tsv
twelve,1,259,"[90, 92, 259]",S3CK.tsv
you have,2,315,"[90, 92, 315]",S3CK.tsv
do it for twelve months,5,93,"[92, 93]",S3CK.tsv
like a,2,94,"[41, 94, 230, 236, 298, 322, 374]",S3CK.tsv
usually,1,94,"[45, 94, 96]",S3CK.tsv
that's,1,94,"[53, 79, 94, 95, 99, 102, 112, 128, 132, 161, 163, 167, 225, 230, 288, 291, 302, 304, 311, 325]",S3CK.tsv
six,1,94,"[81, 93, 94, 144, 199, 202]",S3CK.tsv
sixty six,2,94,"[93, 94]",S3CK.tsv
sure there's,2,101,"[94, 101]",S3CK.tsv
yeah that's,2,167,"[94, 167, 302]",S3CK.tsv
a good,2,173,"[94, 173]",S3CK.tsv
you want me to,4,199,"[94, 199, 247]",S3CK.tsv
i'm sure,2,320,"[94, 320]",S3CK.tsv
sure,1,331,"[94, 298, 331]",S3CK.tsv
that's the,2,288,"[102, 288]",S3CK.tsv
word,1,372,"[102, 372]",S3CK.tsv
goodbye,1,107,"[106, 107, 112, 114]",S3CK.tsv
i'm do,2,120,"[27, 120]",S3CK.tsv
rice,1,380,"[120, 213, 380]",S3CK.tsv
that's a,2,163,"[128, 163]",S3CK.tsv
it's like,2,130,"[41, 87, 89, 93, 130, 245, 322, 374, 376]",S3CK.tsv
and it's,2,130,"[47, 130, 249, 309]",S3CK.tsv
it's like you,3,130,"[87, 130]",S3CK.tsv
like you,2,130,"[93, 130, 322]",S3CK.tsv
m and s,3,135,"[132, 135]",S3CK.tsv
as well,2,232,"[132, 172, 182, 232, 267, 269, 290]",S3CK.tsv
the same,2,331,"[134, 331, 342]",S3CK.tsv
eat,1,136,"[47, 131, 133, 136, 211, 244, 259, 390, 391, 395]",S3CK.tsv
we go,2,284,"[136, 144, 284]",S3CK.tsv
can you,2,297,"[136, 297]",S3CK.tsv
spy,1,141,"[140, 141, 147]",S3CK.tsv
friday,1,144,"[27, 144]",S3CK.tsv
at six,2,144,"[81, 144, 199]",S3CK.tsv
we could,2,145,"[144, 145]",S3CK.tsv
thirty,1,260,"[144, 260]",S3CK.tsv
we go to,3,284,"[144, 284]",S3CK.tsv
the first,2,234,"[146, 234]",S3CK.tsv
i don't know,3,152,"[19, 143, 152, 153, 254, 388]",S3CK.tsv
one,1,152,"[47, 93, 152, 161, 167, 173, 196, 260, 275, 281, 282, 299, 309, 322]",S3CK.tsv
would have see it by the time,7,163,"[152, 163]",S3CK.tsv
would have,2,212,"[152, 212]",S3CK.tsv
friends,1,236,"[152, 229, 236, 269, 299]",S3CK.tsv
of your friends,3,299,"[152, 299]",S3CK.tsv
i'm go to,3,156,"[11, 13, 156, 267, 336, 397]",S3CK.tsv
this for,2,156,"[151, 156]",S3CK.tsv
give,1,165,"[156, 165, 384, 386]",S3CK.tsv
talk about,2,160,"[13, 160, 217, 251]",S3CK.tsv
go to the,3,284,"[160, 284, 349, 410]",S3CK.tsv
to the,2,342,"[160, 342, 349]",S3CK.tsv
look at the,3,162,"[143, 162, 283]",S3CK.tsv
look at,2,162,"[143, 162]",S3CK.tsv
at the,2,173,"[162, 172, 173, 283, 394]",S3CK.tsv
what's on,2,322,"[162, 322]",S3CK.tsv
still,1,164,"[41, 49, 101, 164, 247, 249, 254, 353]",S3CK.tsv
need,1,164,"[87, 164]",S3CK.tsv
charger,1,165,"[164, 165]",S3CK.tsv
work for the,3,166,"[165, 166]",S3CK.tsv
for the,2,251,"[166, 251]",S3CK.tsv
work,1,309,"[166, 309]",S3CK.tsv
we can,2,172,"[19, 172, 283]",S3CK.tsv
the pound shop,3,173,"[172, 173]",S3CK.tsv
can get,2,322,"[172, 322]",S3CK.tsv
wait,1,174,"[161, 174]",S3CK.tsv
till,1,174,"[161, 174, 192]",S3CK.tsv
dad's,1,363,"[174, 363, 366]",S3CK.tsv
else,1,176,"[97, 161, 176, 233, 261, 303]",S3CK.tsv
game,1,176,"[123, 125, 176, 177, 260]",S3CK.tsv
things,1,178,"[19, 178, 205, 235, 254, 309, 315, 334]",S3CK.tsv
japanese anime,2,178,"[41, 178]",S3CK.tsv
anime,1,178,"[41, 53, 178]",S3CK.tsv
a bite,2,182,"[103, 182, 254, 303, 389, 394]",S3CK.tsv
play with,2,193,"[182, 190, 193]",S3CK.tsv
just go,2,236,"[184, 236]",S3CK.tsv
out of,2,315,"[186, 315, 317]",S3CK.tsv
's,1,192,"[11, 13, 192, 307, 402]",S3CK.tsv
that then,2,192,"[73, 192]",S3CK.tsv
later,1,199,"[192, 199]",S3CK.tsv
half,1,234,"[192, 234, 251]",S3CK.tsv
he's,1,346,"[192, 346]",S3CK.tsv
for one,2,196,"[93, 196]",S3CK.tsv
one hour,2,260,"[196, 260]",S3CK.tsv
tv,1,205,"[53, 205, 318]",S3CK.tsv
finish,1,205,"[151, 159, 205]",S3CK.tsv
be go to,3,207,"[79, 207, 209, 261]",S3CK.tsv
and rice,2,380,"[207, 380]",S3CK.tsv
bacon,1,380,"[207, 213, 365, 369, 379, 380, 390]",S3CK.tsv
have it,2,209,"[19, 209]",S3CK.tsv
peas,1,380,"[209, 213, 380]",S3CK.tsv
i'd,1,211,"[61, 123, 143, 149, 211, 353]",S3CK.tsv
eat that,2,211,"[131, 133, 211]",S3CK.tsv
and then you can,4,213,"[13, 213, 322]",S3CK.tsv
can have,2,213,"[19, 213]",S3CK.tsv
and then you,3,213,"[41, 99, 213]",S3CK.tsv
put,1,213,"[79, 213, 315]",S3CK.tsv
you can have,3,322,"[213, 322, 367]",S3CK.tsv
have the,2,328,"[213, 328, 331]",S3CK.tsv
you say that,3,217,"[161, 217]",S3CK.tsv
they mock,2,219,"[218, 219]",S3CK.tsv
a lot,2,221,"[49, 187, 221, 234, 251, 267, 328, 334, 404, 405]",S3CK.tsv
bad,1,236,"[225, 236]",S3CK.tsv
surely,1,229,"[135, 229, 235]",S3CK.tsv
mock,1,229,"[218, 229]",S3CK.tsv
your friends,2,299,"[229, 299]",S3CK.tsv
it's really,2,350,"[231, 350]",S3CK.tsv
they do it,3,233,"[41, 232, 233, 234]",S3CK.tsv
be like,2,233,"[41, 53, 233, 283, 298, 322]",S3CK.tsv
it it,2,233,"[165, 233, 283]",S3CK.tsv
i didn't,2,233,"[183, 233, 394]",S3CK.tsv
they do,2,234,"[233, 234, 251]",S3CK.tsv
all the,2,235,"[87, 235, 293]",S3CK.tsv
and things,2,309,"[235, 309]",S3CK.tsv
that cos,2,237,"[53, 237]",S3CK.tsv
either,1,237,"[93, 237, 405]",S3CK.tsv
cos they,2,331,"[237, 331]",S3CK.tsv
of your,2,299,"[241, 299]",S3CK.tsv
accent,1,243,"[220, 236, 243]",S3CK.tsv
have like,2,315,"[243, 315, 322, 372, 390]",S3CK.tsv
to eat,2,244,"[47, 244]",S3CK.tsv
i can,2,247,"[95, 131, 161, 247]",S3CK.tsv
a place where,3,249,"[73, 249]",S3CK.tsv
happen,1,251,"[249, 251]",S3CK.tsv
place where,2,350,"[249, 350]",S3CK.tsv
i do,2,254,"[7, 254, 303]",S3CK.tsv
always,1,254,"[79, 251, 254, 346]",S3CK.tsv
cos i,2,254,"[97, 254]",S3CK.tsv
bite more,2,254,"[103, 254]",S3CK.tsv
just for,2,254,"[151, 254]",S3CK.tsv
if it's,2,254,"[153, 254]",S3CK.tsv
then i,2,254,"[161, 199, 254]",S3CK.tsv
and if,2,254,"[199, 254]",S3CK.tsv
kid,1,254,"[230, 254]",S3CK.tsv
things and,2,309,"[254, 309, 315, 334]",S3CK.tsv
control,1,322,"[254, 322]",S3CK.tsv
go there,2,353,"[254, 353]",S3CK.tsv
but i,2,394,"[254, 394]",S3CK.tsv
people go,2,402,"[254, 402]",S3CK.tsv
you get,2,309,"[256, 309]",S3CK.tsv
mm yeah,2,258,"[1, 258, 358]",S3CK.tsv
talk to you,3,261,"[157, 261]",S3CK.tsv
to talk,2,261,"[251, 261]",S3CK.tsv
there be,2,292,"[261, 292, 298]",S3CK.tsv
to go to,3,263,"[123, 263]",S3CK.tsv
a week,2,263,"[163, 263]",S3CK.tsv
try,1,267,"[47, 267]",S3CK.tsv
of my,2,269,"[125, 163, 269, 363]",S3CK.tsv
a couple of,3,269,"[165, 269]",S3CK.tsv
also,1,275,"[11, 275]",S3CK.tsv
yeah and,2,275,"[49, 275, 300]",S3CK.tsv
yet,1,275,"[97, 275]",S3CK.tsv
i haven't,2,275,"[177, 275]",S3CK.tsv
old,1,275,"[220, 230, 275, 276, 278, 280]",S3CK.tsv
and also,2,315,"[275, 315, 324]",S3CK.tsv
sorry,1,279,"[13, 183, 279, 368, 375, 392]",S3CK.tsv
go down,2,283,"[93, 283]",S3CK.tsv
can do,2,283,"[95, 283, 309, 318, 322]",S3CK.tsv
could go,2,283,"[135, 283]",S3CK.tsv
we could go,3,283,"[145, 283]",S3CK.tsv
and they're,2,283,"[167, 283]",S3CK.tsv
can we,2,284,"[283, 284]",S3CK.tsv
the aquarium,2,287,"[284, 287]",S3CK.tsv
aquarium,1,353,"[287, 353]",S3CK.tsv
it's quite,2,357,"[287, 357]",S3CK.tsv
be just,2,293,"[157, 293]",S3CK.tsv
shop,1,293,"[173, 293]",S3CK.tsv
walk,1,293,"[288, 293]",S3CK.tsv
cos it,2,372,"[293, 372]",S3CK.tsv
like that,2,294,"[41, 53, 73, 294, 322, 378, 379]",S3CK.tsv
the science museum,3,295,"[294, 295]",S3CK.tsv
erm i'm,2,298,"[11, 298]",S3CK.tsv
be like a,3,298,"[41, 298]",S3CK.tsv
it be good,3,310,"[305, 310, 394]",S3CK.tsv
yeah it be,3,361,"[310, 361]",S3CK.tsv
i haven't be,3,321,"[177, 321]",S3CK.tsv
haven't be,2,353,"[321, 353]",S3CK.tsv
go in,2,327,"[309, 311, 327]",S3CK.tsv
in there,2,328,"[327, 328, 411]",S3CK.tsv
never,1,337,"[79, 337, 358]",S3CK.tsv
planetarium,1,337,"[326, 337, 338]",S3CK.tsv
be to the planetarium,4,342,"[337, 342]",S3CK.tsv
be to,2,353,"[337, 353]",S3CK.tsv
it's kind of,3,345,"[93, 345]",S3CK.tsv
dad,1,345,"[328, 345]",S3CK.tsv
aquarium in,2,354,"[353, 354]",S3CK.tsv
really good,2,364,"[85, 161, 364]",S3CK.tsv
all that stuff,3,364,"[309, 364]",S3CK.tsv
all that,2,364,"[309, 364]",S3CK.tsv
whole,1,364,"[309, 364, 390]",S3CK.tsv
stuff,1,364,"[309, 315, 336, 364, 408]",S3CK.tsv
with the,2,365,"[47, 365]",S3CK.tsv
can have it,3,367,"[19, 367]",S3CK.tsv
or you can have,4,367,"[322, 367]",S3CK.tsv
chop it up,3,368,"[367, 368]",S3CK.tsv
chop,1,380,"[367, 380]",S3CK.tsv
you don't want,3,369,"[21, 369]",S3CK.tsv
don't want,2,369,"[368, 369]",S3CK.tsv
chop up,2,380,"[369, 380]",S3CK.tsv
ravioli,1,380,"[377, 379, 380, 383, 385]",S3CK.tsv
it's not,2,379,"[41, 248, 379]",S3CK.tsv
anything,1,379,"[97, 303, 379]",S3CK.tsv
it like,2,379,"[110, 379]",S3CK.tsv
chop up bacon,3,380,"[379, 380]",S3CK.tsv
be in,2,381,"[49, 297, 328, 381]",S3CK.tsv
in ravioli,2,381,"[380, 381]",S3CK.tsv
have have,2,383,"[212, 383]",S3CK.tsv
which be,2,389,"[99, 101, 313, 326, 389]",S3CK.tsv
be a bite,3,389,"[103, 389]",S3CK.tsv
eat it,2,391,"[47, 391, 395]",S3CK.tsv
it then,2,391,"[149, 203, 391]",S3CK.tsv
alright,1,391,"[236, 391]",S3CK.tsv
but you,2,395,"[79, 395]",S3CK.tsv
four,1,403,"[89, 93, 169, 403]",S3CK.tsv
there's only four people,4,403,"[402, 403]",S3CK.tsv
a lot of,3,405,"[49, 234, 251, 328, 334, 404, 405]",S3CK.tsv
know and,2,405,"[99, 405]",S3CK.tsv
and there,2,405,"[292, 405]",S3CK.tsv
people go to,3,405,"[402, 405]",S3CK.tsv
like have,2,407,"[322, 407]",S3CK.tsv
yell,1,333,"[332, 333]",S3CK.tsv
