Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker,file
would,1,187,"[5, 46, 63, 85, 146, 147, 160, 162, 163, 186, 187, 188, 218, 233]",S7RD.tsv
well,1,19,"[9, 18, 19, 36, 48, 50, 61, 63, 74, 88, 119, 162, 163, 174, 187, 191, 219]",S7RD.tsv
as well,2,187,"[36, 187]",S7RD.tsv
would be,2,187,"[46, 146, 162, 163, 186, 187, 188]",S7RD.tsv
you would,2,187,"[63, 147, 187]",S7RD.tsv
be and,2,187,"[155, 187]",S7RD.tsv
say,1,120,"[63, 71, 120, 122, 125, 127, 163, 197, 198, 201, 204, 230]",S7RD.tsv
i would,2,218,"[5, 85, 160, 218]",S7RD.tsv
try to,2,218,"[135, 218]",S7RD.tsv
carton,1,220,"[204, 220, 221, 222]",S7RD.tsv
in a carton,3,221,"[220, 221]",S7RD.tsv
a little,2,226,"[83, 203, 204, 223, 226]",S7RD.tsv
baby,1,226,"[133, 226, 229]",S7RD.tsv
baby grapes,2,227,"[226, 227, 229]",S7RD.tsv
grapes,1,227,"[226, 227, 229]",S7RD.tsv
chocolate,1,30,"[27, 29, 30, 31, 235]",S7RD.tsv
cookies,1,30,"[27, 30]",S7RD.tsv
shape cookies,2,30,"[29, 30, 31]",S7RD.tsv
jelly mould,2,30,"[29, 30, 33, 51]",S7RD.tsv
on top,2,30,"[29, 30]",S7RD.tsv
some erm,2,127,"[29, 127]",S7RD.tsv
and get,2,236,"[29, 236]",S7RD.tsv
jelly,1,33,"[30, 33, 51]",S7RD.tsv
and the,2,125,"[33, 125]",S7RD.tsv
put in,2,236,"[33, 236, 237]",S7RD.tsv
and then and then,4,237,"[35, 178, 237]",S7RD.tsv
watch,1,245,"[35, 245]",S7RD.tsv
go for,2,143,"[36, 37, 143]",S7RD.tsv
sugar,1,210,"[45, 210, 214]",S7RD.tsv
buy,1,101,"[47, 62, 101]",S7RD.tsv
for the,2,148,"[49, 148]",S7RD.tsv
i get,2,124,"[64, 73, 91, 124]",S7RD.tsv
summer,1,98,"[84, 85, 98]",S7RD.tsv
of layer,2,96,"[87, 93, 96]",S7RD.tsv
wear,1,96,"[87, 93, 96]",S7RD.tsv
when it's,2,98,"[89, 98]",S7RD.tsv
have a,2,232,"[89, 232]",S7RD.tsv
oh i think,3,230,"[114, 230]",S7RD.tsv
if you give up,4,134,"[131, 134]",S7RD.tsv
give up do,3,136,"[134, 136]",S7RD.tsv
mm try,2,137,"[136, 137]",S7RD.tsv
it's rain cat and dog,5,163,"[151, 163]",S7RD.tsv
and be,2,182,"[116, 182]",S7RD.tsv
like frog,2,192,"[160, 192]",S7RD.tsv
say it's,2,197,"[120, 163, 197]",S7RD.tsv
like to,2,233,"[218, 233]",S7RD.tsv
in a,2,236,"[220, 221, 236, 237]",S7RD.tsv
i'll,1,226,"[65, 226]",S7RD.tsv
i'll have a,3,232,"[226, 232]",S7RD.tsv
packet of,2,232,"[226, 232, 233]",S7RD.tsv
remember,1,156,"[13, 16, 48, 156]",S7RD.tsv
not really,2,105,"[18, 105]",S7RD.tsv
nice,1,188,"[34, 106, 188]",S7RD.tsv
be nice,2,188,"[36, 188]",S7RD.tsv
they do,2,96,"[48, 88, 96, 163]",S7RD.tsv
do they,2,233,"[48, 233]",S7RD.tsv
can do,2,61,"[50, 61, 203]",S7RD.tsv
something,1,75,"[52, 68, 75, 101, 134, 204]",S7RD.tsv
say i,2,122,"[63, 122, 127]",S7RD.tsv
hand,1,245,"[63, 144, 146, 245]",S7RD.tsv
hole,1,236,"[68, 236]",S7RD.tsv
look,1,124,"[76, 124]",S7RD.tsv
mean,1,127,"[85, 121, 127, 143, 152]",S7RD.tsv
if they do,3,163,"[88, 163]",S7RD.tsv
if they,2,163,"[88, 163]",S7RD.tsv
for you,2,214,"[99, 214, 217]",S7RD.tsv
they still,2,100,"[17, 100]",S7RD.tsv
sheepskin,1,102,"[101, 102, 109]",S7RD.tsv
last,1,109,"[102, 108, 109, 207]",S7RD.tsv
be it,2,188,"[104, 106, 188]",S7RD.tsv
though,1,188,"[104, 188]",S7RD.tsv
i do,2,160,"[111, 160]",S7RD.tsv
don't knock it,3,118,"[115, 118]",S7RD.tsv
people,1,127,"[115, 127]",S7RD.tsv
expression,1,119,"[116, 119]",S7RD.tsv
an idiom i,3,120,"[119, 120]",S7RD.tsv
an idiom,2,120,"[119, 120, 149]",S7RD.tsv
yeah it,2,143,"[119, 143]",S7RD.tsv
kind of,2,121,"[19, 121, 154]",S7RD.tsv
knock it till,3,121,"[118, 121]",S7RD.tsv
weird,1,145,"[121, 123, 145]",S7RD.tsv
you can't,2,123,"[67, 123]",S7RD.tsv
be that,2,123,"[116, 123, 155, 201]",S7RD.tsv
be young,2,123,"[122, 123, 127]",S7RD.tsv
teachers,1,123,"[122, 123]",S7RD.tsv
work,1,133,"[132, 133]",S7RD.tsv
there be no try,4,142,"[139, 142]",S7RD.tsv
it would be,3,163,"[146, 163, 188]",S7RD.tsv
would you,2,233,"[147, 233]",S7RD.tsv
time,1,155,"[109, 155]",S7RD.tsv
there be,2,155,"[139, 155]",S7RD.tsv
rain frog,2,156,"[155, 156]",S7RD.tsv
and put,2,236,"[155, 236]",S7RD.tsv
it's rain toads and frog,5,164,"[163, 164]",S7RD.tsv
well if,2,174,"[163, 174]",S7RD.tsv
pocket,1,232,"[181, 232, 233]",S7RD.tsv
the frog,2,191,"[186, 191]",S7RD.tsv
you can,2,201,"[61, 201, 207]",S7RD.tsv
do say,2,201,"[163, 201]",S7RD.tsv
in your pocket,3,232,"[203, 232]",S7RD.tsv
fit in your pocket,4,233,"[203, 233]",S7RD.tsv
definitely need,2,204,"[65, 204]",S7RD.tsv
like that,2,204,"[191, 204]",S7RD.tsv
lemonade,1,207,"[205, 207, 210]",S7RD.tsv
it's get,2,214,"[211, 214]",S7RD.tsv
bad,1,214,"[211, 214]",S7RD.tsv
well you,2,219,"[61, 219]",S7RD.tsv
lot of,2,219,"[96, 216, 219]",S7RD.tsv
lot,1,219,"[216, 219]",S7RD.tsv
mm i,2,223,"[194, 223]",S7RD.tsv
today,1,238,"[61, 238, 240]",S7RD.tsv
