Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
pound,1,198,"[0, 97, 107]",[198],SEZ2.tsv,S0451,S0439
with like,2,216,"[0, 58, 480]",[216],SEZ2.tsv,S0451,S0439
no i think,3,567,"[0, 187]",[567],SEZ2.tsv,S0451,S0439
email,1,3,"[2, 4, 390, 393]","[3, 5]",SEZ2.tsv,S0451,S0439
yeah i,2,5,"[2, 24, 107, 201, 250, 301, 381, 416, 436, 454, 582, 614, 686, 716, 756]","[5, 21, 91, 210, 222, 228, 324, 358, 370, 449, 475, 619, 673, 691, 731, 741, 834]",SEZ2.tsv,S0451,S0439
say,1,154,"[2, 52, 109, 209, 252, 303, 393, 454, 461, 520, 566, 582, 596]","[154, 158, 565, 673]",SEZ2.tsv,S0451,S0439
need,1,541,"[2, 60, 97, 516, 532, 548, 792, 853]","[541, 854, 549]",SEZ2.tsv,S0451,S0439
i need to,3,549,"[2, 60, 792]",[549],SEZ2.tsv,S0451,S0439
him and,2,561,[2],"[561, 567]",SEZ2.tsv,S0451,S0439
have you,2,296,"[4, 361, 780]","[296, 671, 785]",SEZ2.tsv,S0451,S0439
work,1,10,"[10, 88, 402, 458, 690, 792]","[7, 87, 237, 265, 267, 282, 505, 9, 98, 463]",SEZ2.tsv,S0451,S0439
work out,2,10,[10],"[9, 98, 463]",SEZ2.tsv,S0451,S0439
yeah yeah,2,67,"[10, 14, 22, 24, 78, 109, 149, 169, 189, 199, 373, 450, 464, 472, 486, 528, 550, 610, 626, 732, 734, 749, 772, 802, 829]","[67, 154, 455, 473, 503, 517, 549, 575, 673, 675, 737]",SEZ2.tsv,S0451,S0439
because i,2,16,"[16, 438]","[11, 842]",SEZ2.tsv,S0451,S0439
run,1,16,"[16, 52, 96, 165, 341]","[11, 29, 31, 35, 51, 144, 146, 148, 158]",SEZ2.tsv,S0451,S0439
weight,1,16,"[16, 66, 211]","[13, 15, 17, 168, 29]",SEZ2.tsv,S0451,S0439
lose,1,17,"[16, 141, 211]","[17, 29, 168]",SEZ2.tsv,S0451,S0439
of weight,2,29,[16],[29],SEZ2.tsv,S0451,S0439
definitely,1,29,"[16, 18, 107, 125, 542, 664, 847]","[29, 463, 465, 473, 601]",SEZ2.tsv,S0451,S0439
i i,2,188,"[16, 18, 44, 66, 127, 129, 355, 361, 379, 393, 402, 418, 436, 698, 756, 851]","[188, 342, 748, 834]",SEZ2.tsv,S0451,S0439
load,1,269,"[16, 291, 351, 792]","[269, 368]",SEZ2.tsv,S0451,S0439
i felt,2,273,"[16, 107]",[273],SEZ2.tsv,S0451,S0439
load of,2,368,"[16, 291, 351, 792]",[368],SEZ2.tsv,S0451,S0439
with your,2,819,[16],[819],SEZ2.tsv,S0451,S0439
cos i,2,18,"[18, 66, 125, 379, 520, 584, 708, 743, 792]","[7, 210, 593, 731]",SEZ2.tsv,S0451,S0439
much,1,18,"[18, 26, 52, 70, 256, 299, 339, 353, 494, 624, 784, 792]","[11, 15, 21, 27, 35, 116, 154, 168, 218, 298, 479, 489, 771]",SEZ2.tsv,S0451,S0439
i think i,3,19,"[18, 107, 436]","[19, 154]",SEZ2.tsv,S0451,S0439
but i,2,21,"[18, 135, 321, 600, 712, 716, 766]","[21, 29, 51, 98, 168, 188, 198, 218, 228, 261, 267, 372, 579, 836]",SEZ2.tsv,S0451,S0439
cos,1,51,"[18, 66, 80, 84, 88, 103, 125, 149, 159, 173, 379, 381, 390, 520, 544, 584, 698, 708, 743, 768, 792]","[51, 364, 479, 543, 577, 579, 603, 631, 641, 777, 817, 210, 593, 731]",SEZ2.tsv,S0451,S0439
think i,2,372,"[18, 107, 436]",[372],SEZ2.tsv,S0451,S0439
erm no,2,567,"[18, 209]",[567],SEZ2.tsv,S0451,S0439
it doesn't,2,817,[18],[817],SEZ2.tsv,S0451,S0439
a good,2,20,"[20, 34, 159, 185, 187, 624, 654, 674, 743]",[13],SEZ2.tsv,S0451,S0439
that's,1,21,"[20, 34, 42, 88, 153, 161, 163, 167, 185, 187, 199, 244, 289, 305, 315, 404, 428, 430, 480, 552, 554, 580, 624, 634, 652, 654, 656, 658, 672, 686, 688, 768, 792, 810, 820, 827, 849]","[21, 23, 29, 104, 108, 154, 166, 190, 310, 403, 407, 457, 541, 581, 603, 609, 613, 643, 665, 748, 773, 817, 826, 828, 850]",SEZ2.tsv,S0451,S0439
thing,1,21,"[20, 34, 153, 179, 185, 227, 256, 644, 686, 734, 756, 820]","[21, 23, 166, 168, 271, 284, 603, 609, 748]",SEZ2.tsv,S0451,S0439
good,1,33,"[20, 34, 159, 185, 187, 215, 266, 329, 404, 512, 580, 624, 634, 654, 658, 674, 688, 690, 743, 760, 776]","[33, 106, 108, 184, 232, 245, 338, 517]",SEZ2.tsv,S0451,S0439
and the,2,23,"[22, 387]",[23],SEZ2.tsv,S0451,S0439
yeah and,2,198,"[22, 62, 125, 155, 199, 355, 472, 528, 698, 747, 802, 824]","[198, 265, 623, 641, 643, 777]",SEZ2.tsv,S0451,S0439
in and,2,653,[22],"[653, 733]",SEZ2.tsv,S0451,S0439
i don't,2,24,"[24, 26, 82, 127, 281, 355, 426, 430, 438, 440, 448, 460, 516, 698, 708, 734, 780, 788, 806, 855]","[7, 21, 95, 166, 168, 174, 228, 237, 257, 324, 372, 469, 561, 593, 601, 619, 627, 631, 667, 807, 836, 98, 356]",SEZ2.tsv,S0451,S0439
i don't i,3,98,"[24, 426, 440, 780]","[98, 166, 356]",SEZ2.tsv,S0451,S0439
yeah i don't,3,228,[24],[228],SEZ2.tsv,S0451,S0439
yeah yeah i,3,673,[24],[673],SEZ2.tsv,S0451,S0439
i yeah,2,834,"[24, 313, 602, 766, 837]",[834],SEZ2.tsv,S0451,S0439
really,1,26,"[26, 28, 52, 125, 127, 153, 277, 325, 329, 363, 367, 369, 377, 379, 393, 444, 448, 462, 490, 556, 584, 590, 632, 694, 712, 714, 726, 728, 776, 800, 827]","[7, 15, 21, 29, 33, 35, 51, 87, 93, 98, 100, 106, 108, 168, 180, 184, 198, 212, 224, 228, 237, 257, 259, 265, 280, 356, 358, 368, 417, 419, 469, 543, 547, 557, 567, 579, 581, 599, 607, 613, 625, 631, 641, 645, 657, 689, 693, 703, 771, 817, 828]",SEZ2.tsv,S0451,S0439
so much,2,26,"[26, 52, 256, 299, 353, 494, 624, 784, 792]","[11, 15, 154, 298, 489, 27]",SEZ2.tsv,S0451,S0439
actually,1,26,"[26, 185, 187, 349, 436, 450, 636, 730, 734]","[17, 33, 35, 261, 267, 344, 352, 362, 477, 553, 579]",SEZ2.tsv,S0451,S0439
so much money,3,27,"[26, 353]",[27],SEZ2.tsv,S0451,S0439
how she's,2,27,[26],[27],SEZ2.tsv,S0451,S0439
make,1,27,"[26, 97, 163, 177, 301, 319, 361, 383, 516, 670, 712, 714, 738]","[27, 93, 198, 261, 368, 595, 711, 717, 773, 777, 815]",SEZ2.tsv,S0451,S0439
money,1,95,"[26, 90, 113, 115, 159, 161, 353]","[95, 166]",SEZ2.tsv,S0451,S0439
mind,1,401,"[26, 393, 397, 398, 698]","[401, 425]",SEZ2.tsv,S0451,S0439
actually really,2,579,[26],[579],SEZ2.tsv,S0451,S0439
i be really,3,28,[28],"[7, 29, 579]",SEZ2.tsv,S0451,S0439
i be,2,28,"[28, 44, 46, 52, 68, 70, 125, 137, 295, 379, 397, 404, 432, 438, 448, 461, 582]","[7, 33, 87, 154, 168, 190, 265, 267, 269, 352, 372, 479, 565, 581, 593, 613, 637, 639, 641, 643, 647, 649, 653, 661, 663, 681, 683, 685, 731, 733, 763, 773, 29, 579, 282]",SEZ2.tsv,S0451,S0439
no i be really,4,29,[28],[29],SEZ2.tsv,S0451,S0439
no i be,3,33,[28],"[33, 282, 647]",SEZ2.tsv,S0451,S0439
be really,2,237,"[28, 377, 584, 726]","[237, 613, 689, 579]",SEZ2.tsv,S0451,S0439
be you,2,206,"[32, 163, 552]","[206, 230, 405, 507, 511, 513, 785, 791]",SEZ2.tsv,S0451,S0439
you like,2,352,"[32, 303, 690, 839]","[352, 595]",SEZ2.tsv,S0451,S0439
though,1,34,"[34, 450, 712]","[13, 280, 593]",SEZ2.tsv,S0451,S0439
thing that's,2,609,[34],[609],SEZ2.tsv,S0451,S0439
that's that's,2,773,"[34, 654, 768]",[773],SEZ2.tsv,S0451,S0439
be it,2,142,[38],"[142, 330, 336, 417, 439]",SEZ2.tsv,S0451,S0439
when be,2,405,[38],"[405, 507, 629]",SEZ2.tsv,S0451,S0439
shit,1,639,"[40, 303, 359, 845]",[639],SEZ2.tsv,S0451,S0439
weeks,1,42,"[42, 379]","[41, 43, 47]",SEZ2.tsv,S0451,S0439
horrible,1,366,"[42, 636, 720]","[366, 721]",SEZ2.tsv,S0451,S0439
i be like,3,44,"[44, 46, 70, 125, 379, 397, 404, 438, 448, 461]","[7, 87, 154, 168, 190, 282, 352, 581, 613, 637, 639, 641, 643, 647, 649, 653, 663, 681, 685, 733, 773]",SEZ2.tsv,S0451,S0439
be like,2,51,"[44, 46, 52, 70, 125, 209, 379, 393, 397, 404, 438, 448, 461, 590, 636, 710, 743]","[51, 198, 245, 310, 358, 463, 483, 579, 637, 641, 645, 657, 659, 801, 838, 282, 352, 581, 613, 639, 643, 647, 649, 653, 663, 681, 685, 733, 87, 154, 168, 190, 773]",SEZ2.tsv,S0451,S0439
sorry,1,271,"[46, 229, 250]",[271],SEZ2.tsv,S0451,S0439
like i,2,52,"[52, 289, 381, 393, 418, 426, 438, 448, 516, 602, 704, 716, 730]","[1, 7, 13, 19, 21, 29, 35, 51, 91, 95, 100, 146, 158, 166, 174, 180, 188, 218, 261, 269, 525, 561, 573, 701, 748, 752, 154, 358, 649, 733, 773]",SEZ2.tsv,S0451,S0439
go to,2,52,"[52, 76, 80, 113, 155, 229, 393, 408, 462, 480, 530, 582, 680, 716, 845, 847]","[3, 5, 9, 19, 95, 98, 100, 104, 170, 182, 192, 194, 200, 310, 463, 497, 499, 511, 543, 547, 549, 593, 641, 657, 731, 733, 753, 765, 779, 819, 823]",SEZ2.tsv,S0451,S0439
go,1,52,"[52, 70, 76, 80, 113, 139, 155, 203, 205, 209, 229, 365, 377, 381, 393, 406, 408, 462, 480, 496, 520, 530, 552, 582, 624, 680, 716, 745, 758, 774, 792, 845, 847]","[7, 11, 95, 140, 158, 168, 172, 174, 188, 198, 204, 208, 210, 214, 233, 239, 259, 372, 413, 507, 513, 549, 553, 561, 581, 599, 631, 637, 647, 701, 715, 744, 755, 763, 765, 773, 803, 9, 19, 98, 100, 104, 170, 182, 192, 194, 200, 310, 463, 497, 499, 511, 543, 547, 593, 641, 657, 731, 733, 753, 779, 819, 823, 57]",SEZ2.tsv,S0451,S0439
enjoy,1,52,"[52, 72, 323]","[35, 49]",SEZ2.tsv,S0451,S0439
be like i,3,52,"[52, 393, 448]","[51, 154, 358, 649, 733, 773]",SEZ2.tsv,S0451,S0439
be go,2,57,"[52, 70, 406, 462, 582]","[57, 753]",SEZ2.tsv,S0451,S0439
the run,2,158,[52],[158],SEZ2.tsv,S0451,S0439
and so,2,174,"[52, 121, 674]",[174],SEZ2.tsv,S0451,S0439
i really,2,257,"[52, 393, 490]","[257, 356, 358]",SEZ2.tsv,S0451,S0439
and be like,3,463,[52],"[463, 483, 657]",SEZ2.tsv,S0451,S0439
be go to,3,753,"[52, 582]",[753],SEZ2.tsv,S0451,S0439
to do,2,54,"[54, 68, 135, 644, 847, 855]","[9, 13, 51, 100, 168, 593, 817]",SEZ2.tsv,S0451,S0439
like to,2,54,"[54, 177, 373, 532]","[29, 719]",SEZ2.tsv,S0451,S0439
kill,1,77,[54],[77],SEZ2.tsv,S0451,S0439
would,1,188,"[54, 177, 201, 205, 211, 266, 275, 323, 373, 393, 397, 398, 436, 462, 618, 636, 664]","[188, 265, 401, 449, 465, 641, 208]",SEZ2.tsv,S0451,S0439
i would,2,208,"[54, 177, 201, 211, 323, 373]",[208],SEZ2.tsv,S0451,S0439
do that,2,310,"[54, 221, 321, 792, 845, 847]","[310, 641, 805, 427]",SEZ2.tsv,S0451,S0439
do that again,3,427,[54],[427],SEZ2.tsv,S0451,S0439
rather,1,569,"[54, 177, 201, 323]",[569],SEZ2.tsv,S0451,S0439
wow,1,433,"[56, 223, 277]","[433, 459]",SEZ2.tsv,S0451,S0439
eat,1,58,"[58, 175, 177, 201, 211, 227, 256, 297, 307, 518]","[29, 210, 224, 226, 228, 267, 269, 284, 296]",SEZ2.tsv,S0451,S0439
something,1,192,"[58, 155, 163, 592, 670, 734]","[192, 198, 631, 777, 809, 823]",SEZ2.tsv,S0451,S0439
in it,2,218,"[58, 351, 492]",[218],SEZ2.tsv,S0451,S0439
they're,1,314,"[58, 197, 526, 690, 802]","[314, 525, 603, 605, 607, 609, 639, 805, 817, 316, 591]",SEZ2.tsv,S0451,S0439
they're just,2,316,"[58, 197]","[316, 591]",SEZ2.tsv,S0451,S0439
so when,2,405,[58],[405],SEZ2.tsv,S0451,S0439
when i,2,661,"[58, 792]",[661],SEZ2.tsv,S0451,S0439
like so,2,801,"[58, 151, 153, 215, 256]",[801],SEZ2.tsv,S0451,S0439
to take,2,60,[60],[57],SEZ2.tsv,S0451,S0439
take,1,87,"[60, 516, 833]","[87, 154, 184, 348, 573, 683, 691, 693, 836]",SEZ2.tsv,S0451,S0439
just like,2,62,"[62, 331, 474, 676, 712, 747, 758, 810]","[19, 168, 214, 265, 267, 269, 348, 467, 567, 641, 643, 661, 701, 89]",SEZ2.tsv,S0451,S0439
have a,2,62,"[62, 377, 436, 472, 698, 768, 776]","[19, 21, 83, 146, 214, 224, 625, 641, 657, 733, 755, 761]",SEZ2.tsv,S0451,S0439
normally have,2,62,[62],[21],SEZ2.tsv,S0451,S0439
normally,1,62,"[62, 628, 690]","[31, 631]",SEZ2.tsv,S0451,S0439
but yeah,2,62,"[62, 133, 157, 331, 359, 456]","[51, 83, 192, 731]",SEZ2.tsv,S0451,S0439
protein,1,62,"[62, 291, 301, 303]","[57, 308, 310]",SEZ2.tsv,S0451,S0439
it's just,2,87,"[62, 113, 215, 359, 472, 474]","[87, 95, 372, 705, 731, 755, 89]",SEZ2.tsv,S0451,S0439
it's just like,3,89,"[62, 474]",[89],SEZ2.tsv,S0451,S0439
i wouldn't,2,200,"[62, 454]","[200, 565]",SEZ2.tsv,S0451,S0439
food,1,64,"[64, 252, 254, 740]","[21, 253, 368]",SEZ2.tsv,S0451,S0439
fifteen,1,64,"[64, 644]","[29, 805]",SEZ2.tsv,S0451,S0439
but erm,2,170,"[64, 68, 462, 680]","[170, 567, 587, 697]",SEZ2.tsv,S0451,S0439
genuinely,1,188,[64],[188],SEZ2.tsv,S0451,S0439
erm i'm,2,497,"[64, 129, 185, 450]",[497],SEZ2.tsv,S0451,S0439
er like,2,817,"[64, 430]",[817],SEZ2.tsv,S0451,S0439
i have,2,66,"[66, 289, 291, 321, 325, 377, 436, 438, 480, 698]","[21, 91, 95, 218, 261, 360, 681, 834]",SEZ2.tsv,S0451,S0439
obviously,1,66,"[66, 460]","[21, 75, 83, 170, 386, 577, 649]",SEZ2.tsv,S0451,S0439
do like,2,66,"[66, 596, 824]","[29, 637, 748]",SEZ2.tsv,S0451,S0439
things,1,93,"[66, 301, 743]","[93, 95, 247, 259, 360, 469, 527, 625, 659, 819, 828]",SEZ2.tsv,S0451,S0439
erm i,2,68,"[68, 393, 432, 440, 490]","[5, 49, 261, 33]",SEZ2.tsv,S0451,S0439
a bite more,3,68,[68],[29],SEZ2.tsv,S0451,S0439
i do,2,68,"[68, 70, 125, 175, 321, 341, 416, 774]","[29, 49, 98, 310, 748, 763]",SEZ2.tsv,S0451,S0439
do a,2,68,[68],[29],SEZ2.tsv,S0451,S0439
a bite,2,68,"[68, 125, 185, 472]","[29, 170, 265, 267, 755]",SEZ2.tsv,S0451,S0439
erm i be,3,68,"[68, 432]",[33],SEZ2.tsv,S0451,S0439
bite,1,68,"[68, 125, 185, 472]","[33, 51, 348]",SEZ2.tsv,S0451,S0439
more than,2,585,[68],[585],SEZ2.tsv,S0451,S0439
i just i be,4,70,[70],[7],SEZ2.tsv,S0451,S0439
you know,2,70,"[70, 90, 96, 393, 446, 530, 592, 734, 743, 798]","[7, 87, 563, 567, 661]",SEZ2.tsv,S0451,S0439
know,1,70,"[70, 80, 82, 90, 96, 197, 353, 379, 393, 426, 438, 446, 448, 460, 470, 530, 592, 686, 716, 718, 720, 732, 734, 743, 780, 798, 806, 816, 820, 855]","[9, 13, 19, 41, 91, 188, 218, 237, 249, 257, 271, 352, 372, 394, 449, 465, 467, 469, 471, 485, 527, 559, 593, 611, 619, 637, 639, 653, 655, 661, 667, 689, 746, 763, 87, 563, 567]",SEZ2.tsv,S0451,S0439
i just,2,70,"[70, 107, 215, 381, 716, 734]","[11, 13, 19, 51, 188, 222, 324, 701, 725, 741, 752]",SEZ2.tsv,S0451,S0439
when you,2,70,"[70, 446, 564, 782]","[29, 753, 661]",SEZ2.tsv,S0451,S0439
if i,2,70,"[70, 107, 211, 436, 698, 743]","[49, 565]",SEZ2.tsv,S0451,S0439
i'll,1,70,"[70, 86, 392, 656, 686]",[51],SEZ2.tsv,S0451,S0439
i be just,3,87,[70],"[87, 265, 267, 269, 641, 661]",SEZ2.tsv,S0451,S0439
just so,2,87,"[70, 215]","[87, 591]",SEZ2.tsv,S0451,S0439
just i,2,95,"[70, 107]",[95],SEZ2.tsv,S0451,S0439
be just,2,168,[70],"[168, 527, 633, 641, 643, 645]",SEZ2.tsv,S0451,S0439
know like,2,469,"[70, 82, 446, 734]",[469],SEZ2.tsv,S0451,S0439
like if,2,595,"[70, 159, 676, 734]","[595, 748]",SEZ2.tsv,S0451,S0439
when you know,3,661,[70],[661],SEZ2.tsv,S0451,S0439
i won't,2,72,"[72, 516, 520, 528]",[13],SEZ2.tsv,S0451,S0439
do it,2,72,"[72, 97, 119, 139, 416, 428, 454, 802]","[29, 51, 100, 328, 366, 368, 495, 593, 631, 817, 836]",SEZ2.tsv,S0451,S0439
enjoy it,2,72,[72],[49],SEZ2.tsv,S0451,S0439
next,1,76,"[76, 390, 680]","[9, 497]",SEZ2.tsv,S0451,S0439
day,1,76,"[76, 137, 195, 248, 289, 390, 698, 820]","[51, 184, 249, 280, 625, 691]",SEZ2.tsv,S0451,S0439
but not,2,76,"[76, 728]","[75, 755]",SEZ2.tsv,S0451,S0439
it's go,2,188,"[76, 480]",[188],SEZ2.tsv,S0451,S0439
to the,2,194,"[76, 129, 131, 845]","[194, 463, 731, 823]",SEZ2.tsv,S0451,S0439
it's go to,3,547,[76],[547],SEZ2.tsv,S0451,S0439
not to,2,573,[76],[573],SEZ2.tsv,S0451,S0439
email from,2,80,"[80, 393]",[3],SEZ2.tsv,S0451,S0439
he's,1,80,"[80, 594, 602]","[3, 184, 186, 188, 190, 198, 561, 593, 595, 597, 601, 838]",SEZ2.tsv,S0451,S0439
an email,2,80,"[80, 390]",[5],SEZ2.tsv,S0451,S0439
know that,2,80,"[80, 780]","[9, 19, 467, 469, 527, 639, 661]",SEZ2.tsv,S0451,S0439
have an,2,80,[80],[21],SEZ2.tsv,S0451,S0439
maybe,1,80,"[80, 592]","[31, 781, 805, 748]",SEZ2.tsv,S0451,S0439
for a while and,4,87,[80],[87],SEZ2.tsv,S0451,S0439
just go,2,140,"[80, 229]","[140, 214, 755]",SEZ2.tsv,S0451,S0439
and he,2,184,"[80, 109]",[184],SEZ2.tsv,S0451,S0439
we're,1,188,"[80, 159, 161, 788]","[188, 485, 543, 623, 657, 777, 779]",SEZ2.tsv,S0451,S0439
leave,1,261,"[80, 86]","[261, 799]",SEZ2.tsv,S0451,S0439
for a,2,497,"[80, 205, 277]","[497, 803]",SEZ2.tsv,S0451,S0439
and cos,2,543,"[80, 125, 381]",[543],SEZ2.tsv,S0451,S0439
i'm just,2,701,"[80, 84, 229]",[701],SEZ2.tsv,S0451,S0439
you and,2,731,[80],[731],SEZ2.tsv,S0451,S0439
maybe i'm,2,748,[80],[748],SEZ2.tsv,S0451,S0439
i don't know,3,237,"[82, 426, 438, 460, 806, 855]","[237, 257, 372, 469, 593, 619, 667]",SEZ2.tsv,S0451,S0439
don't know,2,257,"[82, 426, 438, 460, 806, 855]",[257],SEZ2.tsv,S0451,S0439
might,1,609,"[82, 357, 393, 824, 843]",[609],SEZ2.tsv,S0451,S0439
so i'm,2,84,"[84, 153, 229, 837]","[21, 549, 35]",SEZ2.tsv,S0451,S0439
yeah so i'm,3,84,"[84, 837]",[35],SEZ2.tsv,S0451,S0439
yeah so,2,84,"[84, 86, 167, 264, 357, 410, 450, 714, 837]","[55, 156, 192, 489]",SEZ2.tsv,S0451,S0439
that yeah,2,166,"[84, 227]",[166],SEZ2.tsv,S0451,S0439
he just,2,599,[84],[599],SEZ2.tsv,S0451,S0439
and erm,2,86,"[86, 113, 303, 333, 385, 393]","[49, 637]",SEZ2.tsv,S0451,S0439
it for,2,87,"[86, 303]","[87, 755]",SEZ2.tsv,S0451,S0439
so yeah,2,665,"[86, 450, 674]",[665],SEZ2.tsv,S0451,S0439
like a,2,88,"[88, 125, 277, 325, 644, 698, 704, 839]","[13, 21, 91, 104, 172, 184, 186, 241, 243, 336, 348, 350, 609, 637, 657, 659]",SEZ2.tsv,S0451,S0439
cos that's,2,603,[88],[603],SEZ2.tsv,S0451,S0439
a lot,2,90,"[90, 161, 213, 295, 297, 480]","[87, 599]",SEZ2.tsv,S0451,S0439
it's a,2,90,"[90, 488, 743]",[89],SEZ2.tsv,S0451,S0439
still,1,96,"[96, 129, 530, 646, 802]","[13, 91, 282, 421, 689, 95]",SEZ2.tsv,S0451,S0439
and i,2,96,"[96, 135, 341, 355, 397, 448, 528, 698, 774, 853]","[19, 29, 49, 51, 87, 95, 100, 148, 261, 265, 310, 316, 581, 637, 641, 643, 661, 681, 733, 35]",SEZ2.tsv,S0451,S0439
find,1,96,[96],[29],SEZ2.tsv,S0451,S0439
and i think,3,96,"[96, 528]",[35],SEZ2.tsv,S0451,S0439
i think if,3,96,"[96, 716]",[49],SEZ2.tsv,S0451,S0439
you can,2,96,"[96, 167, 221, 768, 808]","[77, 224, 453, 477, 531]",SEZ2.tsv,S0451,S0439
but still,2,96,"[96, 646]",[95],SEZ2.tsv,S0451,S0439
