Expression,Expression_length,Expression_established_position,Expression_uttered_position_speaker1,Expression_uttered_position_speaker2,file,speaker1,speaker2
really,1,55,"[8, 36, 56, 86, 94, 157, 159, 262, 294, 325, 337, 341, 347, 357, 359, 369, 416, 478, 489, 565, 567, 604, 660, 696, 756, 790, 810, 822, 852, 855, 972, 1065, 1079, 1099, 1105, 1133, 1189, 1205, 1296, 1298, 1321, 1413, 1450, 1487, 1637, 1700, 1716, 1720, 1800, 1804, 1832, 1841, 1843, 1950, 1952, 1964, 1998]","[55, 59, 65, 73, 81, 169, 173, 183, 233, 241, 243, 257, 285, 287, 419, 461, 739, 755, 939, 986, 1004, 1118, 1301, 1311, 1400, 1443, 1488, 1493, 1536, 1611, 1715, 1765, 1817, 1844, 1846, 1858]",SAVW.tsv,S0421,S0423
but they,2,57,"[8, 218, 942, 1684]","[57, 181, 721, 959, 1441, 1518]",SAVW.tsv,S0421,S0423
usually,1,243,"[8, 495, 915, 1028, 1103]","[243, 410, 907, 1001, 1803]",SAVW.tsv,S0421,S0423
make,1,360,"[8, 10, 325, 420, 424, 428, 430, 449, 453, 459, 462, 465, 476, 478, 479, 489, 491, 495, 628, 738, 1000, 1055, 1099, 1337, 1573, 1575, 1865, 1871]","[360, 427, 482, 669, 759, 1096, 1136, 1412, 1524]",SAVW.tsv,S0421,S0423
five,1,909,"[8, 12, 98, 1195, 1423, 1426]",[909],SAVW.tsv,S0421,S0423
hundred,1,1606,"[8, 12, 196, 208]",[1606],SAVW.tsv,S0421,S0423
well,1,13,"[10, 24, 36, 42, 44, 58, 62, 88, 98, 116, 120, 130, 202, 214, 230, 248, 252, 260, 262, 282, 292, 294, 309, 313, 319, 321, 371, 409, 422, 432, 438, 457, 478, 495, 504, 527, 604, 632, 664, 668, 688, 690, 714, 748, 820, 854, 968, 1014, 1024, 1026, 1032, 1040, 1046, 1048, 1051, 1091, 1137, 1153, 1171, 1185, 1201, 1203, 1211, 1215, 1335, 1369, 1378, 1388, 1529, 1557, 1627, 1637, 1654, 1790, 1794, 1796, 1816, 1818, 1833, 1871, 1881, 1885, 1901, 1940, 1978, 1980, 1994, 2020]","[13, 25, 45, 50, 53, 57, 59, 85, 95, 97, 117, 121, 129, 148, 175, 179, 197, 207, 209, 224, 332, 364, 374, 378, 408, 412, 419, 429, 431, 437, 445, 450, 454, 460, 498, 505, 509, 568, 576, 582, 584, 597, 615, 643, 655, 663, 669, 673, 675, 687, 693, 697, 711, 717, 747, 761, 791, 819, 823, 831, 844, 846, 856, 858, 860, 881, 916, 918, 993, 1005, 1039, 1047, 1056, 1084, 1110, 1122, 1136, 1138, 1148, 1168, 1174, 1218, 1236, 1240, 1244, 1256, 1260, 1299, 1322, 1342, 1348, 1350, 1352, 1354, 1356, 1370, 1383, 1387, 1396, 1406, 1422, 1433, 1439, 1441, 1451, 1461, 1465, 1472, 1488, 1506, 1512, 1516, 1522, 1532, 1534, 1542, 1550, 1581, 1593, 1608, 1622, 1630, 1663, 1669, 1703, 1734, 1749, 1781, 1793, 1803, 1809, 1815, 1817, 1823, 1842, 1870, 1872, 1876, 1896, 1902, 1939, 1945, 1969, 1983, 1987, 1989, 2009, 2023, 2025]",SAVW.tsv,S0421,S0423
though,1,79,"[10, 86, 100, 544, 581, 734, 818, 880, 1171, 1296, 1824, 1940]","[79, 217, 364, 528, 564, 613, 637, 669, 717, 759, 847, 856, 1050, 1054, 1060, 1170, 1202, 1463, 1605, 1697, 1840, 1842, 2023, 645]",SAVW.tsv,S0421,S0423
bigger,1,572,"[10, 1571]",[572],SAVW.tsv,S0421,S0423
though if,2,645,[10],[645],SAVW.tsv,S0421,S0423
if they,2,685,"[10, 434, 836, 892, 1390]","[685, 887, 899, 1124]",SAVW.tsv,S0421,S0423
they make,2,1524,"[10, 420, 453]",[1524],SAVW.tsv,S0421,S0423
would,1,59,"[12, 136, 327, 329, 343, 428, 650, 784, 834, 836, 898, 1055, 1117, 1121, 1347, 1359, 1361, 1369, 1388, 1390, 1403, 1409, 1573, 1575, 1610, 1658, 1716, 1758, 1847, 1889, 1940, 1942, 1948, 1972, 1974, 1976]","[59, 77, 119, 127, 177, 207, 233, 494, 645, 759, 761, 825, 903, 916, 995, 997, 1114, 1120, 1134, 1158, 1350, 1368, 1387, 1890, 1908, 1945, 1979, 1989]",SAVW.tsv,S0421,S0423
nice,1,539,"[14, 18, 157, 416, 489, 493, 495, 500, 525, 536, 549, 555, 852, 863, 1575, 1610, 1615, 1700, 1702, 1704, 1716, 1800, 2020]","[539, 601, 856, 1013, 1747, 1834, 1856]",SAVW.tsv,S0421,S0423
be the,2,47,"[16, 369, 670, 674, 688, 989, 1588]","[47, 376, 747, 911, 914, 918, 1158, 1256, 1328, 1400, 1451, 1465, 1579, 1634]",SAVW.tsv,S0421,S0423
yeah be,2,386,[16],[386],SAVW.tsv,S0421,S0423
lemon and,2,239,[18],[239],SAVW.tsv,S0421,S0423
lemon,1,243,[18],[243],SAVW.tsv,S0421,S0423
many,1,205,"[20, 732, 752, 790, 1147, 1239, 1483]","[205, 723, 815, 1301, 1461, 1979, 1406]",SAVW.tsv,S0421,S0423
take,1,299,"[20, 22, 282, 302, 304, 309, 706, 855, 892, 900, 1018, 1032, 1409, 1421]","[299, 307, 408, 456, 548, 864, 866, 887, 899, 1029, 1126, 1282, 1375, 1495, 1500, 1605, 1474]",SAVW.tsv,S0421,S0423
you just,2,360,"[20, 449, 1149, 1243, 1919, 1978]","[360, 366, 866, 1495]",SAVW.tsv,S0421,S0423
how many,2,1406,"[20, 1239]",[1406],SAVW.tsv,S0421,S0423
just take,2,1474,"[20, 1409]",[1474],SAVW.tsv,S0421,S0423
like that,2,243,"[22, 359, 710, 754, 804, 843, 1065, 1384, 1399, 1573, 1770, 1877, 1923, 1978, 1986, 2002, 2020, 2022]","[243, 360, 1013, 1178, 1583, 1703, 1870, 1876, 1922, 1979]",SAVW.tsv,S0421,S0423
have you,2,299,"[22, 24, 192, 500, 1302, 1835]","[299, 382, 386, 611, 613, 721, 1009, 1084, 1146, 1274, 1314, 1433, 1524, 1777, 1983]",SAVW.tsv,S0421,S0423
you take,2,456,"[22, 892]",[456],SAVW.tsv,S0421,S0423
as well,2,148,"[24, 230, 248, 262, 282, 309, 321, 478, 527, 604, 1153, 1203, 1211, 1215, 1529, 1637, 1818, 1833, 1871, 1978, 1980, 1994]","[148, 179, 374, 408, 568, 615, 1084, 1168, 1260, 1433, 1441, 1461, 1488, 1532, 1734, 1939]",SAVW.tsv,S0421,S0423
you get,2,160,"[24, 1048, 1049, 1117, 1436, 1782]","[160, 402, 1021, 1070, 1144, 1224, 1743, 1084]",SAVW.tsv,S0421,S0423
have you get,3,1084,[24],[1084],SAVW.tsv,S0421,S0423
last time,2,26,"[26, 1631]","[1, 265, 1634]",SAVW.tsv,S0421,S0423
last,1,39,"[26, 1450, 1485, 1631]","[39, 269, 374, 955, 1222, 1741, 265, 995, 1634]",SAVW.tsv,S0421,S0423
oh yeah,2,358,"[26, 331, 585, 798, 888, 1179, 1448, 1466, 1471, 1477]","[358, 907, 1100]",SAVW.tsv,S0421,S0423
yeah we,2,603,"[26, 802, 1193, 1203, 1207]","[603, 1336]",SAVW.tsv,S0421,S0423
this last,2,995,[26],[995],SAVW.tsv,S0421,S0423
we have,2,496,"[28, 66, 493, 935, 1337, 1816, 1818]","[496, 603, 847, 866]",SAVW.tsv,S0421,S0423
that we,2,657,"[28, 483, 542, 1363]",[657],SAVW.tsv,S0421,S0423
have those,2,1045,"[28, 462, 1040, 1087]",[1045],SAVW.tsv,S0421,S0423
like a,2,65,"[30, 66, 194, 208, 302, 309, 319, 426, 442, 491, 752, 832, 834, 935, 964, 972, 1153, 1225, 1428, 1450, 1483, 1592, 1639, 1684, 1686, 1774, 1786, 1820, 1889]","[65, 287, 289, 364, 570, 1013, 1106, 1114, 1884]",SAVW.tsv,S0421,S0423
i buy,2,142,"[30, 36, 208, 223, 968]","[142, 1011]",SAVW.tsv,S0421,S0423
of them,2,570,"[30, 432, 551, 1046, 1321, 1339, 1343, 1553, 1561, 1598, 1621, 1940, 1942, 1948, 1978]","[570, 609, 611, 615, 1011, 1244, 1305, 1490, 1495]",SAVW.tsv,S0421,S0423
a a,2,733,"[30, 442, 544, 1686]","[733, 781, 1512, 1603, 1737]",SAVW.tsv,S0421,S0423
a a big,3,1512,"[30, 442]",[1512],SAVW.tsv,S0421,S0423
bite,1,32,"[32, 54, 294, 363, 367, 442, 508, 544, 547, 790, 942, 1099, 1384, 1592, 1716, 1752, 1776, 1824, 1847, 1982, 1994, 2002]","[13, 507, 539, 19, 53, 162, 183, 211, 239, 689, 1025, 1054, 1086, 1431, 1463, 1478, 1495, 1530, 1605, 1713, 1727, 1737, 1787, 1811]",SAVW.tsv,S0421,S0423
a bite,2,32,"[32, 54, 294, 363, 367, 442, 547, 790, 942, 1099, 1592, 1716, 1752, 1824, 1847, 1982, 1994, 2002]","[19, 53, 162, 183, 211, 239, 689, 1025, 1086, 1431, 1463, 1530, 1605, 1727, 1737, 1787, 1811, 1054, 1478, 1495, 1713]",SAVW.tsv,S0421,S0423
yours be,2,35,"[32, 254, 256, 353]","[35, 291]",SAVW.tsv,S0421,S0423
