speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,speaker4,speaker4_token_number,speaker4_expression_token_number,speaker4_expression_number,speaker4_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,begin,end,file
S0198,322,103,94,0.3198757763975155,S0231,220,133,119,0.6045454545454545,S0230,0,0,0,0.0,S0229,0,0,0,0.0,542,236,0.4354243542435424,213,0,50,SVZH.tsv
S0198,192,88,79,0.4583333333333333,S0231,217,55,55,0.2534562211981567,S0230,0,0,0,0.0,S0229,0,0,0,0.0,409,143,0.34963325183374083,134,50,100,SVZH.tsv
S0198,309,173,154,0.5598705501618123,S0231,325,85,79,0.26153846153846155,S0230,0,0,0,0.0,S0229,0,0,0,0.0,634,258,0.4069400630914827,233,100,150,SVZH.tsv
S0198,220,75,68,0.3409090909090909,S0231,236,90,81,0.3813559322033898,S0230,0,0,0,0.0,S0229,0,0,0,0.0,456,165,0.3618421052631579,149,150,200,SVZH.tsv
S0198,188,100,95,0.5319148936170213,S0231,240,63,60,0.2625,S0230,0,0,0,0.0,S0229,0,0,0,0.0,428,163,0.3808411214953271,155,200,250,SVZH.tsv
S0198,435,80,76,0.1839080459770115,S0231,89,44,40,0.4943820224719101,S0230,15,11,6,0.7333333333333333,S0229,0,0,0,0.0,539,135,0.2504638218923933,122,250,300,SVZH.tsv
S0198,293,110,94,0.37542662116040953,S0231,131,46,38,0.3511450381679389,S0230,36,18,14,0.5,S0229,63,43,35,0.6825396825396826,523,217,0.4149139579349904,181,300,350,SVZH.tsv
S0198,325,150,131,0.46153846153846156,S0231,111,52,46,0.46846846846846846,S0230,0,0,0,0.0,S0229,36,8,7,0.2222222222222222,472,210,0.4449152542372881,184,350,400,SVZH.tsv
S0198,315,79,71,0.2507936507936508,S0231,105,48,35,0.45714285714285713,S0230,44,31,23,0.7045454545454546,S0229,0,0,0,0.0,464,158,0.34051724137931033,129,400,450,SVZH.tsv
S0198,244,91,84,0.3729508196721312,S0231,189,72,57,0.38095238095238093,S0230,2,0,0,0.0,S0229,0,0,0,0.0,435,163,0.37471264367816093,141,450,500,SVZH.tsv
S0198,299,112,106,0.3745819397993311,S0231,216,101,91,0.4675925925925926,S0230,0,0,0,0.0,S0229,0,0,0,0.0,515,213,0.41359223300970877,197,500,550,SVZH.tsv
S0198,153,72,68,0.47058823529411764,S0231,203,79,75,0.3891625615763547,S0230,0,0,0,0.0,S0229,0,0,0,0.0,356,151,0.4241573033707865,143,550,600,SVZH.tsv
S0198,190,82,73,0.43157894736842106,S0231,207,71,68,0.34299516908212563,S0230,0,0,0,0.0,S0229,0,0,0,0.0,397,153,0.3853904282115869,141,600,650,SVZH.tsv
S0198,456,157,147,0.3442982456140351,S0231,182,121,102,0.6648351648351648,S0230,0,0,0,0.0,S0229,0,0,0,0.0,638,278,0.43573667711598746,249,650,700,SVZH.tsv
S0198,459,192,171,0.41830065359477125,S0231,169,69,59,0.40828402366863903,S0230,0,0,0,0.0,S0229,0,0,0,0.0,628,261,0.4156050955414013,230,700,750,SVZH.tsv
S0198,321,104,88,0.32398753894080995,S0231,151,72,56,0.4768211920529801,S0230,0,0,0,0.0,S0229,0,0,0,0.0,472,176,0.3728813559322034,144,750,800,SVZH.tsv
S0198,211,77,67,0.36492890995260663,S0231,211,86,78,0.4075829383886256,S0230,0,0,0,0.0,S0229,0,0,0,0.0,422,163,0.3862559241706161,145,800,850,SVZH.tsv
S0198,397,169,158,0.4256926952141058,S0231,140,36,31,0.2571428571428571,S0230,0,0,0,0.0,S0229,0,0,0,0.0,537,205,0.3817504655493482,189,850,893,SVZH.tsv
