speaker1,speaker1_token_number,speaker1_expression_token_number,speaker1_expression_number,speaker1_er_ratio,speaker2,speaker2_token_number,speaker2_expression_token_number,speaker2_expression_number,speaker2_er_ratio,speaker3,speaker3_token_number,speaker3_expression_token_number,speaker3_expression_number,speaker3_er_ratio,speaker4,speaker4_token_number,speaker4_expression_token_number,speaker4_expression_number,speaker4_er_ratio,total_token_number,total_er_token_number,av_er_ratio,total_er_number,begin,end,file
S0094,102,31,30,0.30392156862745096,S0095,48,20,17,0.4166666666666667,S0032,148,69,64,0.46621621621621623,S0021,44,19,17,0.4318181818181818,342,139,0.4064327485380117,128,0,50,S23A.tsv
S0094,198,72,67,0.36363636363636365,S0095,12,5,3,0.4166666666666667,S0032,182,84,75,0.46153846153846156,S0021,34,12,10,0.35294117647058826,426,173,0.4061032863849765,155,50,100,S23A.tsv
S0094,77,30,30,0.38961038961038963,S0095,5,5,3,1.0,S0032,102,28,23,0.27450980392156865,S0021,278,139,123,0.5,462,202,0.43722943722943725,179,100,150,S23A.tsv
S0094,183,85,77,0.4644808743169399,S0095,32,6,6,0.1875,S0032,0,0,0,0.0,S0021,149,62,50,0.4161073825503356,364,153,0.42032967032967034,133,150,200,S23A.tsv
S0094,114,67,59,0.5877192982456141,S0095,53,21,16,0.39622641509433965,S0032,104,34,30,0.3269230769230769,S0021,106,25,21,0.2358490566037736,377,147,0.38992042440318303,126,200,250,S23A.tsv
S0094,94,40,33,0.425531914893617,S0095,29,6,5,0.20689655172413793,S0032,210,82,73,0.3904761904761905,S0021,58,19,17,0.3275862068965517,391,147,0.37595907928388744,128,250,300,S23A.tsv
S0094,98,42,39,0.42857142857142855,S0095,62,24,16,0.3870967741935484,S0032,48,15,12,0.3125,S0021,82,22,22,0.2682926829268293,290,103,0.35517241379310344,89,300,350,S23A.tsv
S0094,44,19,18,0.4318181818181818,S0095,73,37,35,0.5068493150684932,S0032,57,3,3,0.05263157894736842,S0021,216,120,108,0.5555555555555556,390,179,0.45897435897435895,164,350,400,S23A.tsv
S0094,206,105,92,0.5097087378640777,S0095,81,28,25,0.345679012345679,S0032,118,43,34,0.3644067796610169,S0021,53,8,7,0.1509433962264151,458,184,0.4017467248908297,158,400,450,S23A.tsv
S0094,132,54,49,0.4090909090909091,S0095,91,51,48,0.5604395604395604,S0032,35,22,16,0.6285714285714286,S0021,132,56,52,0.42424242424242425,390,183,0.46923076923076923,165,450,500,S23A.tsv
