speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,63,124,297,0.12701612903225806,16,24,23,0,0,50,SBFN.tsv
4,126,253,780,0.12450592885375494,23,38,50,15,0,100,SBFN.tsv
4,164,310,1128,0.13225806451612904,27,49,64,24,0,150,SBFN.tsv
4,238,369,1460,0.16124661246612465,32,80,89,37,0,200,SBFN.tsv
4,315,418,1812,0.18839712918660287,38,116,121,40,0,250,SBFN.tsv
4,389,469,2186,0.20735607675906184,46,148,148,47,0,300,SBFN.tsv
4,418,483,2342,0.2163561076604555,58,153,153,54,0,350,SBFN.tsv
4,489,516,2717,0.2369186046511628,84,176,170,59,0,400,SBFN.tsv
4,544,574,3067,0.23693379790940766,91,198,184,71,0,450,SBFN.tsv
4,597,626,3454,0.2384185303514377,107,218,199,73,0,500,SBFN.tsv
4,653,649,3715,0.2515408320493066,117,227,205,104,0,550,SBFN.tsv
4,702,676,4012,0.25961538461538464,132,243,214,113,0,600,SBFN.tsv
4,710,710,4324,0.25,132,246,218,114,0,650,SBFN.tsv
4,769,774,4865,0.24838501291989665,137,266,251,115,0,700,SBFN.tsv
4,789,779,4996,0.253209242618742,144,271,255,119,0,727,SBFN.tsv
