speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,88,149,412,0.1476510067114094,44,44,0,0,0,50,SM6J.tsv
4,183,234,818,0.1955128205128205,68,77,38,0,0,100,SM6J.tsv
4,274,315,1219,0.21746031746031746,80,102,92,0,0,150,SM6J.tsv
4,345,370,1508,0.23310810810810811,91,121,120,13,0,200,SM6J.tsv
4,445,456,1962,0.24396929824561403,101,142,140,62,0,250,SM6J.tsv
4,527,510,2353,0.25833333333333336,110,157,170,90,0,300,SM6J.tsv
4,562,544,2627,0.25827205882352944,113,161,179,109,0,350,SM6J.tsv
4,617,585,3037,0.2636752136752137,116,169,200,132,0,400,SM6J.tsv
4,676,615,3336,0.27479674796747966,125,184,210,157,0,450,SM6J.tsv
4,734,650,3700,0.2823076923076923,142,191,222,179,0,500,SM6J.tsv
4,768,671,3962,0.28614008941877794,149,201,232,186,0,550,SM6J.tsv
4,795,690,4239,0.28804347826086957,151,210,235,199,0,600,SM6J.tsv
4,808,706,4349,0.28611898016997167,155,214,237,202,0,617,SM6J.tsv
