speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,132,137,349,0.24087591240875914,38,44,18,32,0,50,S5TE.tsv
4,225,213,695,0.2640845070422535,57,70,30,68,0,100,S5TE.tsv
4,333,274,1084,0.30383211678832117,92,91,59,91,0,150,S5TE.tsv
4,429,337,1469,0.3182492581602374,111,117,87,114,0,200,S5TE.tsv
4,482,374,1757,0.32219251336898397,125,134,89,134,0,250,S5TE.tsv
4,533,407,2099,0.3273955773955774,134,143,106,150,0,300,S5TE.tsv
4,588,444,2415,0.3310810810810811,157,158,107,166,0,350,S5TE.tsv
4,644,486,2792,0.33127572016460904,180,170,115,179,0,400,S5TE.tsv
4,681,511,3082,0.33317025440313114,191,180,118,192,0,450,S5TE.tsv
4,740,540,3385,0.3425925925925926,201,198,137,204,0,500,S5TE.tsv
4,780,562,3741,0.3469750889679715,206,210,148,216,0,550,S5TE.tsv
4,811,582,4017,0.3483676975945017,213,219,157,222,0,600,S5TE.tsv
4,840,612,4251,0.3431372549019608,217,225,167,231,0,637,S5TE.tsv
