speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,160,208,556,0.19230769230769232,56,45,59,0,0,50,S7JF.tsv
4,273,327,1188,0.20871559633027523,108,69,96,0,0,100,S7JF.tsv
4,404,408,1788,0.24754901960784315,151,76,142,35,0,150,S7JF.tsv
4,505,476,2255,0.2652310924369748,174,80,168,83,0,200,S7JF.tsv
4,611,557,3013,0.2742369838420108,204,84,197,126,0,250,S7JF.tsv
4,683,630,3704,0.271031746031746,239,85,231,128,0,300,S7JF.tsv
4,759,685,4250,0.277007299270073,253,88,260,158,0,350,S7JF.tsv
4,841,758,4956,0.2773746701846966,266,88,283,204,0,400,S7JF.tsv
4,882,808,5509,0.2728960396039604,282,90,299,211,0,450,S7JF.tsv
4,922,839,5863,0.27473182359952325,299,90,314,219,0,493,S7JF.tsv
