speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,116,138,312,0.21014492753623187,31,20,31,34,0,50,SKDA.tsv
4,220,231,716,0.23809523809523808,42,45,65,68,0,100,SKDA.tsv
4,311,276,1046,0.2817028985507246,61,72,87,91,0,150,SKDA.tsv
4,396,321,1397,0.308411214953271,72,87,115,122,0,200,SKDA.tsv
4,450,371,1722,0.3032345013477089,86,101,124,139,0,250,SKDA.tsv
4,529,436,2100,0.3033256880733945,124,104,134,167,0,300,SKDA.tsv
4,594,475,2487,0.3126315789473684,142,116,141,195,0,350,SKDA.tsv
4,646,514,2778,0.3142023346303502,155,125,157,209,0,400,SKDA.tsv
4,702,574,3153,0.3057491289198606,175,125,181,221,0,450,SKDA.tsv
4,768,618,3569,0.3106796116504854,186,154,196,232,0,500,SKDA.tsv
4,844,667,3986,0.31634182908545727,200,172,210,262,0,550,SKDA.tsv
4,898,695,4246,0.32302158273381293,215,179,227,277,0,600,SKDA.tsv
4,962,725,4559,0.3317241379310345,230,184,249,299,0,650,SKDA.tsv
4,1018,759,4876,0.3353096179183136,241,204,260,313,0,700,SKDA.tsv
4,1056,790,5198,0.3341772151898734,245,211,275,325,0,750,SKDA.tsv
4,1116,823,5552,0.33900364520048604,253,226,294,343,0,800,SKDA.tsv
4,1144,848,5874,0.33726415094339623,255,231,306,352,0,850,SKDA.tsv
4,1192,873,6173,0.3413516609392898,257,252,322,361,0,900,SKDA.tsv
4,1248,902,6533,0.3458980044345898,259,275,338,376,0,950,SKDA.tsv
4,1277,926,6833,0.34476241900647947,263,281,349,384,0,1000,SKDA.tsv
4,1338,965,7202,0.3466321243523316,273,295,365,405,0,1050,SKDA.tsv
4,1374,990,7534,0.346969696969697,281,308,368,417,0,1100,SKDA.tsv
4,1420,1015,7842,0.3497536945812808,299,313,377,431,0,1150,SKDA.tsv
4,1459,1033,8129,0.3530977734753146,312,319,387,441,0,1200,SKDA.tsv
4,1489,1069,8493,0.34822263797942,318,324,396,451,0,1250,SKDA.tsv
4,1539,1107,8918,0.3475609756097561,321,332,417,469,0,1300,SKDA.tsv
4,1558,1133,9220,0.34377758164165934,326,333,422,477,0,1350,SKDA.tsv
4,1608,1172,9586,0.3430034129692833,330,348,443,487,0,1400,SKDA.tsv
4,1647,1194,9853,0.34484924623115576,339,356,451,501,0,1450,SKDA.tsv
4,1688,1208,10173,0.34933774834437087,351,368,460,509,0,1500,SKDA.tsv
4,1730,1246,10677,0.3471107544141252,355,378,470,527,0,1550,SKDA.tsv
4,1762,1280,11079,0.344140625,361,380,481,540,0,1600,SKDA.tsv
4,1801,1300,11499,0.34634615384615386,365,385,495,556,0,1650,SKDA.tsv
4,1819,1325,11808,0.34320754716981133,367,391,500,561,0,1700,SKDA.tsv
4,1862,1348,12179,0.34532640949554894,369,397,520,576,0,1750,SKDA.tsv
4,1899,1382,12522,0.34352387843704774,371,408,534,586,0,1800,SKDA.tsv
4,1953,1413,12960,0.34554140127388533,372,424,546,611,0,1850,SKDA.tsv
4,1981,1437,13319,0.34464161447459984,377,434,553,617,0,1893,SKDA.tsv
