speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,143,177,447,0.2019774011299435,23,36,51,33,0,50,SAVN.tsv
4,257,265,847,0.24245283018867925,46,75,70,66,0,100,SAVN.tsv
4,369,390,1454,0.23653846153846153,93,107,76,93,0,150,SAVN.tsv
4,447,465,1915,0.2403225806451613,108,137,91,111,0,200,SAVN.tsv
4,543,558,2569,0.24327956989247312,134,173,108,128,0,250,SAVN.tsv
4,606,608,3016,0.24917763157894737,154,190,119,143,0,300,SAVN.tsv
4,668,656,3364,0.2545731707317073,165,210,131,162,0,350,SAVN.tsv
4,735,701,3733,0.26212553495007135,188,229,132,186,0,400,SAVN.tsv
4,828,791,4504,0.26169405815423513,225,265,136,202,0,450,SAVN.tsv
4,891,861,5089,0.2587108013937282,247,282,138,224,0,500,SAVN.tsv
4,951,910,5497,0.2612637362637363,265,300,149,237,0,550,SAVN.tsv
4,1001,954,5927,0.26231656184486374,274,318,150,259,0,600,SAVN.tsv
4,1023,984,6211,0.25990853658536583,280,323,151,269,0,650,SAVN.tsv
4,1086,1002,6522,0.27095808383233533,305,345,156,280,0,700,SAVN.tsv
4,1144,1031,6846,0.27740058195926287,321,363,168,292,0,750,SAVN.tsv
4,1203,1064,7170,0.28265977443609025,335,384,183,301,0,800,SAVN.tsv
4,1249,1093,7513,0.28568161024702654,344,398,196,311,0,850,SAVN.tsv
4,1283,1146,7918,0.2798865619546248,350,405,207,321,0,900,SAVN.tsv
4,1331,1193,8342,0.278918692372171,364,419,207,341,0,950,SAVN.tsv
4,1348,1201,8442,0.28059950041631976,365,422,213,348,0,968,SAVN.tsv
