speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,41,145,353,0.0706896551724138,17,18,5,1,0,50,SZJ3.tsv
4,64,238,711,0.06722689075630252,28,30,5,1,0,100,SZJ3.tsv
4,82,330,1125,0.06212121212121212,37,39,5,1,0,150,SZJ3.tsv
4,154,393,1420,0.09796437659033079,61,57,19,17,0,200,SZJ3.tsv
4,211,445,1750,0.11853932584269664,72,68,24,47,0,250,SZJ3.tsv
4,247,477,2160,0.12945492662473795,87,76,27,57,0,300,SZJ3.tsv
4,284,501,2401,0.14171656686626746,97,93,29,65,0,350,SZJ3.tsv
4,334,540,2680,0.15462962962962962,110,112,40,72,0,400,SZJ3.tsv
4,386,572,2949,0.1687062937062937,116,126,66,78,0,450,SZJ3.tsv
4,412,597,3220,0.17252931323283083,122,134,77,79,0,500,SZJ3.tsv
4,464,632,3585,0.18354430379746836,138,147,94,85,0,550,SZJ3.tsv
4,496,660,3895,0.18787878787878787,150,154,103,89,0,600,SZJ3.tsv
4,519,689,4225,0.18831640058055152,155,162,113,89,0,650,SZJ3.tsv
4,542,711,4484,0.19057665260196907,158,165,126,93,0,700,SZJ3.tsv
4,564,748,4848,0.18850267379679145,167,173,129,95,0,750,SZJ3.tsv
4,590,790,5168,0.18670886075949367,171,181,141,97,0,800,SZJ3.tsv
4,619,840,5597,0.1842261904761905,181,187,149,102,0,850,SZJ3.tsv
4,646,879,5897,0.18373151308304891,185,196,160,105,0,900,SZJ3.tsv
4,670,908,6118,0.1844713656387665,194,201,168,107,0,950,SZJ3.tsv
4,699,936,6355,0.18669871794871795,202,212,175,110,0,1000,SZJ3.tsv
4,736,960,6644,0.19166666666666668,212,219,190,115,0,1050,SZJ3.tsv
4,784,1009,7281,0.19425173439048563,240,228,198,118,0,1077,SZJ3.tsv
