speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,45,224,512,0.05022321428571429,15,8,22,0,0,50,SEPR.tsv
4,100,280,805,0.08928571428571429,21,10,42,27,0,100,SEPR.tsv
4,139,333,1047,0.10435435435435435,34,14,55,36,0,150,SEPR.tsv
4,189,375,1402,0.126,46,28,74,41,0,200,SEPR.tsv
4,240,414,1810,0.14492753623188406,49,48,89,54,0,250,SEPR.tsv
4,264,461,2254,0.14316702819956617,53,55,97,59,0,300,SEPR.tsv
4,290,483,2498,0.15010351966873706,60,61,104,65,0,350,SEPR.tsv
4,331,521,2842,0.15882917466410748,71,75,120,65,0,400,SEPR.tsv
4,359,546,3094,0.16437728937728938,78,87,128,66,0,450,SEPR.tsv
4,418,571,3535,0.1830122591943958,89,111,148,70,0,500,SEPR.tsv
4,449,609,3963,0.18431855500821018,98,123,158,70,0,550,SEPR.tsv
4,497,644,4292,0.19293478260869565,105,146,173,73,0,600,SEPR.tsv
4,536,669,4542,0.20029895366218237,114,161,186,75,0,650,SEPR.tsv
4,560,701,4970,0.19971469329529243,119,169,197,75,0,700,SEPR.tsv
4,570,731,5375,0.19493844049247605,121,172,202,75,0,750,SEPR.tsv
4,610,756,5737,0.20171957671957672,122,191,219,78,0,800,SEPR.tsv
4,631,813,6115,0.19403444034440345,122,200,229,80,0,850,SEPR.tsv
4,687,854,6651,0.20111241217798595,123,233,250,81,0,900,SEPR.tsv
4,718,870,7053,0.20632183908045976,125,249,262,82,0,950,SEPR.tsv
4,746,890,7428,0.2095505617977528,125,262,276,83,0,1000,SEPR.tsv
4,768,908,7866,0.21145374449339208,125,273,287,83,0,1050,SEPR.tsv
4,784,941,8311,0.20828905419766205,125,281,295,83,0,1100,SEPR.tsv
4,804,966,8689,0.2080745341614907,127,292,302,83,0,1150,SEPR.tsv
4,818,971,8792,0.2106076210092688,127,299,309,83,0,1166,SEPR.tsv
