speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,90,198,696,0.11363636363636363,30,34,26,0,0,50,SZ95.tsv
4,145,288,1300,0.12586805555555555,51,57,37,0,0,100,SZ95.tsv
4,199,367,1863,0.13555858310626703,74,78,47,0,0,150,SZ95.tsv
4,244,396,2220,0.15404040404040403,94,89,61,0,0,200,SZ95.tsv
4,275,439,2559,0.15660592255125286,107,96,72,0,0,250,SZ95.tsv
4,327,474,3067,0.17246835443037975,126,114,87,0,0,300,SZ95.tsv
4,365,512,3536,0.17822265625,142,130,93,0,0,350,SZ95.tsv
4,390,560,3957,0.17410714285714285,152,137,101,0,0,400,SZ95.tsv
4,423,599,4510,0.17654424040066777,167,149,107,0,0,450,SZ95.tsv
4,468,636,4990,0.18396226415094338,185,168,115,0,0,500,SZ95.tsv
4,516,677,5398,0.19054652880354506,205,184,127,0,0,550,SZ95.tsv
4,561,714,5945,0.19642857142857142,221,198,142,0,0,600,SZ95.tsv
4,604,760,6460,0.1986842105263158,241,211,152,0,0,650,SZ95.tsv
4,621,794,6813,0.19552896725440805,248,219,154,0,0,700,SZ95.tsv
4,661,818,7071,0.20201711491442542,256,227,165,13,0,750,SZ95.tsv
4,702,845,7368,0.2076923076923077,268,233,168,33,0,800,SZ95.tsv
4,742,875,7790,0.212,278,240,171,53,0,850,SZ95.tsv
4,777,893,8097,0.21752519596864503,288,250,175,64,0,900,SZ95.tsv
4,819,921,8436,0.22231270358306188,299,256,178,86,0,950,SZ95.tsv
4,856,941,8739,0.22741764080765142,311,267,188,90,0,1000,SZ95.tsv
4,890,962,9084,0.2312889812889813,318,273,193,106,0,1050,SZ95.tsv
4,923,1007,9654,0.2291459781529295,331,280,198,114,0,1100,SZ95.tsv
4,976,1035,10063,0.2357487922705314,345,289,200,142,0,1150,SZ95.tsv
4,990,1041,10163,0.2377521613832853,350,290,202,148,0,1167,SZ95.tsv
