speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,55,151,368,0.09105960264900662,12,20,17,6,0,50,SVP4.tsv
4,137,267,920,0.12827715355805244,42,51,37,7,0,100,SVP4.tsv
4,193,318,1337,0.15172955974842767,50,72,64,7,0,150,SVP4.tsv
4,255,375,1743,0.17,69,87,91,8,0,200,SVP4.tsv
4,286,415,2043,0.172289156626506,74,104,100,8,0,250,SVP4.tsv
4,357,465,2636,0.19193548387096773,93,121,135,8,0,300,SVP4.tsv
4,406,503,3015,0.20178926441351888,108,139,151,8,0,350,SVP4.tsv
4,450,541,3486,0.20794824399260628,119,153,170,8,0,400,SVP4.tsv
4,487,572,3886,0.21284965034965034,127,168,184,8,0,450,SVP4.tsv
4,512,593,4122,0.21585160202360876,131,171,190,20,0,500,SVP4.tsv
4,545,621,4475,0.21940418679549115,140,181,197,27,0,550,SVP4.tsv
4,586,641,4696,0.22854914196567863,146,192,207,41,0,600,SVP4.tsv
4,621,654,4941,0.23738532110091742,151,197,218,55,0,650,SVP4.tsv
4,634,673,5208,0.23551263001485884,157,203,219,55,0,700,SVP4.tsv
4,670,706,5605,0.23725212464589235,164,206,228,72,0,750,SVP4.tsv
4,726,738,6065,0.2459349593495935,185,222,240,79,0,800,SVP4.tsv
4,750,758,6373,0.24736147757255936,188,233,249,80,0,850,SVP4.tsv
4,793,781,6765,0.25384122919334184,200,245,262,86,0,900,SVP4.tsv
4,822,805,7170,0.25527950310559006,214,250,267,91,0,950,SVP4.tsv
4,867,822,7576,0.2636861313868613,224,256,273,114,0,1000,SVP4.tsv
4,890,836,7922,0.2661483253588517,229,258,278,125,0,1050,SVP4.tsv
4,910,851,8198,0.2673325499412456,233,258,283,136,0,1100,SVP4.tsv
4,935,870,8619,0.2686781609195402,239,260,285,151,0,1150,SVP4.tsv
4,947,873,8755,0.27119129438717066,240,262,288,157,0,1162,SVP4.tsv
