speaker_number,vo_overlap,vo_total,total_token_number,overlap,s1_and_other,s2_and_other,s3_and_other,s4_and_other,begin,end,file
4,33,131,302,0.06297709923664122,12,4,7,10,0,50,SMZV.tsv
4,87,228,737,0.09539473684210527,25,11,27,24,0,100,SMZV.tsv
4,122,280,1083,0.10892857142857143,34,14,39,35,0,150,SMZV.tsv
4,172,317,1403,0.13564668769716087,54,26,52,40,0,200,SMZV.tsv
4,231,378,1838,0.1527777777777778,77,33,62,59,0,250,SMZV.tsv
4,285,454,2370,0.15693832599118943,87,49,84,65,0,300,SMZV.tsv
4,321,496,2838,0.1617943548387097,96,53,100,72,0,350,SMZV.tsv
4,387,581,3656,0.16652323580034423,108,84,122,73,0,400,SMZV.tsv
4,427,612,4040,0.1744281045751634,113,86,134,94,0,450,SMZV.tsv
4,487,665,4489,0.1830827067669173,122,115,145,105,0,500,SMZV.tsv
4,557,712,5181,0.19557584269662923,140,143,161,113,0,550,SMZV.tsv
4,612,753,5766,0.20318725099601595,154,155,167,136,0,600,SMZV.tsv
4,651,782,6120,0.20812020460358055,170,162,174,145,0,650,SMZV.tsv
4,683,800,6388,0.2134375,183,169,179,152,0,700,SMZV.tsv
4,719,823,6730,0.21840826245443498,190,178,186,165,0,750,SMZV.tsv
4,754,852,7176,0.22124413145539906,205,182,196,171,0,800,SMZV.tsv
4,783,870,7551,0.225,220,184,205,174,0,850,SMZV.tsv
4,821,890,7987,0.23061797752808988,231,191,213,186,0,900,SMZV.tsv
4,850,911,8341,0.2332601536772777,237,198,219,196,0,950,SMZV.tsv
4,889,925,8717,0.24027027027027026,245,212,227,205,0,1000,SMZV.tsv
4,916,944,9096,0.24258474576271186,249,219,236,212,0,1050,SMZV.tsv
4,941,966,9532,0.24353002070393376,258,220,242,221,0,1100,SMZV.tsv
4,963,988,9794,0.2436740890688259,262,226,247,228,0,1150,SMZV.tsv
4,989,1012,10127,0.24431818181818182,269,232,255,233,0,1200,SMZV.tsv
4,1030,1063,10504,0.24223894637817497,273,249,267,241,0,1250,SMZV.tsv
4,1057,1118,10918,0.23635957066189625,274,261,277,245,0,1300,SMZV.tsv
4,1081,1155,11324,0.233982683982684,280,266,285,250,0,1350,SMZV.tsv
4,1105,1174,11645,0.23530664395229983,288,270,292,255,0,1400,SMZV.tsv
4,1162,1207,12281,0.24067937033968517,305,281,314,262,0,1450,SMZV.tsv
4,1212,1241,13046,0.24415793714746173,313,294,336,269,0,1500,SMZV.tsv
4,1245,1275,13772,0.24411764705882352,315,305,353,272,0,1550,SMZV.tsv
4,1274,1300,14301,0.245,319,314,364,277,0,1600,SMZV.tsv
4,1313,1322,14937,0.2482980332829047,325,325,381,282,0,1650,SMZV.tsv
4,1338,1340,15326,0.2496268656716418,330,333,387,288,0,1700,SMZV.tsv
4,1357,1353,15621,0.2507390983000739,336,338,389,294,0,1750,SMZV.tsv
4,1390,1373,15994,0.25309541150764747,346,347,395,302,0,1800,SMZV.tsv
4,1422,1400,16280,0.25392857142857145,357,352,400,313,0,1850,SMZV.tsv
4,1447,1424,16638,0.2540379213483146,367,356,409,315,0,1900,SMZV.tsv
4,1447,1425,16658,0.253859649122807,367,356,409,315,0,1905,SMZV.tsv
